,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-53403630.0,3993990.0,-391300.328489
Tax Rate For Calcs,0.21,0.21,0.007851
Normalized EBITDA,-205632000.0,-542397000.0,-125479000.0
Total Unusual Items,-254303000.0,19019000.0,-49838000.0
Total Unusual Items Excluding Goodwill,-254303000.0,19019000.0,-49838000.0
Net Income From Continuing Operation Net Minority Interest,-536420000.0,-877077000.0,-301128000.0
Reconciled Depreciation,42891000.0,49423000.0,27220000.0
Reconciled Cost Of Revenue,109013000.0,648156000.0,943008000.0
EBITDA,-459935000.0,-523378000.0,-175317000.0
EBIT,-502826000.0,-572801000.0,-202537000.0
Net Interest Income,-31596000.0,-303176000.0,-100974000.0
Interest Expense,31596000.0,303176000.0,100974000.0
Normalized Income,-335520630.0,-892102010.0,-251681300.328489
Net Income From Continuing And Discontinued Operation,-536420000.0,-877077000.0,-301128000.0
Total Expenses,350637000.0,990458000.0,1464298000.0
Rent Expense Supplemental,4219000.0,1321000.0,2485000.0
Total Operating Income As Reported,-291276000.0,-858920000.0,-239676000.0
Diluted Average Shares,9233682.0,14751708.0,14751708.0
Basic Average Shares,9233682.0,14751708.0,14751708.0
Diluted EPS,-58.0,-59.455963,-20.413094
Basic EPS,-58.0,-59.455963,-20.413094
Diluted NI Availto Com Stockholders,-536420000.0,-877077000.0,-301128000.0
Net Income Common Stockholders,-536420000.0,-877077000.0,-301128000.0
Net Income,-536420000.0,-877077000.0,-301128000.0
Net Income Including Noncontrolling Interests,-536420000.0,-877077000.0,-301128000.0
Net Income Continuous Operations,-536420000.0,-877077000.0,-301128000.0
Tax Provision,1998000.0,1100000.0,-2383000.0
Pretax Income,-534422000.0,-875977000.0,-303511000.0
Other Income Expense,-240689000.0,22575000.0,-49838000.0
Other Non Operating Income Expenses,13614000.0,3556000.0,
Special Income Charges,-17459000.0,-246485000.0,-17048000.0
Other Special Charges,-3891000.0,1000.0,
Write Off,311000.0,131724000.0,0.0
Impairment Of Capital Assets,12787000.0,12500000.0,0.0
Restructuring And Mergern Acquisition,8252000.0,102261000.0,17048000.0
Gain On Sale Of Security,-236844000.0,265504000.0,-32790000.0
Net Non Operating Interest Income Expense,-31596000.0,-303176000.0,-100974000.0
Interest Expense Non Operating,31596000.0,303176000.0,100974000.0
Operating Income,-262137000.0,-595376000.0,-152699000.0
Operating Expense,200826000.0,296888000.0,495003000.0
Depreciation Amortization Depletion Income Statement,2093000.0,4009000.0,933000.0
Depreciation And Amortization In Income Statement,2093000.0,4009000.0,933000.0
Research And Development,83815000.0,124308000.0,144490000.0
Selling General And Administration,114918000.0,168571000.0,349580000.0
Selling And Marketing Expense,22080000.0,69008000.0,248895000.0
General And Administrative Expense,92838000.0,99563000.0,100685000.0
Other Gand A,51415000.0,78332000.0,70641000.0
Rent And Landing Fees,4219000.0,1321000.0,2485000.0
Salaries And Wages,37204000.0,19910000.0,27559000.0
Gross Profit,-61311000.0,-298488000.0,342304000.0
Cost Of Revenue,149811000.0,693570000.0,969295000.0
Total Revenue,88500000.0,395082000.0,1311599000.0
Operating Revenue,88500000.0,395082000.0,1311599000.0
