,2023-12-31,2022-12-31
Free Cash Flow,-46214000.0,-32268000.0
Issuance Of Capital Stock,272347000.0,31535000.0
Capital Expenditure,-586000.0,-192000.0
Income Tax Paid Supplemental Data,0.0,1000.0
End Cash Position,230440000.0,4158000.0
Beginning Cash Position,4158000.0,4731000.0
Changes In Cash,226282000.0,-573000.0
Financing Cash Flow,272496000.0,31695000.0
Cash Flow From Continuing Financing Activities,272496000.0,31695000.0
Proceeds From Stock Option Exercised,149000.0,160000.0
Net Preferred Stock Issuance,272347000.0,31535000.0
Preferred Stock Issuance,272347000.0,31535000.0
Investing Cash Flow,-586000.0,-192000.0
Cash Flow From Continuing Investing Activities,-586000.0,-192000.0
Net PPE Purchase And Sale,-586000.0,-192000.0
Purchase Of PPE,-586000.0,-192000.0
Operating Cash Flow,-45628000.0,-32076000.0
Cash Flow From Continuing Operating Activities,-45628000.0,-32076000.0
Change In Working Capital,-9624000.0,4949000.0
Change In Other Current Liabilities,-47000.0,0.0
Change In Payables And Accrued Expense,-8663000.0,5871000.0
Change In Prepaid Assets,-914000.0,-922000.0
Other Non Cash Items,13495000.0,
Stock Based Compensation,1899000.0,810000.0
Asset Impairment Charge,568000.0,0.0
Depreciation Amortization Depletion,19000.0,10000.0
Depreciation And Amortization,19000.0,10000.0
Depreciation,19000.0,10000.0
Net Income From Continuing Operations,-51985000.0,-37845000.0
