,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.205935,0.21,0.26449,0.263378,
Normalized EBITDA,7751000.0,5893000.0,21528000.0,9601000.0,
Total Unusual Items,,,,,-5046000.0
Total Unusual Items Excluding Goodwill,,,,,-5046000.0
Net Income From Continuing Operation Net Minority Interest,6690000.0,21790000.0,15862000.0,7392000.0,
Reconciled Depreciation,149000.0,63000.0,225000.0,554000.0,
Reconciled Cost Of Revenue,36896000.0,29777000.0,32269000.0,25602000.0,
EBITDA,7751000.0,5893000.0,21528000.0,9601000.0,
EBIT,7602000.0,5830000.0,21303000.0,9047000.0,
Net Interest Income,823000.0,8000.0,2000.0,-40000.0,
Interest Expense,,,,40000.0,0.0
Interest Income,823000.0,8000.0,2000.0,,334000.0
Normalized Income,6690000.0,21790000.0,15862000.0,7392000.0,
Net Income From Continuing And Discontinued Operation,6690000.0,21790000.0,15862000.0,7392000.0,
Total Expenses,43767000.0,42846000.0,37623000.0,31022000.0,
Total Operating Income As Reported,7602000.0,5830000.0,21303000.0,9047000.0,
Diluted Average Shares,5347000.0,5307000.0,7193000.0,7773000.0,
Basic Average Shares,5300000.0,5282000.0,7170000.0,7743000.0,
Diluted EPS,1.25,4.11,2.21,0.95,
Basic EPS,1.26,4.13,2.21,0.95,
Diluted NI Availto Com Stockholders,6690000.0,21790000.0,15862000.0,7392000.0,
Net Income Common Stockholders,6690000.0,21790000.0,15862000.0,7392000.0,
Net Income,6690000.0,21790000.0,15862000.0,7392000.0,
Net Income Including Noncontrolling Interests,6690000.0,21790000.0,15862000.0,7392000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,6690000.0,21790000.0,15862000.0,7392000.0,
Tax Provision,1735000.0,-14149000.0,5704000.0,2643000.0,
Pretax Income,8425000.0,7641000.0,21566000.0,10035000.0,
Other Income Expense,,1803000.0,261000.0,1028000.0,-5046000.0
Other Non Operating Income Expenses,,1803000.0,261000.0,1028000.0,
Special Income Charges,,,,,-5046000.0
Write Off,,,,,5046000.0
Net Non Operating Interest Income Expense,823000.0,8000.0,2000.0,-40000.0,
Total Other Finance Cost,,,-2000.0,40000.0,
Interest Expense Non Operating,,,,40000.0,0.0
Interest Income Non Operating,823000.0,8000.0,2000.0,,334000.0
Operating Income,7602000.0,5830000.0,21303000.0,9047000.0,
Operating Expense,6871000.0,13069000.0,5354000.0,5420000.0,
Other Operating Expenses,,,,,1979000.0
Selling General And Administration,6871000.0,13069000.0,5354000.0,5420000.0,
General And Administrative Expense,6871000.0,13069000.0,5354000.0,5420000.0,
Other Gand A,6871000.0,5472000.0,5354000.0,5420000.0,
Salaries And Wages,0.0,7597000.0,0.0,,2929000.0
Gross Profit,14473000.0,18899000.0,26657000.0,14467000.0,
Cost Of Revenue,36896000.0,29777000.0,32269000.0,25602000.0,
Total Revenue,51369000.0,48676000.0,58926000.0,40069000.0,
Operating Revenue,50899000.0,48096000.0,58480000.0,39110000.0,
