,2023-01-31,2022-01-31,2021-01-31
Ordinary Shares Number,103774813.0,107857625.0,110000000.0
Share Issued,103774813.0,107857625.0,110000000.0
Net Debt,315652000.0,312335000.0,81959000.0
Total Debt,547429000.0,595178000.0,503794000.0
Tangible Book Value,-238624000.0,-266719000.0,-71573000.0
Invested Capital,98997000.0,83041000.0,141739000.0
Working Capital,-51206000.0,-76087000.0,-18971000.0
Net Tangible Assets,-238624000.0,-266719000.0,-71573000.0
Capital Lease Obligations,218208000.0,253818000.0,298882000.0
Common Stock Equity,-230224000.0,-258319000.0,-63173000.0
Total Capitalization,74473000.0,62522000.0,130233000.0
Total Equity Gross Minority Interest,-230224000.0,-258319000.0,-63173000.0
Stockholders Equity,-230224000.0,-258319000.0,-63173000.0
Gains Losses Not Affecting Retained Earnings,-261000.0,76000.0,-8000.0
Other Equity Adjustments,-261000.0,76000.0,-8000.0
Retained Earnings,-359206000.0,-377759000.0,-74591000.0
Additional Paid In Capital,128205000.0,118286000.0,10326000.0
Capital Stock,1038000.0,1078000.0,1100000.0
Common Stock,1038000.0,1078000.0,1100000.0
Total Liabilities Net Minority Interest,757488000.0,836820000.0,711382000.0
Total Non Current Liabilities Net Minority Interest,490161000.0,539807000.0,450268000.0
Other Non Current Liabilities,291000.0,,
Tradeand Other Payables Non Current,3769000.0,3991000.0,2447000.0
Non Current Deferred Liabilities,8204000.0,6873000.0,6531000.0
Long Term Debt And Capital Lease Obligation,477897000.0,528943000.0,441290000.0
Long Term Capital Lease Obligation,173200000.0,208102000.0,247884000.0
Long Term Debt,304697000.0,320841000.0,193406000.0
Current Liabilities,267327000.0,297013000.0,261114000.0
Other Current Liabilities,10947000.0,10250000.0,14467000.0
Current Deferred Liabilities,1471000.0,2879000.0,1512000.0
Current Deferred Revenue,1471000.0,2879000.0,1512000.0
Current Debt And Capital Lease Obligation,69532000.0,66235000.0,62504000.0
Current Capital Lease Obligation,45008000.0,45716000.0,50998000.0
Current Debt,24524000.0,20519000.0,11506000.0
Other Current Borrowings,16144000.0,20519000.0,11506000.0
Line Of Credit,8380000.0,0.0,
Payables And Accrued Expenses,185377000.0,217649000.0,182631000.0
Current Accrued Expenses,92763000.0,121443000.0,88767000.0
Interest Payable,188000.0,1762000.0,3311000.0
Payables,92614000.0,96206000.0,93864000.0
Other Payable,,,17267000.0
Dueto Related Parties Current,12741000.0,14622000.0,8060000.0
Total Tax Payable,3666000.0,4136000.0,14951000.0
Income Tax Payable,,0.0,9336000.0
Accounts Payable,76207000.0,77448000.0,70853000.0
Total Assets,527264000.0,578501000.0,648209000.0
Total Non Current Assets,311143000.0,357575000.0,406066000.0
Other Non Current Assets,8650000.0,7100000.0,3560000.0
Non Current Prepaid Assets,8650000.0,7100000.0,3560000.0
Non Current Deferred Assets,3301000.0,4873000.0,6139000.0
Non Current Deferred Taxes Assets,3301000.0,4873000.0,6139000.0
Goodwill And Other Intangible Assets,8400000.0,8400000.0,8400000.0
Other Intangible Assets,8400000.0,8400000.0,8400000.0
Net PPE,290792000.0,337202000.0,387967000.0
Accumulated Depreciation,-195323000.0,-168879000.0,-135701000.0
Gross PPE,486115000.0,506081000.0,523668000.0
Leases,176222000.0,168084000.0,161817000.0
Construction In Progress,2956000.0,4743000.0,3266000.0
Other Properties,177179000.0,209637000.0,244711000.0
Machinery Furniture Equipment,129758000.0,123617000.0,113874000.0
Properties,0.0,0.0,0.0
Current Assets,216121000.0,220926000.0,242143000.0
Other Current Assets,4656000.0,5244000.0,8130000.0
Restricted Cash,366000.0,262000.0,262000.0
Prepaid Assets,14754000.0,15787000.0,4955000.0
Inventory,180055000.0,170608000.0,105843000.0
Cash Cash Equivalents And Short Term Investments,13569000.0,29025000.0,122953000.0
Cash And Cash Equivalents,13569000.0,29025000.0,122953000.0
