,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Treasury Shares Number,0.0,,,,
Ordinary Shares Number,20002353.0,5154191.0,4360195.0,13666367.0,
Share Issued,20002353.0,5154191.0,4360195.0,13666367.0,
Tangible Book Value,208987000.0,17972000.0,51180000.0,61047000.0,
Invested Capital,291927000.0,48234000.0,76155000.0,86118000.0,
Working Capital,208440000.0,17522000.0,50447000.0,61584000.0,
Net Tangible Assets,208987000.0,17972000.0,51180000.0,61047000.0,
Common Stock Equity,291927000.0,48234000.0,76155000.0,86118000.0,
Total Capitalization,291927000.0,48234000.0,76155000.0,86118000.0,
Total Equity Gross Minority Interest,291927000.0,48234000.0,76155000.0,86118000.0,
Stockholders Equity,291927000.0,48234000.0,76155000.0,86118000.0,
Other Equity Interest,64816000.0,38156000.0,35206000.0,18324000.0,
Gains Losses Not Affecting Retained Earnings,-2285000.0,-2035000.0,-366000.0,24000.0,
Other Equity Adjustments,-2285000.0,-2035000.0,-366000.0,24000.0,
Retained Earnings,-226231000.0,-148151000.0,-100661000.0,-33030000.0,
Additional Paid In Capital,11750000.0,2102000.0,525000.0,124000.0,
Capital Stock,443877000.0,158162000.0,141451000.0,100676000.0,
Common Stock,443877000.0,158162000.0,141451000.0,100676000.0,
Total Liabilities Net Minority Interest,10096000.0,5663000.0,7908000.0,5994000.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,1094000.0,
Other Non Current Liabilities,,,,1094000.0,
Tradeand Other Payables Non Current,,,0.0,1094000.0,
Current Liabilities,10096000.0,5663000.0,7908000.0,4900000.0,
Other Current Liabilities,,,,2107000.0,
Payables And Accrued Expenses,10096000.0,5663000.0,7908000.0,4900000.0,
Payables,10096000.0,5663000.0,7908000.0,4900000.0,
Other Payable,291000.0,,2646000.0,2107000.0,
Accounts Payable,9805000.0,5663000.0,5262000.0,2793000.0,
Total Assets,302023000.0,53897000.0,84063000.0,92112000.0,
Total Non Current Assets,83487000.0,30712000.0,25708000.0,25628000.0,
Investments And Advances,,0.0,242000.0,0.0,71000.0
Goodwill And Other Intangible Assets,82940000.0,30262000.0,24975000.0,25071000.0,
Other Intangible Assets,35465000.0,5470000.0,2083000.0,1701000.0,
Goodwill,47475000.0,24792000.0,22892000.0,23370000.0,
Net PPE,547000.0,450000.0,491000.0,557000.0,
Accumulated Depreciation,-664000.0,-453000.0,-222000.0,-54000.0,
Gross PPE,1211000.0,903000.0,713000.0,611000.0,
Other Properties,945000.0,664000.0,475000.0,470000.0,
Machinery Furniture Equipment,266000.0,239000.0,238000.0,141000.0,
Current Assets,218536000.0,23185000.0,58355000.0,66484000.0,
Other Current Assets,2177000.0,1769000.0,1341000.0,,
Prepaid Assets,2891000.0,1733000.0,1271000.0,1129000.0,
Receivables,4476000.0,3050000.0,2102000.0,1329000.0,
Accounts Receivable,4476000.0,3050000.0,2102000.0,1329000.0,
Cash Cash Equivalents And Short Term Investments,208992000.0,16633000.0,53641000.0,64026000.0,
Cash And Cash Equivalents,208992000.0,16633000.0,53641000.0,64026000.0,
Cash Financial,208992000.0,16633000.0,53641000.0,64026000.0,
