,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,1067491.0,837868.0,575724.0
Share Issued,1067491.0,837868.0,575724.0
Total Debt,207375.0,256960.0,0.0
Tangible Book Value,3272017.0,2798799.0,3980460.0
Invested Capital,3276494.0,3507811.0,3986066.0
Working Capital,2989069.0,3739215.0,3630460.0
Net Tangible Assets,3272017.0,2798799.0,3980460.0
Capital Lease Obligations,207375.0,256960.0,0.0
Common Stock Equity,3276494.0,3507811.0,3986066.0
Total Capitalization,3276494.0,3507811.0,3986066.0
Total Equity Gross Minority Interest,3276494.0,3507811.0,3986066.0
Stockholders Equity,3276494.0,3507811.0,3986066.0
Retained Earnings,-63674531.0,-50943115.0,-31519789.0
Additional Paid In Capital,66949958.0,54429979.0,35491462.0
Capital Stock,1067.0,20947.0,14393.0
Common Stock,1067.0,20947.0,14393.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,2456310.0,3967164.0,1505378.0
Total Non Current Liabilities Net Minority Interest,665444.0,1244774.0,0.0
Other Non Current Liabilities,492000.0,1014000.0,
Non Current Deferred Liabilities,22897.0,23399.0,0.0
Non Current Deferred Taxes Liabilities,22897.0,23399.0,0.0
Long Term Debt And Capital Lease Obligation,150547.0,207375.0,0.0
Long Term Capital Lease Obligation,150547.0,207375.0,0.0
Current Liabilities,1790866.0,2722390.0,1505378.0
Other Current Liabilities,376129.0,9683.0,
Current Debt And Capital Lease Obligation,56828.0,49585.0,
Current Capital Lease Obligation,56828.0,49585.0,0.0
Pensionand Other Post Retirement Benefit Plans Current,761509.0,520795.0,322437.0
Payables And Accrued Expenses,653228.0,2142327.0,1182941.0
Current Accrued Expenses,376818.0,1856135.0,534202.0
Payables,276410.0,286192.0,648739.0
Accounts Payable,276410.0,286192.0,648739.0
Total Assets,5732804.0,7474975.0,5491444.0
Total Non Current Assets,952869.0,1013370.0,355606.0
Non Current Prepaid Assets,,0.0,350000.0
Goodwill And Other Intangible Assets,4477.0,709012.0,5606.0
Other Intangible Assets,4477.0,460041.0,5606.0
Goodwill,248971.0,248971.0,0.0
Net PPE,244421.0,304358.0,0.0
Gross PPE,244421.0,304358.0,0.0
Other Properties,50424.0,58149.0,
Buildings And Improvements,193997.0,246209.0,0.0
Properties,0.0,0.0,0.0
Current Assets,4779935.0,6461605.0,5135838.0
Other Current Assets,349441.0,389501.0,501689.0
Prepaid Assets,428700.0,9931.0,233035.0
Cash Cash Equivalents And Short Term Investments,4001794.0,6062173.0,4401114.0
Cash And Cash Equivalents,4001794.0,6062173.0,4401114.0
