,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,-473550.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.0,0.0
Normalized EBITDA,-70942000.0,-59604000.0,-69770000.0,-57095000.0
Total Unusual Items,-44000.0,-2255000.0,-1867000.0,-661000.0
Total Unusual Items Excluding Goodwill,-44000.0,-2255000.0,-1867000.0,-661000.0
Net Income From Continuing Operation Net Minority Interest,-72849000.0,-69456000.0,-76247000.0,-63745000.0
Reconciled Depreciation,1404000.0,1427000.0,1753000.0,1978000.0
Reconciled Cost Of Revenue,,,,47481000.0
EBITDA,-70986000.0,-61859000.0,-71637000.0,-57756000.0
EBIT,-72390000.0,-63286000.0,-73390000.0,-59734000.0
Net Interest Income,5229000.0,466000.0,-2730000.0,-3270000.0
Interest Expense,459000.0,1726000.0,2857000.0,4011000.0
Interest Income,5688000.0,2192000.0,127000.0,741000.0
Normalized Income,-72805000.0,-67674550.0,-74380000.0,-63084000.0
Net Income From Continuing And Discontinued Operation,-72849000.0,-69456000.0,-76247000.0,-63745000.0
Total Expenses,96175000.0,102242000.0,82638000.0,64183000.0
Total Operating Income As Reported,-78103000.0,-65456000.0,-73522000.0,-57806000.0
Diluted Average Shares,165960379.0,150939337.0,106242452.0,75835378.0
Basic Average Shares,165960379.0,150939337.0,106242452.0,75835378.0
Diluted EPS,-0.44,-0.46,-0.83,-1.0
Basic EPS,-0.44,-0.46,-0.83,-1.0
Diluted NI Availto Com Stockholders,-72849000.0,-69456000.0,-88386000.0,-75868000.0
Net Income Common Stockholders,-72849000.0,-69456000.0,-88386000.0,-75868000.0
Otherunder Preferred Stock Dividend,,0.0,12139000.0,12123000.0
Net Income,-72849000.0,-69456000.0,-76247000.0,-63745000.0
Net Income Including Noncontrolling Interests,-72849000.0,-69456000.0,-76247000.0,-63745000.0
Net Income Continuous Operations,-72849000.0,-69456000.0,-76247000.0,-63745000.0
Tax Provision,0.0,4444000.0,0.0,0.0
Pretax Income,-72849000.0,-65012000.0,-76247000.0,-63745000.0
Other Income Expense,-44000.0,-2255000.0,-1867000.0,-3206000.0
Special Income Charges,-69000.0,-2233000.0,-1872000.0,-537000.0
Other Special Charges,,,,64000.0
Impairment Of Capital Assets,,,,0.0
Restructuring And Mergern Acquisition,69000.0,2233000.0,1872000.0,473000.0
Earnings From Equity Interest,,,0.0,-2545000.0
Gain On Sale Of Security,25000.0,-22000.0,5000.0,-124000.0
Net Non Operating Interest Income Expense,5229000.0,466000.0,-2730000.0,-3270000.0
Interest Expense Non Operating,459000.0,1726000.0,2857000.0,4011000.0
Interest Income Non Operating,5688000.0,2192000.0,127000.0,741000.0
Operating Income,-78034000.0,-63223000.0,-71650000.0,-57269000.0
Operating Expense,96175000.0,102242000.0,82638000.0,64183000.0
Depreciation Amortization Depletion Income Statement,,,,1978000.0
Depreciation And Amortization In Income Statement,,,,1978000.0
Depreciation Income Statement,,,,1978000.0
Research And Development,73700000.0,84408000.0,65502000.0,49338000.0
Selling General And Administration,22475000.0,17834000.0,17136000.0,14845000.0
General And Administrative Expense,22475000.0,17834000.0,17136000.0,14845000.0
Other Gand A,22475000.0,17834000.0,17136000.0,14845000.0
Gross Profit,,,,-40567000.0
Cost Of Revenue,,,,47481000.0
Total Revenue,18141000.0,39019000.0,10988000.0,6914000.0
Operating Revenue,18141000.0,39019000.0,10988000.0,6914000.0
