,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Preferred Shares Number,5000000.0,,,,
Ordinary Shares Number,16791836.0,16791836.0,16791836.0,16791836.0,
Share Issued,16791836.0,16791836.0,16791836.0,16791836.0,
Net Debt,53878841.0,60619700.0,60989421.0,59520079.0,
Total Debt,61000000.0,61000000.0,61000000.0,60000079.0,
Tangible Book Value,154359202.0,140774439.0,150207739.0,220938480.0,
Invested Capital,215359202.0,201774439.0,211207739.0,280938559.0,
Net Tangible Assets,154359202.0,140774439.0,150207739.0,220938480.0,
Common Stock Equity,154359202.0,140774439.0,150207739.0,220938480.0,
Total Capitalization,215359202.0,201774439.0,211207739.0,280938559.0,
Total Equity Gross Minority Interest,154359202.0,140774439.0,150207739.0,220938480.0,
Stockholders Equity,154359202.0,140774439.0,150207739.0,220938480.0,
Retained Earnings,-86148143.0,-106326481.0,-111800054.0,-41187486.0,
Additional Paid In Capital,240490553.0,247084128.0,261991001.0,262109174.0,
Capital Stock,16792.0,16792.0,16792.0,16792.0,
Common Stock,16792.0,16792.0,16792.0,16792.0,
Total Liabilities Net Minority Interest,117438721.0,115931204.0,117044721.0,126599345.0,
Preferred Securities Outside Stock Equity,49866865.0,49727226.0,49587975.0,59441588.0,
Derivative Product Liabilities,771668.0,2771065.0,3219306.0,3615674.0,
Long Term Debt And Capital Lease Obligation,61000000.0,61000000.0,61000000.0,60000079.0,
Payables,5609785.0,2242846.0,2469285.0,2253187.0,
Other Payable,244842.0,176528.0,233790.0,222016.0,
Total Tax Payable,,33831.0,146892.0,220546.0,241153.0
Accounts Payable,5364943.0,2032487.0,2088603.0,1810625.0,
Total Assets,271797923.0,256705643.0,267252460.0,347537825.0,
Investments And Advances,259610041.0,247238994.0,260109290.0,341820608.0,
Investmentin Financial Assets,259610041.0,247238994.0,260109290.0,341820608.0,
Available For Sale Securities,,12286239.0,,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,258725348.0,234131295.0,254842236.0,337794815.0,
Prepaid Assets,5597.0,16773.0,4245.0,6825.0,
Receivables,4152239.0,7182604.0,6385410.0,4780192.0,
Cash And Cash Equivalents,7121159.0,380300.0,10579.0,480000.0,
Cash Financial,7121159.0,380300.0,10579.0,480000.0,
Cash Cash Equivalents And Federal Funds Sold,8030046.0,2267272.0,753515.0,930200.0,
