,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-10380677.0,-11448237.0,-10116350.0,-6824821.0,
Repayment Of Debt,,,,0.0,-992591.0
Issuance Of Capital Stock,1322383.0,8927211.0,17456092.0,7260869.0,
Capital Expenditure,-250867.0,-943109.0,-349193.0,-59881.0,
Interest Paid Supplemental Data,,,,0.0,83332.0
End Cash Position,5529484.0,14620449.0,17159925.0,9908301.0,
Beginning Cash Position,14620449.0,17159925.0,9908301.0,9604780.0,
Effect Of Exchange Rate Changes,2107.0,-5957.0,,,
Changes In Cash,-9093072.0,-2533519.0,7251624.0,303521.0,
Financing Cash Flow,1287605.0,8914718.0,17367974.0,7128342.0,
Cash Flow From Continuing Financing Activities,1287605.0,8914718.0,17367974.0,7128342.0,
Net Other Financing Charges,-34778.0,-12493.0,-88118.0,-132527.0,
Net Common Stock Issuance,1322383.0,8927211.0,17456092.0,7260869.0,
Common Stock Issuance,1322383.0,8927211.0,17456092.0,7260869.0,
Net Issuance Payments Of Debt,,,,0.0,-992591.0
Net Short Term Debt Issuance,,,,,-992591.0
Short Term Debt Payments,,,,,-992591.0
Net Long Term Debt Issuance,,,,0.0,-992591.0
Long Term Debt Payments,,,,0.0,-992591.0
Investing Cash Flow,-250867.0,-943109.0,-349193.0,-59881.0,
Cash Flow From Continuing Investing Activities,-250867.0,-943109.0,-349193.0,-59881.0,
Net PPE Purchase And Sale,-250867.0,-943109.0,-349193.0,-59881.0,
Purchase Of PPE,-250867.0,-943109.0,-349193.0,-59881.0,
Operating Cash Flow,-10129810.0,-10505128.0,-9767157.0,-6764940.0,
Cash Flow From Continuing Operating Activities,-10129810.0,-10505128.0,-9767157.0,-6764940.0,
Change In Working Capital,478659.0,65339.0,-251110.0,309690.0,
Change In Other Working Capital,,-344547.0,229698.0,14849.0,100000.0
Change In Other Current Assets,,,,,0.0
Change In Payables And Accrued Expense,488891.0,-116248.0,134763.0,348671.0,
Change In Payable,488891.0,-116248.0,134763.0,348671.0,
Change In Account Payable,156678.0,-174727.0,97541.0,341858.0,
Change In Prepaid Assets,-10232.0,398169.0,-636688.0,-111477.0,
Change In Receivables,0.0,127965.0,21117.0,57647.0,
Changes In Account Receivables,0.0,127965.0,21117.0,57647.0,
Other Non Cash Items,143.0,24408.0,30532.0,-2491.0,
Stock Based Compensation,1219370.0,1051898.0,750621.0,779421.0,
Depreciation Amortization Depletion,359057.0,240892.0,123685.0,39939.0,
Depreciation And Amortization,359057.0,240892.0,123685.0,39939.0,
Amortization Cash Flow,550.0,550.0,,,
Amortization Of Intangibles,550.0,550.0,,,
Depreciation,358507.0,240342.0,,,
Operating Gains Losses,21135.0,142121.0,,,395821.0
Gain Loss On Investment Securities,,,,,-51190.0
Gain Loss On Sale Of PPE,21135.0,0.0,,,
Gain Loss On Sale Of Business,0.0,142121.0,0.0,,
Net Income From Continuing Operations,-12208174.0,-12029786.0,-10420885.0,-7891499.0,
