,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Ordinary Shares Number,2542440.0,2542440.0,2166123.0,1714306.0,
Share Issued,2542440.0,2542440.0,2166123.0,1714306.0,
Total Debt,,,,,2025600.0
Tangible Book Value,1870884.0,5305979.0,7069078.0,10422447.0,
Invested Capital,2515712.0,6084425.0,8135752.0,11735090.0,
Working Capital,1806100.0,5217013.0,6981888.0,10321857.0,
Net Tangible Assets,1870884.0,5305979.0,7069078.0,10422447.0,
Common Stock Equity,2515712.0,6084425.0,8135752.0,11735090.0,
Total Capitalization,2515712.0,6084425.0,8135752.0,11735090.0,
Total Equity Gross Minority Interest,2515712.0,6084425.0,8135752.0,11735090.0,
Stockholders Equity,2515712.0,6084425.0,8135752.0,11735090.0,
Retained Earnings,-37833501.0,-33430319.0,-29277016.0,-20217093.0,
Additional Paid In Capital,40348958.0,39514489.0,37412551.0,31950117.0,
Capital Stock,255.0,255.0,217.0,2066.0,
Common Stock,255.0,255.0,217.0,2066.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,798465.0,265327.0,748108.0,741743.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,
Current Liabilities,798465.0,265327.0,748108.0,741743.0,
Current Deferred Liabilities,0.0,53958.0,342672.0,333200.0,
Current Deferred Revenue,0.0,53958.0,342672.0,333200.0,
Current Debt And Capital Lease Obligation,,,,,2025600.0
Current Debt,,,,,2025600.0
Current Notes Payable,,,,,2025600.0
Pensionand Other Post Retirement Benefit Plans Current,655275.0,64500.0,174056.0,199908.0,
Payables And Accrued Expenses,143190.0,146869.0,231380.0,208635.0,
Current Accrued Expenses,94283.0,76799.0,109095.0,68881.0,
Payables,48907.0,70070.0,122285.0,139754.0,
Dueto Related Parties Current,,,,,2025600.0
Accounts Payable,48907.0,70070.0,122285.0,139754.0,
Total Assets,3314177.0,6349752.0,8883860.0,12476833.0,
Total Non Current Assets,709612.0,867412.0,1153864.0,1413233.0,
Goodwill And Other Intangible Assets,644828.0,778446.0,1066674.0,1312643.0,
Other Intangible Assets,644828.0,778446.0,1066674.0,1312643.0,
Net PPE,64784.0,88966.0,87190.0,100590.0,
Accumulated Depreciation,-117559.0,-92211.0,-66864.0,-36889.0,
Gross PPE,182343.0,181177.0,154054.0,137479.0,
Leases,,,,,0.0
Machinery Furniture Equipment,182343.0,181177.0,154054.0,137479.0,
Properties,,,,,0.0
Current Assets,2604565.0,5482340.0,7729996.0,11063600.0,
Other Current Assets,403489.0,106679.0,560084.0,299389.0,
Restricted Cash,100000.0,100000.0,,,
Prepaid Assets,,,560084.0,299389.0,227274.0
Receivables,30060.0,15000.0,14545.0,51120.0,
Accounts Receivable,30060.0,15000.0,14545.0,51120.0,
Cash Cash Equivalents And Short Term Investments,2071016.0,5260661.0,7155367.0,10713091.0,
Cash And Cash Equivalents,2071016.0,5260661.0,7155367.0,10713091.0,
