,2024-09-30,2023-09-30,2022-09-30
Free Cash Flow,46962401.0,24380614.0,12222951.0
End Cash Position,58057.0,0.0,184351.0
Other Cash Adjustment Outside Changein Cash,5095232.0,,
Beginning Cash Position,0.0,184351.0,92593.0
Effect Of Exchange Rate Changes,-280.0,2549.0,-1614.0
Changes In Cash,-5036895.0,-186900.0,93372.0
Financing Cash Flow,-51999296.0,-24567514.0,-12129579.0
Net Other Financing Charges,-1838152.0,1919034.0,0.0
Cash Dividends Paid,-50161144.0,-26486548.0,-12129579.0
Common Stock Dividend Paid,-50161144.0,-26486548.0,-12129579.0
Operating Cash Flow,46962401.0,24380614.0,12222951.0
Change In Working Capital,1386532.0,1069534.0,449008.0
Change In Other Current Liabilities,1774544.0,654810.0,402135.0
Change In Accrued Expense,-244559.0,694225.0,-1417.0
Change In Payable,-231113.0,231113.0,0.0
Change In Prepaid Assets,13787.0,-12306.0,-8156.0
Change In Receivables,73873.0,-498308.0,56446.0
Other Non Cash Items,-468961.0,,
Gain Loss On Investment Securities,-54907502.0,15055339.0,29184456.0
Net Foreign Currency Exchange Gain Loss,-34325.0,4689.0,
Net Income From Continuing Operations,100986657.0,8251052.0,-17410513.0
