,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Tax Effect Of Unusual Items,-9326102.0,-1799700.0,-47670.0,-150458.748222,
Tax Rate For Calcs,0.359,0.21,0.21,0.222902,
Normalized EBITDA,132384000.0,51527000.0,19667000.0,34860000.0,
Total Unusual Items,-25978000.0,-8570000.0,-227000.0,-675000.0,
Total Unusual Items Excluding Goodwill,-25978000.0,-8570000.0,-227000.0,-675000.0,
Net Income From Continuing Operation Net Minority Interest,34621000.0,6802000.0,592000.0,10926000.0,
Reconciled Depreciation,19291000.0,16993000.0,15394000.0,17077000.0,
Reconciled Cost Of Revenue,595640000.0,602841000.0,494273000.0,361450000.0,
EBITDA,106406000.0,42957000.0,19440000.0,34185000.0,
EBIT,87115000.0,25964000.0,4046000.0,17108000.0,
Net Interest Income,-3418000.0,-920000.0,171000.0,-65000.0,
Interest Expense,,,,295000.0,106000.0
Interest Income,,,,230000.0,805000.0
Normalized Income,51272898.0,13572300.0,771330.0,11450541.251778,
Net Income From Continuing And Discontinued Operation,34621000.0,6802000.0,592000.0,10926000.0,
Total Expenses,730968000.0,728232000.0,606924000.0,464925000.0,
Total Operating Income As Reported,87115000.0,21388000.0,4046000.0,17108000.0,
Diluted Average Shares,46543000.0,45521000.0,45326000.0,45202000.0,
Basic Average Shares,45901000.0,45404000.0,45188000.0,44989000.0,
Diluted EPS,0.74,0.15,0.01,0.24,
Basic EPS,0.75,0.15,0.01,0.24,
Diluted NI Availto Com Stockholders,34621000.0,6802000.0,592000.0,10926000.0,
Net Income Common Stockholders,34621000.0,6802000.0,592000.0,10926000.0,
Net Income,34621000.0,6802000.0,592000.0,10926000.0,
Net Income Including Noncontrolling Interests,34621000.0,6802000.0,592000.0,10926000.0,
Net Income Continuous Operations,34621000.0,6802000.0,592000.0,10926000.0,
Tax Provision,19430000.0,6455000.0,516000.0,3134000.0,
Pretax Income,54051000.0,13257000.0,1108000.0,14060000.0,
Other Income Expense,-29646000.0,-11787000.0,-3109000.0,-2983000.0,
Other Non Operating Income Expenses,96000.0,115000.0,88000.0,62000.0,
Special Income Charges,-9712000.0,-9049000.0,0.0,0.0,
Write Off,9712000.0,4473000.0,0.0,0.0,
Impairment Of Capital Assets,0.0,4576000.0,0.0,0.0,
Earnings From Equity Interest,-3764000.0,-3332000.0,-2970000.0,-2370000.0,
Gain On Sale Of Security,-16266000.0,479000.0,-227000.0,-675000.0,
Net Non Operating Interest Income Expense,-3418000.0,-920000.0,171000.0,-65000.0,
Total Other Finance Cost,3418000.0,920000.0,-171000.0,65000.0,
Interest Expense Non Operating,,,,295000.0,106000.0
Interest Income Non Operating,,,,230000.0,805000.0
Operating Income,87115000.0,25964000.0,4046000.0,17108000.0,
Operating Expense,135328000.0,125391000.0,112651000.0,103475000.0,
Research And Development,35742000.0,29989000.0,29013000.0,26846000.0,
Selling General And Administration,99586000.0,95402000.0,83638000.0,76629000.0,
Selling And Marketing Expense,56954000.0,56655000.0,51075000.0,48649000.0,
General And Administrative Expense,42632000.0,38747000.0,32563000.0,27980000.0,
Other Gand A,42632000.0,38747000.0,32563000.0,27980000.0,
Gross Profit,222443000.0,151355000.0,116697000.0,120583000.0,
Cost Of Revenue,595640000.0,602841000.0,494273000.0,361450000.0,
Total Revenue,818083000.0,754196000.0,610970000.0,482033000.0,
Operating Revenue,818083000.0,754196000.0,610970000.0,482033000.0,
