,2024-03-31,2023-03-31,2022-03-31
Ordinary Shares Number,15619004.0,11387898.0,11387898.0
Share Issued,15619004.0,11387898.0,11387898.0
Net Debt,6134000.0,1214000.0,786000.0
Total Debt,16369000.0,8797000.0,1992000.0
Tangible Book Value,-12240000.0,12190000.0,7556000.0
Invested Capital,-4022000.0,14535000.0,8693000.0
Working Capital,-5289000.0,8063000.0,5316000.0
Net Tangible Assets,-12240000.0,12190000.0,7556000.0
Capital Lease Obligations,8151000.0,6452000.0,855000.0
Common Stock Equity,-12240000.0,12190000.0,7556000.0
Total Capitalization,-10800000.0,13159000.0,8473000.0
Total Equity Gross Minority Interest,-1180000.0,13469000.0,8696000.0
Minority Interest,11060000.0,1279000.0,1140000.0
Stockholders Equity,-12240000.0,12190000.0,7556000.0
Gains Losses Not Affecting Retained Earnings,-574000.0,-1349000.0,-644000.0
Retained Earnings,-11668000.0,6318000.0,4872000.0
Additional Paid In Capital,0.0,7221000.0,3328000.0
Capital Stock,2000.0,0.0,0.0
Common Stock,2000.0,0.0,0.0
Preferred Stock,0.0,0.0,
Total Liabilities Net Minority Interest,50587000.0,20928000.0,10166000.0
Total Non Current Liabilities Net Minority Interest,12462000.0,8406000.0,3553000.0
Other Non Current Liabilities,9000.0,9000.0,88000.0
Derivative Product Liabilities,1367000.0,0.0,
Non Current Accrued Expenses,3777000.0,2764000.0,1955000.0
Non Current Deferred Liabilities,92000.0,168000.0,126000.0
Non Current Deferred Taxes Liabilities,92000.0,168000.0,126000.0
Long Term Debt And Capital Lease Obligation,7217000.0,5465000.0,1384000.0
Long Term Capital Lease Obligation,5777000.0,4496000.0,467000.0
Long Term Debt,1440000.0,969000.0,917000.0
Current Liabilities,38125000.0,12522000.0,6613000.0
Other Current Liabilities,10501000.0,124000.0,893000.0
Current Deferred Liabilities,261000.0,193000.0,228000.0
Current Deferred Revenue,261000.0,193000.0,228000.0
Current Debt And Capital Lease Obligation,9152000.0,3332000.0,608000.0
Current Capital Lease Obligation,2374000.0,1956000.0,388000.0
Current Debt,6778000.0,1376000.0,220000.0
Other Current Borrowings,6778000.0,1376000.0,220000.0
Pensionand Other Post Retirement Benefit Plans Current,3119000.0,2823000.0,2080000.0
Payables And Accrued Expenses,18211000.0,8873000.0,2804000.0
Current Accrued Expenses,8011000.0,4142000.0,614000.0
Payables,10200000.0,4731000.0,2190000.0
Total Tax Payable,3584000.0,2257000.0,1349000.0
Accounts Payable,6616000.0,2474000.0,841000.0
Total Assets,49407000.0,34397000.0,18862000.0
Total Non Current Assets,16571000.0,13812000.0,6926000.0
Other Non Current Assets,2129000.0,2259000.0,1498000.0
Non Current Deferred Assets,1933000.0,1237000.0,1072000.0
Non Current Deferred Taxes Assets,1933000.0,1237000.0,1072000.0
Investments And Advances,1612000.0,1564000.0,1558000.0
Investmentin Financial Assets,1612000.0,1564000.0,1558000.0
Held To Maturity Securities,1612000.0,1564000.0,1558000.0
Net PPE,10897000.0,8752000.0,2798000.0
Accumulated Depreciation,-4179000.0,-2915000.0,-1890000.0
Gross PPE,15076000.0,11667000.0,4688000.0
Leases,1095000.0,854000.0,958000.0
Other Properties,7318000.0,5627000.0,
Machinery Furniture Equipment,6663000.0,5186000.0,3730000.0
Properties,0.0,0.0,0.0
Current Assets,32836000.0,20585000.0,11929000.0
Other Current Assets,786000.0,193000.0,298000.0
Current Deferred Assets,0.0,1921000.0,0.0
Prepaid Assets,6209000.0,3924000.0,3150000.0
Receivables,23757000.0,13416000.0,8130000.0
Accounts Receivable,23757000.0,13416000.0,8130000.0
Allowance For Doubtful Accounts Receivable,-1263000.0,0.0,
Gross Accounts Receivable,25020000.0,13416000.0,
Cash Cash Equivalents And Short Term Investments,2084000.0,1131000.0,351000.0
Cash And Cash Equivalents,2084000.0,1131000.0,351000.0
