,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.0
Normalized EBITDA,-1830700.0,-35388.0,-3308.0
Net Income From Continuing Operation Net Minority Interest,403780.0,-35388.0,-3308.0
EBITDA,-1830700.0,-35388.0,-3308.0
EBIT,-1830700.0,-35388.0,-3308.0
Net Interest Income,2775291.0,0.0,
Interest Income,2775291.0,0.0,
Normalized Income,403780.0,-35388.0,-3308.0
Net Income From Continuing And Discontinued Operation,403780.0,-35388.0,-3308.0
Total Expenses,1830700.0,35388.0,3308.0
Total Operating Income As Reported,-1830700.0,-35388.0,
Diluted NI Availto Com Stockholders,403780.0,-35388.0,-3308.0
Net Income Common Stockholders,403780.0,-35388.0,-3308.0
Net Income,403780.0,-35388.0,-3308.0
Net Income Including Noncontrolling Interests,403780.0,-35388.0,-3308.0
Net Income Continuous Operations,403780.0,-35388.0,-3308.0
Tax Provision,540811.0,0.0,
Pretax Income,944591.0,-35388.0,-3308.0
Net Non Operating Interest Income Expense,2775291.0,0.0,
Interest Income Non Operating,2775291.0,0.0,
Operating Income,-1830700.0,-35388.0,-3308.0
Operating Expense,1830700.0,35388.0,3308.0
Selling General And Administration,1830700.0,35388.0,3308.0
General And Administrative Expense,1830700.0,35388.0,3308.0
Other Gand A,1830700.0,35388.0,3308.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
