,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Ordinary Shares Number,15653463.0,16635295.0,16570619.0,16801101.0,
Share Issued,15653463.0,16635295.0,16570619.0,16801101.0,
Net Debt,281401000.0,328488000.0,481708000.0,430701000.0,
Total Debt,508465000.0,477807000.0,626065000.0,651394000.0,
Tangible Book Value,142764000.0,75732000.0,-70840000.0,-133152000.0,
Invested Capital,1279175000.0,1244008000.0,1276916000.0,1278010000.0,
Working Capital,206984000.0,190131000.0,212429000.0,189518000.0,
Net Tangible Assets,142764000.0,75732000.0,-70840000.0,-133152000.0,
Capital Lease Obligations,139666000.0,107587000.0,122032000.0,129622000.0,
Common Stock Equity,910376000.0,873788000.0,772883000.0,756238000.0,
Total Capitalization,1278745000.0,1241745000.0,1276916000.0,1269688000.0,
Total Equity Gross Minority Interest,910376000.0,873788000.0,772883000.0,756238000.0,
Stockholders Equity,910376000.0,873788000.0,772883000.0,756238000.0,
Gains Losses Not Affecting Retained Earnings,7318000.0,10372000.0,10225000.0,-54568000.0,
Other Equity Adjustments,7318000.0,10372000.0,10225000.0,-54568000.0,
Minimum Pension Liabilities,,,,-54568000.0,-51173000.0
Retained Earnings,543274000.0,493157000.0,399434000.0,448282000.0,
Capital Stock,359784000.0,370259000.0,363224000.0,362524000.0,
Common Stock,359784000.0,370259000.0,363224000.0,362524000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,683489000.0,645010000.0,859613000.0,898161000.0,
Total Non Current Liabilities Net Minority Interest,487763000.0,466886000.0,643385000.0,677714000.0,
Other Non Current Liabilities,4427000.0,4190000.0,3229000.0,11745000.0,
Non Current Deferred Liabilities,5002000.0,11930000.0,38340000.0,42891000.0,
Non Current Deferred Taxes Liabilities,5002000.0,11930000.0,38340000.0,42891000.0,
Long Term Debt And Capital Lease Obligation,478334000.0,450766000.0,601816000.0,623078000.0,
Long Term Capital Lease Obligation,109965000.0,82809000.0,97783000.0,109628000.0,
Long Term Debt,368369000.0,367957000.0,504033000.0,513450000.0,
Current Liabilities,195726000.0,178124000.0,216228000.0,220447000.0,
Current Debt And Capital Lease Obligation,30131000.0,27041000.0,24249000.0,28316000.0,
Current Capital Lease Obligation,29701000.0,24778000.0,24249000.0,19994000.0,
Current Debt,430000.0,2263000.0,,8322000.0,2216000.0
Other Current Borrowings,430000.0,2263000.0,,8322000.0,2216000.0
Pensionand Other Post Retirement Benefit Plans Current,61212000.0,49953000.0,44436000.0,58577000.0,
Payables And Accrued Expenses,104383000.0,101130000.0,147543000.0,133554000.0,
Current Accrued Expenses,39913000.0,37215000.0,36121000.0,41932000.0,
Payables,64470000.0,63915000.0,111422000.0,91622000.0,
Accounts Payable,64470000.0,63915000.0,111422000.0,91622000.0,
Total Assets,1593865000.0,1518798000.0,1632496000.0,1654399000.0,
Total Non Current Assets,1191155000.0,1150543000.0,1203839000.0,1244434000.0,
Other Non Current Assets,19571000.0,32077000.0,36784000.0,26806000.0,
Non Current Deferred Assets,5128000.0,1469000.0,1469000.0,1118000.0,
Non Current Deferred Taxes Assets,5128000.0,1469000.0,1469000.0,1118000.0,
Goodwill And Other Intangible Assets,767612000.0,798056000.0,843723000.0,889390000.0,
Other Intangible Assets,,30444000.0,76111000.0,121778000.0,169666000.0
Goodwill,767612000.0,767612000.0,767612000.0,767612000.0,
Net PPE,398844000.0,318941000.0,321863000.0,327120000.0,
Accumulated Depreciation,-381263000.0,-354174000.0,-327520000.0,-297594000.0,
Gross PPE,780107000.0,673115000.0,649383000.0,624714000.0,
Construction In Progress,64057000.0,45710000.0,22794000.0,22669000.0,
Other Properties,158556000.0,129395000.0,139396000.0,154504000.0,
Machinery Furniture Equipment,410192000.0,360468000.0,352532000.0,315371000.0,
Buildings And Improvements,142827000.0,133067000.0,130230000.0,127739000.0,
Land And Improvements,4475000.0,4475000.0,4431000.0,4431000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,402710000.0,368255000.0,428657000.0,409965000.0,
Other Current Assets,24104000.0,16661000.0,21112000.0,13861000.0,
Prepaid Assets,,,21112000.0,13861000.0,9933000.0
Inventory,159101000.0,190699000.0,228259000.0,158167000.0,
Inventories Adjustments Allowances,,,,-17804000.0,-14577000.0
Finished Goods,53089000.0,60682000.0,78628000.0,43607000.0,
Work In Process,44464000.0,49064000.0,59180000.0,51176000.0,
Raw Materials,61548000.0,80953000.0,90451000.0,63384000.0,
Receivables,132107000.0,119163000.0,156961000.0,146866000.0,
Taxes Receivable,14548000.0,0.0,,,0.0
Accounts Receivable,117559000.0,119163000.0,156961000.0,146866000.0,
Allowance For Doubtful Accounts Receivable,-9121000.0,-11492000.0,-11738000.0,-9321000.0,
Gross Accounts Receivable,126680000.0,130655000.0,168699000.0,156187000.0,
Cash Cash Equivalents And Short Term Investments,87398000.0,41732000.0,22325000.0,91071000.0,
Other Short Term Investments,,,,,0.0
Cash And Cash Equivalents,87398000.0,41732000.0,22325000.0,91071000.0,
