,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,-37454000.0,-48948000.0,-51151000.0,-33340000.0,
Repayment Of Debt,-3051000.0,-1315000.0,-657000.0,-6120000.0,
Issuance Of Debt,,0.0,0.0,19190000.0,1680000.0
Issuance Of Capital Stock,13076000.0,45080000.0,0.0,0.0,
Capital Expenditure,-3328000.0,-16123000.0,-24432000.0,-9305000.0,
End Cash Position,18705000.0,44455000.0,48966000.0,86966000.0,
Beginning Cash Position,44455000.0,48966000.0,86966000.0,195000.0,
Effect Of Exchange Rate Changes,-414000.0,-457000.0,-9025000.0,6000.0,
Changes In Cash,-25336000.0,-4054000.0,-28975000.0,86765000.0,
Financing Cash Flow,11188000.0,44853000.0,22176000.0,120105000.0,
Cash Flow From Continuing Financing Activities,11188000.0,44853000.0,22176000.0,120105000.0,
Net Other Financing Charges,1331000.0,1372000.0,1724000.0,107035000.0,
Interest Paid Cff,-168000.0,-284000.0,-197000.0,0.0,
Proceeds From Stock Option Exercised,0.0,0.0,21306000.0,0.0,
Cash Dividends Paid,0.0,0.0,0.0,0.0,
Net Common Stock Issuance,13076000.0,45080000.0,0.0,0.0,
Common Stock Issuance,13076000.0,45080000.0,0.0,0.0,
Net Issuance Payments Of Debt,-3051000.0,-1315000.0,-657000.0,13070000.0,
Net Short Term Debt Issuance,,,0.0,13070000.0,1680000.0
Short Term Debt Payments,,,0.0,-6120000.0,0.0
Short Term Debt Issuance,,,0.0,19190000.0,1680000.0
Net Long Term Debt Issuance,-3051000.0,-1315000.0,-657000.0,13070000.0,
Long Term Debt Payments,-3051000.0,-1315000.0,-657000.0,-6120000.0,
Long Term Debt Issuance,,0.0,0.0,19190000.0,1679652.0
Investing Cash Flow,-2398000.0,-16082000.0,-24432000.0,-9305000.0,
Cash Flow From Continuing Investing Activities,-2398000.0,-16082000.0,-24432000.0,-9305000.0,
Interest Received Cfi,930000.0,41000.0,,,
Net Business Purchase And Sale,0.0,0.0,0.0,,
Purchase Of Business,0.0,0.0,0.0,,
Capital Expenditure Reported,-3328000.0,-16123000.0,-24432000.0,-9305000.0,
Operating Cash Flow,-34126000.0,-32825000.0,-26719000.0,-24035000.0,
Cash Flow From Continuing Operating Activities,-34126000.0,-32825000.0,-26719000.0,-24035000.0,
Taxes Refund Paid,0.0,0.0,0.0,0.0,
Interest Paid Cfo,,,-197000.0,0.0,0.0
Change In Working Capital,-1579000.0,13154000.0,-12363000.0,-7422000.0,
Change In Payables And Accrued Expense,-4945000.0,-7982000.0,5586000.0,-1290000.0,
Change In Payable,-4945000.0,-7982000.0,5586000.0,-1290000.0,
Change In Receivables,3366000.0,21136000.0,-17949000.0,-6132000.0,
Other Non Cash Items,-9988000.0,-11442000.0,14929000.0,156807000.0,
Stock Based Compensation,-2908000.0,14118000.0,21742000.0,166000.0,
Asset Impairment Charge,35169000.0,29936000.0,0.0,0.0,
Depreciation Amortization Depletion,3532000.0,2634000.0,1292000.0,53000.0,
Depreciation And Amortization,3532000.0,2634000.0,1292000.0,53000.0,
Amortization Cash Flow,375000.0,91000.0,0.0,0.0,
Amortization Of Intangibles,375000.0,91000.0,0.0,0.0,
Depreciation,3157000.0,2543000.0,1292000.0,53000.0,
Operating Gains Losses,-347000.0,-10691000.0,-117394000.0,98090000.0,
Gain Loss On Investment Securities,-6000.0,-10638000.0,-117394000.0,98090000.0,
Gain Loss On Sale Of PPE,-341000.0,-53000.0,0.0,0.0,
Net Income From Continuing Operations,-58005000.0,-70534000.0,65075000.0,-271729000.0,
