,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,-2011028.601969,414363.047554
Tax Rate For Calcs,0.0,0.096107,0.197034
Normalized EBITDA,-11602000.0,-8082000.0,-7267000.0
Total Unusual Items,7886000.0,-20925000.0,2103000.0
Total Unusual Items Excluding Goodwill,7886000.0,-20925000.0,2103000.0
Net Income From Continuing Operation Net Minority Interest,-4170000.0,-27055000.0,-4711000.0
Reconciled Depreciation,0.0,144000.0,39000.0
Reconciled Cost Of Revenue,0.0,144000.0,39000.0
EBITDA,-3716000.0,-29007000.0,-5164000.0
EBIT,-3716000.0,-29151000.0,-5203000.0
Net Interest Income,-474000.0,-2261000.0,-1599000.0
Interest Expense,458000.0,1721000.0,664000.0
Interest Income,0.0,299000.0,49000.0
Normalized Income,-12056000.0,-8141028.601969,-6399636.952446
Net Income From Continuing And Discontinued Operation,-4170000.0,-27055000.0,-4711000.0
Total Expenses,11587000.0,7687000.0,6372000.0
Total Operating Income As Reported,-11586000.0,-7687000.0,-6370000.0
Diluted Average Shares,,68705000.0,68705000.0
Basic Average Shares,,68705000.0,68705000.0
Diluted EPS,,-0.393785,-0.068569
Basic EPS,,-0.393785,-0.068569
Diluted NI Availto Com Stockholders,-4170000.0,-27055000.0,-4711000.0
Net Income Common Stockholders,-4170000.0,-27055000.0,-4711000.0
Net Income,-4170000.0,-27055000.0,-4711000.0
Minority Interests,4000.0,850000.0,0.0
Net Income Including Noncontrolling Interests,-4174000.0,-27905000.0,-4711000.0
Net Income Continuous Operations,-4174000.0,-27905000.0,-4711000.0
Tax Provision,0.0,-2967000.0,-1156000.0
Pretax Income,-4174000.0,-30872000.0,-5867000.0
Other Income Expense,7886000.0,-20925000.0,2103000.0
Special Income Charges,,-61000.0,0.0
Impairment Of Capital Assets,,61000.0,0.0
Gain On Sale Of Security,7886000.0,-20925000.0,2103000.0
Net Non Operating Interest Income Expense,-474000.0,-2261000.0,-1599000.0
Total Other Finance Cost,16000.0,839000.0,984000.0
Interest Expense Non Operating,458000.0,1721000.0,664000.0
Interest Income Non Operating,0.0,299000.0,49000.0
Operating Income,-11587000.0,-7687000.0,-6372000.0
Operating Expense,11587000.0,7543000.0,6333000.0
Other Operating Expenses,2064000.0,2843000.0,3876000.0
Depreciation Amortization Depletion Income Statement,,83000.0,39000.0
Depreciation And Amortization In Income Statement,,83000.0,39000.0
Depreciation Income Statement,,83000.0,39000.0
Selling General And Administration,9523000.0,4700000.0,2457000.0
General And Administrative Expense,9523000.0,4700000.0,2457000.0
Other Gand A,6960000.0,3424000.0,952000.0
Salaries And Wages,2563000.0,1276000.0,1505000.0
Gross Profit,0.0,-144000.0,-39000.0
Cost Of Revenue,0.0,144000.0,39000.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
