,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-15703.53235,94195.5,-17606.5,-609202.25,
Tax Rate For Calcs,0.005742,0.25,0.25,0.25,
Normalized EBITDA,-962400.0,-10036356.0,11453169.0,19755261.0,
Total Unusual Items,-2734670.0,376782.0,-70426.0,-2436809.0,
Total Unusual Items Excluding Goodwill,-2734670.0,376782.0,-70426.0,-2436809.0,
Net Income From Continuing Operation Net Minority Interest,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Reconciled Depreciation,257997.0,10005280.0,11957374.0,10341144.0,
Reconciled Cost Of Revenue,1624614.0,17418681.0,5749201.0,4371267.0,
EBITDA,-3697070.0,-9659574.0,11382743.0,17318452.0,
EBIT,-3955067.0,-19664854.0,-574631.0,6977308.0,
Net Interest Income,-721797.0,-748310.0,-150790.0,58946.0,
Interest Expense,794352.0,819219.0,217041.0,0.0,
Interest Income,72555.0,70909.0,66251.0,58946.0,
Normalized Income,-2003179.53235,-21189571.5,-1347472.5,5325611.75,
Net Income From Continuing And Discontinued Operation,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Total Expenses,4014465.0,31424360.0,23610853.0,19804822.0,
Rent Expense Supplemental,253227.0,235069.0,90748.0,77768.0,
Total Operating Income As Reported,,-20100888.0,-561391.0,8994554.0,13243832.0
Diluted Average Shares,,14900000.0,13691667.0,11030137.0,12450000.0
Basic Average Shares,,14900000.0,13691667.0,11030137.0,12450000.0
Diluted EPS,,-1.4,-0.1,0.32,0.801223
Basic EPS,,-1.4,-0.1,0.32,0.801223
Diluted NI Availto Com Stockholders,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Net Income Common Stockholders,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Net Income,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Net Income Including Noncontrolling Interests,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Net Income Continuous Operations,-4722146.0,-20906985.0,-1400292.0,3498005.0,
Tax Provision,-27273.0,422912.0,608620.0,3479303.0,
Pretax Income,-4749419.0,-20484073.0,-791672.0,6977308.0,
Other Income Expense,-2012213.0,364853.0,-80648.0,-2445362.0,
Other Non Operating Income Expenses,722457.0,-11929.0,-10222.0,-8553.0,
Special Income Charges,-4319293.0,-148838.0,192039.0,0.0,
Gain On Sale Of Ppe,1546.0,0.0,-54512.0,0.0,
Other Special Charges,-13878.0,-157757.0,-246551.0,,
Write Off,4334717.0,306595.0,0.0,0.0,
Gain On Sale Of Security,1584623.0,525620.0,-262465.0,-2436809.0,
Net Non Operating Interest Income Expense,-721797.0,-748310.0,-150790.0,58946.0,
Interest Expense Non Operating,794352.0,819219.0,217041.0,0.0,
Interest Income Non Operating,72555.0,70909.0,66251.0,58946.0,
Operating Income,-2015409.0,-20100616.0,-560234.0,9363724.0,
Operating Expense,2184796.0,4123470.0,5937654.0,5092411.0,
Other Operating Expenses,-1395.0,-272.0,-1157.0,-369170.0,
Provision For Doubtful Accounts,162028.0,0.0,0.0,,
Depreciation Amortization Depletion Income Statement,52942.0,123071.0,33376.0,0.0,
Depreciation And Amortization In Income Statement,52942.0,123071.0,33376.0,0.0,
Amortization,31929.0,32997.0,20681.0,0.0,
Amortization Of Intangibles Income Statement,31929.0,32997.0,20681.0,0.0,
Depreciation Income Statement,21013.0,90074.0,12695.0,0.0,
Selling General And Administration,1971221.0,4000671.0,5905435.0,5461581.0,
Selling And Marketing Expense,40055.0,270847.0,874333.0,1174916.0,
General And Administrative Expense,1931166.0,3729824.0,5031102.0,4286665.0,
Other Gand A,789851.0,1281005.0,1974445.0,1225351.0,
Insurance And Claims,0.0,44519.0,171895.0,151890.0,
Rent And Landing Fees,253227.0,235069.0,90748.0,77768.0,
Salaries And Wages,888088.0,2169231.0,2794014.0,2831656.0,
Gross Profit,169387.0,-15977146.0,5377420.0,14456135.0,
Cost Of Revenue,1829669.0,27300890.0,17673199.0,14712411.0,
Total Revenue,1999056.0,11323744.0,23050619.0,29168546.0,
Operating Revenue,1999056.0,11323744.0,23050619.0,29168546.0,
