,2022-12-31,2021-12-31
Ordinary Shares Number,19734023.0,19734023.0
Share Issued,19734023.0,19734023.0
Net Debt,5562013.0,
Total Debt,8079172.0,1310694.0
Tangible Book Value,-17132138.0,-10183719.0
Invested Capital,-4901512.0,-7898671.0
Working Capital,-1873620.0,1216487.0
Net Tangible Assets,-5149854.0,588081.0
Capital Lease Obligations,593827.0,0.0
Common Stock Equity,-12386857.0,-9209365.0
Preferred Stock Equity,11982284.0,10771800.0
Total Capitalization,4114407.0,2729257.0
Total Equity Gross Minority Interest,-381730.0,1587980.0
Minority Interest,22843.0,25545.0
Stockholders Equity,-404573.0,1562435.0
Gains Losses Not Affecting Retained Earnings,17011.0,-11973.0
Other Equity Adjustments,17011.0,-11973.0
Retained Earnings,-13710685.0,-10170804.0
Additional Paid In Capital,1306658.0,973257.0
Capital Stock,11982443.0,10771955.0
Common Stock,159.0,155.0
Preferred Stock,11982284.0,10771800.0
Total Liabilities Net Minority Interest,11439535.0,2043743.0
Total Non Current Liabilities Net Minority Interest,4903154.0,1166822.0
Preferred Securities Outside Stock Equity,11982284.0,10771800.0
Long Term Debt And Capital Lease Obligation,4903154.0,1166822.0
Long Term Capital Lease Obligation,384174.0,0.0
Long Term Debt,4518980.0,1166822.0
Current Liabilities,6536381.0,876921.0
Current Deferred Liabilities,643254.0,74431.0
Current Deferred Revenue,643254.0,74431.0
Current Debt And Capital Lease Obligation,3176018.0,143872.0
Current Capital Lease Obligation,209653.0,0.0
Current Debt,2966365.0,143872.0
Other Current Borrowings,2966365.0,143872.0
Payables And Accrued Expenses,2717109.0,658618.0
Current Accrued Expenses,637570.0,333827.0
Payables,2079539.0,324791.0
Accounts Payable,2079539.0,324791.0
Total Assets,11057805.0,3631723.0
Total Non Current Assets,6395044.0,1538315.0
Goodwill And Other Intangible Assets,4745281.0,974354.0
Other Intangible Assets,2341559.0,596129.0
Goodwill,2403722.0,378225.0
Net PPE,1649763.0,563961.0
Accumulated Depreciation,-191880.0,-87907.0
Gross PPE,1841643.0,651868.0
Other Properties,618061.0,49255.0
Machinery Furniture Equipment,653582.0,402613.0
Buildings And Improvements,570000.0,200000.0
Properties,0.0,0.0
Current Assets,4662761.0,2093408.0
Other Current Assets,444662.0,174091.0
Current Deferred Assets,474162.0,0.0
Inventory,656214.0,240064.0
Finished Goods,26760.0,29716.0
Raw Materials,629454.0,210348.0
Receivables,1164391.0,344642.0
Accounts Receivable,1164391.0,344642.0
Cash Cash Equivalents And Short Term Investments,1923332.0,1334611.0
Cash And Cash Equivalents,1923332.0,1334611.0
Cash Financial,1923332.0,1334611.0
