,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,25574360.0,25574360.0,25574360.0
Share Issued,25574360.0,25574360.0,25574360.0
Total Debt,9986000.0,9748000.0,0.0
Tangible Book Value,-71672000.0,-38406000.0,-12478000.0
Invested Capital,-61811000.0,-28941000.0,-12478000.0
Working Capital,79781000.0,43660000.0,25874000.0
Net Tangible Assets,-71672000.0,-38406000.0,-12478000.0
Capital Lease Obligations,125000.0,283000.0,0.0
Common Stock Equity,-71672000.0,-38406000.0,-12478000.0
Total Capitalization,-61811000.0,-28941000.0,-12478000.0
Total Equity Gross Minority Interest,-71672000.0,-38406000.0,-12478000.0
Stockholders Equity,-71672000.0,-38406000.0,-12478000.0
Gains Losses Not Affecting Retained Earnings,-79000.0,-46000.0,-22000.0
Other Equity Adjustments,-79000.0,-46000.0,-22000.0
Retained Earnings,-76965000.0,-40660000.0,-12950000.0
Additional Paid In Capital,5372000.0,2300000.0,494000.0
Capital Stock,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,158300000.0,89260000.0,41272000.0
Total Non Current Liabilities Net Minority Interest,152690000.0,83700000.0,39462000.0
Other Non Current Liabilities,,123000.0,
Preferred Securities Outside Stock Equity,141477000.0,72235000.0,38163000.0
Derivative Product Liabilities,1352000.0,1877000.0,1299000.0
Long Term Debt And Capital Lease Obligation,9861000.0,9465000.0,
Long Term Debt,9861000.0,9465000.0,
Current Liabilities,5610000.0,5560000.0,1810000.0
Other Current Liabilities,515000.0,,193000.0
Current Debt And Capital Lease Obligation,125000.0,283000.0,
Current Capital Lease Obligation,125000.0,283000.0,0.0
Payables And Accrued Expenses,5485000.0,5277000.0,1810000.0
Current Accrued Expenses,4411000.0,3671000.0,1210000.0
Interest Payable,84000.0,0.0,
Payables,1074000.0,1606000.0,600000.0
Accounts Payable,1074000.0,1606000.0,600000.0
Total Assets,86628000.0,50854000.0,28794000.0
Total Non Current Assets,1237000.0,1634000.0,1110000.0
Other Non Current Assets,131000.0,461000.0,50000.0
Net PPE,1106000.0,1173000.0,1060000.0
Accumulated Depreciation,-684000.0,-579000.0,-244000.0
Gross PPE,1790000.0,1752000.0,1304000.0
Other Properties,1201000.0,1132000.0,818000.0
Machinery Furniture Equipment,589000.0,620000.0,486000.0
Current Assets,85391000.0,49220000.0,27684000.0
Other Current Assets,104000.0,213000.0,
Current Deferred Assets,2209000.0,0.0,
Prepaid Assets,522000.0,330000.0,236000.0
Receivables,8000.0,333000.0,1743000.0
Other Receivables,8000.0,333000.0,248000.0
Accounts Receivable,,333000.0,1495000.0
Cash Cash Equivalents And Short Term Investments,82548000.0,48344000.0,25705000.0
Cash And Cash Equivalents,82548000.0,48344000.0,25705000.0
