,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,49065361.0,45290553.0,45290553.0
Share Issued,49065361.0,45290553.0,45290553.0
Net Debt,59344000.0,60142000.0,19338000.0
Total Debt,63208000.0,66783000.0,25503000.0
Tangible Book Value,-76813000.0,105281000.0,-52863000.0
Invested Capital,-14876000.0,169832000.0,-28177000.0
Working Capital,-71434000.0,-4858000.0,-19326000.0
Net Tangible Assets,-76813000.0,105281000.0,-52863000.0
Capital Lease Obligations,1271000.0,2232000.0,889000.0
Common Stock Equity,-76813000.0,105281000.0,-52791000.0
Preferred Stock Equity,,155630000.0,31401000.0
Total Capitalization,-76813000.0,149429000.0,-52791000.0
Total Equity Gross Minority Interest,-76813000.0,105281000.0,-52791000.0
Stockholders Equity,-76813000.0,105281000.0,-52791000.0
Gains Losses Not Affecting Retained Earnings,143000.0,27000.0,0.0
Other Equity Adjustments,143000.0,27000.0,
Retained Earnings,-354928000.0,-85373000.0,-55896000.0
Additional Paid In Capital,277965000.0,190624000.0,3105000.0
Capital Stock,7000.0,3000.0,0.0
Common Stock,7000.0,3000.0,0.0
Preferred Stock,,155630000.0,31401000.0
Total Liabilities Net Minority Interest,124135000.0,122902000.0,79194000.0
Total Non Current Liabilities Net Minority Interest,14952000.0,62788000.0,36191000.0
Preferred Securities Outside Stock Equity,,155630000.0,31401000.0
Derivative Product Liabilities,9817000.0,14152000.0,2610000.0
Non Current Deferred Liabilities,1055000.0,,
Non Current Deferred Revenue,1055000.0,,
Long Term Debt And Capital Lease Obligation,664000.0,45422000.0,499000.0
Long Term Capital Lease Obligation,664000.0,1274000.0,499000.0
Long Term Debt,,44148000.0,
Long Term Provisions,3416000.0,3214000.0,1681000.0
Current Liabilities,109183000.0,60114000.0,43003000.0
Other Current Liabilities,12769000.0,3775000.0,1304000.0
Current Deferred Liabilities,3638000.0,8251000.0,7407000.0
Current Deferred Revenue,3638000.0,8251000.0,7407000.0
Current Debt And Capital Lease Obligation,62544000.0,21361000.0,25004000.0
Current Capital Lease Obligation,607000.0,958000.0,390000.0
Current Debt,61937000.0,20403000.0,24614000.0
Other Current Borrowings,33280000.0,,15107000.0
Current Notes Payable,28657000.0,20403000.0,9507000.0
Pensionand Other Post Retirement Benefit Plans Current,3969000.0,3940000.0,3498000.0
Current Provisions,,767000.0,600000.0
Payables And Accrued Expenses,26263000.0,22787000.0,5790000.0
Current Accrued Expenses,12210000.0,7068000.0,600000.0
Payables,14053000.0,15719000.0,5190000.0
Total Tax Payable,931000.0,1245000.0,0.0
Accounts Payable,13122000.0,14474000.0,5190000.0
Total Assets,47322000.0,228183000.0,26403000.0
Total Non Current Assets,9573000.0,172927000.0,2726000.0
Other Non Current Assets,4021000.0,167269000.0,
Non Current Prepaid Assets,,0.0,70000.0
Goodwill And Other Intangible Assets,,162032000.0,72000.0
Other Intangible Assets,,42610000.0,72000.0
Goodwill,,119422000.0,0.0
Net PPE,5552000.0,5658000.0,2584000.0
Accumulated Depreciation,-3611000.0,-2478000.0,-1852000.0
Gross PPE,9163000.0,8136000.0,4436000.0
Leases,708000.0,708000.0,0.0
Other Properties,1235000.0,2182000.0,826000.0
Machinery Furniture Equipment,7220000.0,5246000.0,3610000.0
Properties,0.0,0.0,0.0
Current Assets,37749000.0,55256000.0,23677000.0
Other Current Assets,1016000.0,978000.0,184000.0
Prepaid Assets,4801000.0,9093000.0,4771000.0
Inventory,3058000.0,13059000.0,4409000.0
Receivables,26281000.0,27717000.0,9037000.0
Accounts Receivable,26281000.0,27717000.0,9037000.0
Allowance For Doubtful Accounts Receivable,-9846000.0,-4812000.0,
Gross Accounts Receivable,36127000.0,32529000.0,
Cash Cash Equivalents And Short Term Investments,2593000.0,4409000.0,5276000.0
Cash And Cash Equivalents,2593000.0,4409000.0,5276000.0
