,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,14535136.0,13387636.0,13387636.0
Share Issued,14535136.0,13387636.0,13387636.0
Net Debt,38441000.0,3953000.0,
Total Debt,39955000.0,9797000.0,0.0
Tangible Book Value,-133579000.0,-95877000.0,-72618000.0
Invested Capital,-93755000.0,-86377000.0,-72618000.0
Working Capital,-43547000.0,-6236000.0,17136000.0
Net Tangible Assets,-133579000.0,-95877000.0,-72618000.0
Capital Lease Obligations,131000.0,297000.0,0.0
Common Stock Equity,-133579000.0,-95877000.0,-72618000.0
Total Capitalization,-133436000.0,-95877000.0,-72618000.0
Total Equity Gross Minority Interest,-133579000.0,-95877000.0,-72618000.0
Stockholders Equity,-133579000.0,-95877000.0,-72618000.0
Gains Losses Not Affecting Retained Earnings,17000.0,28000.0,4000.0
Other Equity Adjustments,17000.0,28000.0,4000.0
Retained Earnings,-135205000.0,-97059000.0,-73386000.0
Additional Paid In Capital,1608000.0,1153000.0,763000.0
Capital Stock,1000.0,1000.0,1000.0
Common Stock,1000.0,1000.0,1000.0
Total Liabilities Net Minority Interest,140404000.0,104574000.0,94062000.0
Total Non Current Liabilities Net Minority Interest,91672000.0,91606000.0,91474000.0
Other Non Current Liabilities,8000.0,3000.0,5000.0
Preferred Securities Outside Stock Equity,91469000.0,91469000.0,91469000.0
Long Term Debt And Capital Lease Obligation,195000.0,134000.0,0.0
Long Term Capital Lease Obligation,52000.0,134000.0,0.0
Long Term Debt,143000.0,,
Current Liabilities,48732000.0,12968000.0,2588000.0
Other Current Liabilities,78000.0,,
Current Debt And Capital Lease Obligation,39760000.0,9663000.0,
Current Capital Lease Obligation,79000.0,163000.0,0.0
Current Debt,39681000.0,9500000.0,
Other Current Borrowings,39681000.0,9500000.0,
Pensionand Other Post Retirement Benefit Plans Current,1566000.0,1229000.0,843000.0
Payables And Accrued Expenses,7328000.0,2076000.0,1745000.0
Current Accrued Expenses,3498000.0,1065000.0,1167000.0
Payables,3830000.0,1011000.0,578000.0
Accounts Payable,3830000.0,1011000.0,578000.0
Total Assets,6825000.0,8697000.0,21444000.0
Total Non Current Assets,1640000.0,1965000.0,1720000.0
Other Non Current Assets,23000.0,26000.0,22000.0
Net PPE,1617000.0,1939000.0,1698000.0
Accumulated Depreciation,-1777000.0,-1240000.0,-772000.0
Gross PPE,3394000.0,3179000.0,2470000.0
Leases,305000.0,303000.0,303000.0
Construction In Progress,54000.0,54000.0,28000.0
Other Properties,1982000.0,1845000.0,255000.0
Machinery Furniture Equipment,1053000.0,977000.0,1884000.0
Properties,0.0,0.0,0.0
Current Assets,5185000.0,6732000.0,19724000.0
Other Current Assets,177000.0,527000.0,241000.0
Prepaid Assets,232000.0,291000.0,263000.0
Inventory,3322000.0,367000.0,334000.0
Finished Goods,914000.0,367000.0,334000.0
Work In Process,197000.0,0.0,
Raw Materials,2211000.0,0.0,
Receivables,71000.0,0.0,33000.0
Accounts Receivable,71000.0,0.0,33000.0
Cash Cash Equivalents And Short Term Investments,1383000.0,5547000.0,18853000.0
Cash And Cash Equivalents,1383000.0,5547000.0,18853000.0
