,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Treasury Shares Number,2897507.0,2897507.0,2864698.0,2811446.0,
Ordinary Shares Number,10310719.0,10154307.0,10080220.0,9998307.0,
Share Issued,13208226.0,13051814.0,12944918.0,12809753.0,
Net Debt,7283000.0,10932000.0,,1351000.0,2296000.0
Total Debt,23837000.0,29990000.0,2641000.0,6407000.0,
Tangible Book Value,40803000.0,37829000.0,36022000.0,31577000.0,
Invested Capital,59713000.0,61888000.0,45801000.0,43829000.0,
Working Capital,44363000.0,47318000.0,34722000.0,28524000.0,
Net Tangible Assets,40803000.0,37829000.0,36022000.0,31577000.0,
Capital Lease Obligations,15725000.0,17316000.0,2641000.0,4443000.0,
Common Stock Equity,51601000.0,49214000.0,45801000.0,41865000.0,
Total Capitalization,59713000.0,61888000.0,45801000.0,41865000.0,
Total Equity Gross Minority Interest,51601000.0,49214000.0,45801000.0,41865000.0,
Stockholders Equity,51601000.0,49214000.0,45801000.0,41865000.0,
Treasury Stock,15821000.0,15821000.0,15614000.0,15202000.0,
Retained Earnings,9402000.0,7778000.0,5361000.0,2191000.0,
Additional Paid In Capital,57888000.0,57126000.0,55925000.0,54748000.0,
Capital Stock,132000.0,131000.0,129000.0,128000.0,
Common Stock,132000.0,131000.0,129000.0,128000.0,
Total Liabilities Net Minority Interest,31105000.0,41758000.0,14354000.0,16217000.0,
Total Non Current Liabilities Net Minority Interest,20644000.0,28701000.0,2568000.0,3271000.0,
Non Current Deferred Liabilities,394000.0,1138000.0,1759000.0,630000.0,
Non Current Deferred Taxes Liabilities,394000.0,1138000.0,1759000.0,630000.0,
Long Term Debt And Capital Lease Obligation,20250000.0,27563000.0,809000.0,2641000.0,
Long Term Capital Lease Obligation,12138000.0,14889000.0,809000.0,2641000.0,
Long Term Debt,8112000.0,12674000.0,,,2578000.0
Current Liabilities,10461000.0,13057000.0,11786000.0,12946000.0,
Current Debt And Capital Lease Obligation,3587000.0,2427000.0,1832000.0,3766000.0,
Current Capital Lease Obligation,3587000.0,2427000.0,1832000.0,1802000.0,
Current Debt,,,,1964000.0,
Other Current Borrowings,,,,1964000.0,
Payables And Accrued Expenses,6874000.0,10630000.0,9954000.0,9180000.0,
Current Accrued Expenses,1529000.0,2267000.0,2752000.0,2841000.0,
Payables,5345000.0,8363000.0,7202000.0,6339000.0,
Dividends Payable,843000.0,815000.0,827000.0,800000.0,
Accounts Payable,4502000.0,7548000.0,6375000.0,5539000.0,
Total Assets,82706000.0,90972000.0,60155000.0,58082000.0,
Total Non Current Assets,27882000.0,30597000.0,13647000.0,16612000.0,
Other Non Current Assets,202000.0,188000.0,88000.0,92000.0,
Non Current Deferred Assets,277000.0,0.0,0.0,706000.0,
Non Current Deferred Taxes Assets,277000.0,0.0,0.0,706000.0,
Goodwill And Other Intangible Assets,10798000.0,11385000.0,9779000.0,10288000.0,
Other Intangible Assets,2872000.0,3473000.0,2654000.0,3163000.0,
Goodwill,7926000.0,7912000.0,7125000.0,7125000.0,
Net PPE,16605000.0,19024000.0,3780000.0,5526000.0,
Accumulated Depreciation,-4376000.0,-3677000.0,-3198000.0,-2635000.0,
Gross PPE,20981000.0,22701000.0,6978000.0,8161000.0,
Leases,493000.0,473000.0,425000.0,425000.0,
Other Properties,14949000.0,17305000.0,2423000.0,4068000.0,
Machinery Furniture Equipment,5539000.0,4923000.0,4130000.0,3668000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,54824000.0,60375000.0,46508000.0,41470000.0,
Prepaid Assets,1883000.0,1614000.0,1031000.0,1184000.0,
Inventory,29709000.0,34211000.0,20653000.0,20335000.0,
Finished Goods,,34210000.0,20625000.0,19863000.0,17112000.0
Work In Process,,,0.0,19000.0,23000.0
Raw Materials,,1000.0,28000.0,453000.0,597000.0
Receivables,22403000.0,22808000.0,23226000.0,19338000.0,
Other Receivables,3819000.0,2068000.0,2133000.0,,731000.0
Accounts Receivable,18584000.0,20740000.0,21093000.0,19338000.0,
Allowance For Doubtful Accounts Receivable,-1486000.0,-1474000.0,-945000.0,-723000.0,
Gross Accounts Receivable,20070000.0,22214000.0,22038000.0,20061000.0,
Cash Cash Equivalents And Short Term Investments,829000.0,1742000.0,1598000.0,613000.0,
Cash And Cash Equivalents,829000.0,1742000.0,1598000.0,613000.0,
