,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,24292787.0,16048129.0,
Ordinary Shares Number,388754746.0,396176008.0,402725500.0
Share Issued,413047533.0,412224137.0,402725500.0
Net Debt,247000000.0,2000000.0,
Total Debt,256000000.0,3000000.0,461000000.0
Tangible Book Value,2076000000.0,2377000000.0,9558000000.0
Invested Capital,2332000000.0,2377000000.0,10332000000.0
Working Capital,-225000000.0,-1000000.0,-414000000.0
Net Tangible Assets,2076000000.0,2377000000.0,9558000000.0
Common Stock Equity,2076000000.0,2377000000.0,9871000000.0
Total Capitalization,2076000000.0,2377000000.0,9871000000.0
Total Equity Gross Minority Interest,2085000000.0,2377000000.0,14403000000.0
Minority Interest,9000000.0,0.0,4532000000.0
Stockholders Equity,2076000000.0,2377000000.0,9871000000.0
Other Equity Interest,,,9715000000.0
Gains Losses Not Affecting Retained Earnings,3000000.0,0.0,156000000.0
Other Equity Adjustments,3000000.0,153000000.0,156000000.0
Treasury Stock,649000000.0,330000000.0,
Retained Earnings,-35000000.0,19000000.0,0.0
Additional Paid In Capital,403000000.0,278000000.0,
Capital Stock,2354000000.0,2410000000.0,0.0
Common Stock,2354000000.0,2410000000.0,0.0
Total Liabilities Net Minority Interest,1120000000.0,784000000.0,11240000000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,700000000.0
Other Non Current Liabilities,,17000000.0,700000000.0
Non Current Deferred Liabilities,,17000000.0,700000000.0
Non Current Deferred Taxes Liabilities,,17000000.0,700000000.0
Current Liabilities,1120000000.0,784000000.0,10540000000.0
Current Debt And Capital Lease Obligation,256000000.0,3000000.0,461000000.0
Current Debt,256000000.0,3000000.0,461000000.0
Other Current Borrowings,,3000000.0,461000000.0
Line Of Credit,256000000.0,0.0,
Payables And Accrued Expenses,864000000.0,784000000.0,10079000000.0
Current Accrued Expenses,,991000000.0,1077000000.0
Payables,864000000.0,784000000.0,9002000000.0
Other Payable,,475000000.0,234000000.0
Dueto Related Parties Current,5000000.0,3000000.0,8207000000.0
Accounts Payable,859000000.0,781000000.0,561000000.0
Total Assets,3205000000.0,3161000000.0,25643000000.0
Total Non Current Assets,2310000000.0,2378000000.0,15517000000.0
Other Non Current Assets,40000000.0,739000000.0,2268000000.0
Non Current Deferred Assets,,739000000.0,2268000000.0
Investments And Advances,2270000000.0,2378000000.0,12888000000.0
Investmentin Financial Assets,,75000000.0,1323000000.0
Available For Sale Securities,,75000000.0,1323000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,75000000.0,1323000000.0
Long Term Equity Investment,2270000000.0,2378000000.0,11565000000.0
Investments In Other Ventures Under Equity Method,,1591000000.0,7775000000.0
Investmentsin Associatesat Cost,2270000000.0,2378000000.0,
Investmentsin Subsidiariesat Cost,,3940000000.0,3790000000.0
Goodwill And Other Intangible Assets,,308000000.0,313000000.0
Other Intangible Assets,,59000000.0,64000000.0
Goodwill,,249000000.0,249000000.0
Net PPE,,68000000.0,48000000.0
Current Assets,895000000.0,783000000.0,10126000000.0
Prepaid Assets,,61000000.0,40000000.0
Receivables,886000000.0,782000000.0,7592000000.0
Other Receivables,,123000000.0,158000000.0
Duefrom Related Parties Current,886000000.0,782000000.0,6732000000.0
Accrued Interest Receivable,,1271000000.0,676000000.0
Accounts Receivable,,245000000.0,26000000.0
Cash Cash Equivalents And Short Term Investments,9000000.0,1000000.0,2494000000.0
Cash And Cash Equivalents,9000000.0,1000000.0,2494000000.0
Cash Equivalents,,3273000000.0,12000000.0
Cash Financial,9000000.0,1000000.0,2482000000.0
