,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-8378678.0,-3435871.0,-1184102.0
Repurchase Of Capital Stock,0.0,-2294.0,0.0
Repayment Of Debt,-3201707.0,0.0,
Issuance Of Debt,1859980.0,2745974.0,1124299.0
Issuance Of Capital Stock,0.0,1064317.0,3194.0
Capital Expenditure,-30470.0,-7164.0,-7273.0
Interest Paid Supplemental Data,283526.0,92593.0,0.0
Income Tax Paid Supplemental Data,750000.0,0.0,0.0
End Cash Position,2912461.0,128149.0,12362.0
Beginning Cash Position,128149.0,12362.0,1150.0
Changes In Cash,2784312.0,115787.0,11212.0
Financing Cash Flow,11162990.0,3551658.0,1195314.0
Cash Flow From Continuing Financing Activities,11162990.0,3551658.0,1195314.0
Net Other Financing Charges,12463644.0,-402554.0,-166342.0
Proceeds From Stock Option Exercised,41073.0,146215.0,234163.0
Net Preferred Stock Issuance,0.0,1064317.0,0.0
Preferred Stock Issuance,0.0,1064317.0,0.0
Net Common Stock Issuance,0.0,-2294.0,3194.0
Common Stock Payments,0.0,-2294.0,0.0
Common Stock Issuance,,0.0,3194.0
Net Issuance Payments Of Debt,-1341727.0,2745974.0,1124299.0
Net Short Term Debt Issuance,-1341727.0,2745974.0,1124299.0
Short Term Debt Payments,-3201707.0,0.0,
Short Term Debt Issuance,1859980.0,2745974.0,1124299.0
Net Long Term Debt Issuance,,2745974.0,1124299.0
Long Term Debt Issuance,,2745974.0,1124299.0
Investing Cash Flow,-30470.0,-7164.0,-7273.0
Cash Flow From Continuing Investing Activities,-30470.0,-7164.0,-7273.0
Net PPE Purchase And Sale,-30470.0,-7164.0,-7273.0
Purchase Of PPE,-30470.0,-7164.0,-7273.0
Operating Cash Flow,-8348208.0,-3428707.0,-1176829.0
Cash Flow From Continuing Operating Activities,-8348208.0,-3428707.0,-1176829.0
Change In Working Capital,-3422254.0,2338501.0,952689.0
Change In Other Working Capital,,-124840.0,-115132.0
Change In Other Current Liabilities,-20989824.0,-124840.0,-115132.0
Change In Other Current Assets,18966528.0,-28175.0,500.0
Change In Payables And Accrued Expense,-534472.0,2546585.0,1057903.0
Change In Accrued Expense,460842.0,1486639.0,977583.0
Change In Interest Payable,-109379.0,1056849.0,715486.0
Change In Payable,-995314.0,1059946.0,80320.0
Change In Account Payable,-449873.0,1059946.0,80320.0
Change In Tax Payable,-545441.0,0.0,
Change In Income Tax Payable,-545441.0,0.0,
Change In Prepaid Assets,-659927.0,-55069.0,9418.0
Change In Receivables,-204559.0,0.0,
Other Non Cash Items,285513.0,2599797.0,1345417.0
Stock Based Compensation,667682.0,636368.0,246799.0
Depreciation Amortization Depletion,124788.0,242556.0,242124.0
Depreciation And Amortization,124788.0,242556.0,242124.0
Amortization Cash Flow,4515.0,4516.0,4516.0
Amortization Of Intangibles,4515.0,4516.0,4516.0
Depreciation,120273.0,238040.0,237608.0
Operating Gains Losses,9441150.0,-194595.0,2515065.0
Gain Loss On Investment Securities,9441150.0,-1259287.0,2515065.0
Net Income From Continuing Operations,-15445087.0,-9051334.0,-6478923.0
