,2024-04-30,2023-04-30,2022-04-30,2021-04-30,2020-04-30
Treasury Shares Number,1903415.0,1213998.0,836964.0,,
Ordinary Shares Number,12797865.0,13233151.0,13403326.0,14059440.0,
Share Issued,14701280.0,14447149.0,14240290.0,14059440.0,
Net Debt,,,5176000.0,,
Total Debt,34620000.0,29591000.0,49576000.0,26551000.0,
Tangible Book Value,137708000.0,139843000.0,139837000.0,160670000.0,
Invested Capital,177925000.0,196487000.0,227728000.0,279905000.0,
Working Capital,125991000.0,134618000.0,152800000.0,143489000.0,
Net Tangible Assets,137708000.0,139843000.0,139837000.0,160670000.0,
Capital Lease Obligations,34620000.0,24968000.0,24879000.0,26551000.0,
Common Stock Equity,177925000.0,191864000.0,203031000.0,279905000.0,
Total Capitalization,177925000.0,196487000.0,227728000.0,279905000.0,
Total Equity Gross Minority Interest,177925000.0,191864000.0,203031000.0,279905000.0,
Stockholders Equity,177925000.0,191864000.0,203031000.0,279905000.0,
Other Equity Interest,,,,,224098000.0
Treasury Stock,24574000.0,18559000.0,15025000.0,0.0,
Retained Earnings,-74623000.0,-62375000.0,-50351000.0,14529000.0,
Additional Paid In Capital,277107000.0,272784000.0,268393000.0,265362000.0,
Capital Stock,15000.0,14000.0,14000.0,14000.0,
Common Stock,15000.0,14000.0,14000.0,14000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,62672000.0,51723000.0,74809000.0,61358000.0,
Total Non Current Liabilities Net Minority Interest,33289000.0,28721000.0,47804000.0,25016000.0,
Other Non Current Liabilities,,34000.0,31000.0,236000.0,106000.0
Non Current Deferred Liabilities,,,,,0.0
Non Current Deferred Taxes Liabilities,,,,,0.0
Long Term Debt And Capital Lease Obligation,33289000.0,28687000.0,47773000.0,24780000.0,
Long Term Capital Lease Obligation,33289000.0,24064000.0,23076000.0,24780000.0,
Long Term Debt,,4623000.0,24697000.0,,
Current Liabilities,29383000.0,23002000.0,27005000.0,36342000.0,
Current Debt And Capital Lease Obligation,1331000.0,904000.0,1803000.0,1771000.0,
Current Capital Lease Obligation,1331000.0,904000.0,1803000.0,1771000.0,
Pensionand Other Post Retirement Benefit Plans Current,499000.0,568000.0,312000.0,153000.0,
Payables And Accrued Expenses,27553000.0,21530000.0,24890000.0,34418000.0,
Current Accrued Expenses,13034000.0,9640000.0,10609000.0,17345000.0,
Payables,14519000.0,11890000.0,14281000.0,17073000.0,
Total Tax Payable,321000.0,346000.0,718000.0,1052000.0,
Income Tax Payable,,,,,0.0
Accounts Payable,14198000.0,11544000.0,13563000.0,16021000.0,
Total Assets,240597000.0,243587000.0,277840000.0,341263000.0,
Total Non Current Assets,85223000.0,85967000.0,98035000.0,161432000.0,
Other Non Current Assets,404000.0,260000.0,336000.0,424000.0,
Non Current Deferred Assets,,,0.0,6683000.0,3580000.0
Non Current Deferred Taxes Assets,,,0.0,6683000.0,3580000.0
Goodwill And Other Intangible Assets,40217000.0,52021000.0,63194000.0,119235000.0,
Other Intangible Assets,40217000.0,52021000.0,63194000.0,54920000.0,
Goodwill,,,0.0,64315000.0,64315000.0
Net PPE,44602000.0,33686000.0,34505000.0,35090000.0,
Accumulated Depreciation,-17575000.0,-14030000.0,-16226000.0,-10454000.0,
Gross PPE,62177000.0,47716000.0,50731000.0,45544000.0,
Leases,762000.0,316000.0,2364000.0,2273000.0,
Construction In Progress,1035000.0,858000.0,1133000.0,1784000.0,
Other Properties,37540000.0,26999000.0,27475000.0,25375000.0,
Machinery Furniture Equipment,22840000.0,19543000.0,19759000.0,16112000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,155374000.0,157620000.0,179805000.0,179831000.0,
Other Current Assets,6410000.0,7839000.0,8491000.0,7098000.0,
Current Deferred Assets,,,,,3580000.0
Current Deferred Taxes Assets,,,,,3580000.0
Prepaid Assets,,,8491000.0,7098000.0,3244000.0
Inventory,93315000.0,99734000.0,121683000.0,74296000.0,
Finished Goods,86281000.0,93724000.0,115003000.0,67094000.0,
Work In Process,75000.0,66000.0,194000.0,445000.0,
Raw Materials,6959000.0,5944000.0,6486000.0,6757000.0,
Receivables,25951000.0,28097000.0,30110000.0,37636000.0,
Taxes Receivable,223000.0,1251000.0,1231000.0,149000.0,
Accounts Receivable,25728000.0,26846000.0,28879000.0,37487000.0,
Allowance For Doubtful Accounts Receivable,-133000.0,-125000.0,-129000.0,-119000.0,
Gross Accounts Receivable,25861000.0,26971000.0,29008000.0,37606000.0,
Cash Cash Equivalents And Short Term Investments,29698000.0,21950000.0,19521000.0,60801000.0,
Cash And Cash Equivalents,29698000.0,21950000.0,19521000.0,60801000.0,
