,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Treasury Shares Number,,0.0,,,
Preferred Shares Number,,1600000.0,1600000.0,1600000.0,
Ordinary Shares Number,,52109950.0,24817382.0,23261845.0,17432096.0
Share Issued,,52109950.0,24817382.0,23261845.0,17432096.0
Net Debt,237203930.0,104978494.0,86839580.0,118000000.0,
Total Debt,240000000.0,105000000.0,88000000.0,118000000.0,
Tangible Book Value,819803042.0,339844215.0,166650286.0,243077385.0,
Invested Capital,1059803042.0,444844215.0,254650286.0,361077385.0,
Net Tangible Assets,819803042.0,339844215.0,166650286.0,243077385.0,
Common Stock Equity,819803042.0,339844215.0,166650286.0,243077385.0,
Preferred Stock Equity,,,,40000000.0,
Total Capitalization,1059803042.0,444844215.0,254650286.0,361077385.0,
Total Equity Gross Minority Interest,819803042.0,339844215.0,166650286.0,243077385.0,
Stockholders Equity,819803042.0,339844215.0,166650286.0,243077385.0,
Retained Earnings,-425551097.0,-280243178.0,-156067584.0,-67605247.0,
Additional Paid In Capital,1245228668.0,620035283.0,322693053.0,310659370.0,
Capital Stock,125471.0,52110.0,24817.0,23262.0,
Common Stock,125471.0,52110.0,24817.0,23262.0,
Preferred Stock,,,,40000000.0,
Total Liabilities Net Minority Interest,317485552.0,146225220.0,134024663.0,166058433.0,
Preferred Securities Outside Stock Equity,40000000.0,40000000.0,40000000.0,40000000.0,
Derivative Product Liabilities,241884.0,20105.0,1332378.0,42073.0,
Long Term Debt And Capital Lease Obligation,240000000.0,105000000.0,88000000.0,118000000.0,
Payables,36809629.0,657169.0,4444073.0,7838540.0,
Other Payable,1188193.0,482167.0,347337.0,989311.0,
Accounts Payable,35621436.0,175002.0,4096736.0,6849229.0,
Total Assets,1137288594.0,486069435.0,300674949.0,409135818.0,
Investments And Advances,1110839949.0,475527799.0,293042504.0,399695526.0,
Investmentin Financial Assets,1110839949.0,475527799.0,293042504.0,399695526.0,
Available For Sale Securities,62641260.0,13611934.0,13216294.0,15760217.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,1041707582.0,461293917.0,279604732.0,382461365.0,
Prepaid Assets,105101.0,141172.0,112650.0,78753.0,
Receivables,23547474.0,10378958.0,6359375.0,9361539.0,
Cash And Cash Equivalents,2796070.0,21506.0,1160420.0,,1593990.0
Cash Financial,2796070.0,21506.0,1160420.0,,1593990.0
Cash Cash Equivalents And Federal Funds Sold,2796070.0,21506.0,1160420.0,,1593990.0
