,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Tax Effect Of Unusual Items,-481914.0,-29495952.0,0.0,-40128.0,
Tax Rate For Calcs,0.246,0.306,0.115,0.114,
Normalized EBITDA,415102000.0,423231000.0,431672000.0,293738000.0,
Total Unusual Items,-1959000.0,-96392000.0,0.0,-352000.0,
Total Unusual Items Excluding Goodwill,-1959000.0,-96392000.0,0.0,-352000.0,
Net Income From Continuing Operation Net Minority Interest,274572000.0,176703000.0,326355000.0,217344000.0,
Reconciled Depreciation,48292000.0,71202000.0,62061000.0,47083000.0,
Reconciled Cost Of Revenue,872818000.0,940638000.0,857819000.0,661929000.0,
EBITDA,413143000.0,326839000.0,431672000.0,293386000.0,
EBIT,364851000.0,255637000.0,369611000.0,246303000.0,
Net Interest Income,20578000.0,9087000.0,615000.0,5224000.0,
Interest Expense,915000.0,898000.0,948000.0,1057000.0,
Interest Income,21493000.0,9985000.0,1563000.0,6281000.0,
Normalized Income,276049086.0,243599048.0,326355000.0,217655872.0,
Net Income From Continuing And Discontinued Operation,274572000.0,176703000.0,326355000.0,217344000.0,
Total Expenses,1443465000.0,1552194000.0,1415122000.0,1131696000.0,
Total Operating Income As Reported,343466000.0,249031000.0,366338000.0,237182000.0,
Diluted Average Shares,56021000.0,57226000.0,59143000.0,60060000.0,
Basic Average Shares,54290000.0,55614000.0,57278000.0,58106000.0,
Diluted EPS,4.9,3.09,5.52,3.62,
Basic EPS,5.06,3.18,5.7,3.74,
Diluted NI Availto Com Stockholders,274572000.0,176703000.0,326355000.0,217344000.0,
Net Income Common Stockholders,274572000.0,176703000.0,326355000.0,217344000.0,
Net Income,274572000.0,176703000.0,326355000.0,217344000.0,
Net Income Including Noncontrolling Interests,274572000.0,176703000.0,326355000.0,217344000.0,
Net Income Continuous Operations,274572000.0,176703000.0,326355000.0,217344000.0,
Tax Provision,89364000.0,78036000.0,42308000.0,27902000.0,
Pretax Income,363936000.0,254739000.0,368663000.0,245246000.0,
Other Income Expense,-2067000.0,-99771000.0,1710000.0,2488000.0,
Other Non Operating Income Expenses,-108000.0,-3379000.0,1710000.0,2840000.0,
Special Income Charges,-1959000.0,-96392000.0,0.0,-352000.0,
Gain On Sale Of Ppe,,,,0.0,0.0
Impairment Of Capital Assets,0.0,85760000.0,0.0,352000.0,
Restructuring And Mergern Acquisition,1959000.0,10632000.0,0.0,352000.0,
Net Non Operating Interest Income Expense,20578000.0,9087000.0,615000.0,5224000.0,
Interest Expense Non Operating,915000.0,898000.0,948000.0,1057000.0,
Interest Income Non Operating,21493000.0,9985000.0,1563000.0,6281000.0,
Operating Income,345425000.0,345423000.0,366338000.0,237534000.0,
Operating Expense,570647000.0,611556000.0,557303000.0,469767000.0,
Research And Development,426475000.0,458412000.0,406307000.0,342759000.0,
Selling General And Administration,144172000.0,153144000.0,150996000.0,127008000.0,
Gross Profit,916072000.0,956979000.0,923641000.0,707301000.0,
Cost Of Revenue,872818000.0,940638000.0,857819000.0,661929000.0,
Total Revenue,1788890000.0,1897617000.0,1781460000.0,1369230000.0,
Operating Revenue,1788890000.0,1897617000.0,1781460000.0,1369230000.0,
