,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,924504.0,918471.0,1123319.0
Ordinary Shares Number,10160599.0,10166632.0,9176681.0
Share Issued,11085103.0,11085103.0,10300000.0
Net Debt,68032000.0,65907000.0,60259000.0
Total Debt,105342000.0,105202000.0,95064000.0
Tangible Book Value,112869000.0,84571000.0,67514000.0
Invested Capital,203731000.0,179518000.0,140790000.0
Working Capital,136897000.0,109490000.0,95833000.0
Net Tangible Assets,112869000.0,84571000.0,67514000.0
Capital Lease Obligations,33406000.0,34810000.0,33694000.0
Common Stock Equity,134259000.0,111590000.0,80295000.0
Total Capitalization,203344000.0,179518000.0,140790000.0
Total Equity Gross Minority Interest,134259000.0,111590000.0,80295000.0
Stockholders Equity,134259000.0,111590000.0,80295000.0
Treasury Stock,8993000.0,8633000.0,10559000.0
Retained Earnings,85146000.0,63080000.0,42835000.0
Additional Paid In Capital,47021000.0,46058000.0,37719000.0
Capital Stock,11085000.0,11085000.0,10300000.0
Common Stock,11085000.0,11085000.0,10300000.0
Total Liabilities Net Minority Interest,134784000.0,154412000.0,126689000.0
Total Non Current Liabilities Net Minority Interest,101306000.0,103923000.0,95639000.0
Other Non Current Liabilities,68000.0,89000.0,379000.0
Non Current Deferred Liabilities,0.0,2433000.0,1957000.0
Non Current Deferred Taxes Liabilities,0.0,2433000.0,1957000.0
Long Term Debt And Capital Lease Obligation,101196000.0,101401000.0,93303000.0
Long Term Capital Lease Obligation,32111000.0,33473000.0,32808000.0
Long Term Debt,69085000.0,67928000.0,60495000.0
Current Liabilities,33478000.0,50489000.0,31050000.0
Other Current Liabilities,,1961000.0,3479000.0
Current Deferred Liabilities,98000.0,441000.0,298000.0
Current Deferred Revenue,98000.0,441000.0,298000.0
Current Debt And Capital Lease Obligation,4146000.0,3801000.0,1761000.0
Current Capital Lease Obligation,1295000.0,1337000.0,886000.0
Current Debt,387000.0,,
Other Current Borrowings,387000.0,,
Pensionand Other Post Retirement Benefit Plans Current,383000.0,333000.0,238000.0
Current Provisions,29000.0,40000.0,233000.0
Payables And Accrued Expenses,19113000.0,43913000.0,25041000.0
Current Accrued Expenses,4155000.0,7492000.0,5176000.0
Payables,14958000.0,36421000.0,19865000.0
Total Tax Payable,844000.0,4101000.0,133000.0
Income Tax Payable,0.0,3212000.0,0.0
Accounts Payable,14114000.0,32320000.0,19732000.0
Total Assets,269043000.0,266002000.0,206984000.0
Total Non Current Assets,98668000.0,106023000.0,80101000.0
Other Non Current Assets,11046000.0,4171000.0,
Non Current Deferred Assets,1556000.0,302000.0,455000.0
Non Current Deferred Taxes Assets,1353000.0,0.0,
Goodwill And Other Intangible Assets,21390000.0,27019000.0,12781000.0
Other Intangible Assets,10001000.0,14382000.0,11426000.0
Goodwill,11389000.0,12637000.0,1355000.0
Net PPE,64676000.0,74531000.0,66865000.0
Accumulated Depreciation,-70100000.0,-73724000.0,-71054000.0
Gross PPE,134776000.0,148255000.0,137919000.0
Leases,3495000.0,4641000.0,2939000.0
Construction In Progress,1657000.0,1900000.0,2772000.0
Other Properties,29142000.0,30811000.0,31769000.0
Machinery Furniture Equipment,98225000.0,110127000.0,100352000.0
Buildings And Improvements,1534000.0,53000.0,84000.0
Land And Improvements,723000.0,723000.0,3000.0
Current Assets,170375000.0,159979000.0,126883000.0
Other Current Assets,7770000.0,3728000.0,13384000.0
Assets Held For Sale Current,60292000.0,855000.0,0.0
Prepaid Assets,,3728000.0,13384000.0
Inventory,67671000.0,103249000.0,85080000.0
Finished Goods,23455000.0,29811000.0,28779000.0
Work In Process,10811000.0,24990000.0,20304000.0
Raw Materials,33405000.0,48448000.0,35997000.0
Receivables,33202000.0,50126000.0,28183000.0
Accounts Receivable,33202000.0,50126000.0,28183000.0
Allowance For Doubtful Accounts Receivable,-643000.0,-216000.0,-5000000.0
Gross Accounts Receivable,33845000.0,50342000.0,33183000.0
Cash Cash Equivalents And Short Term Investments,1440000.0,2021000.0,236000.0
Cash And Cash Equivalents,1440000.0,2021000.0,236000.0
