,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.199424,0.371573,0.21,0.27,
Normalized EBITDA,7456000.0,3021000.0,-614000.0,9428000.0,
Net Income From Continuing Operation Net Minority Interest,7780000.0,2109000.0,-2441000.0,6959000.0,
Reconciled Depreciation,1485000.0,1632000.0,1524000.0,2089000.0,
Reconciled Cost Of Revenue,27592000.0,27315000.0,24537000.0,19267000.0,
EBITDA,7456000.0,3021000.0,-614000.0,9428000.0,
EBIT,5971000.0,1389000.0,-2138000.0,7339000.0,
Net Interest Income,3798000.0,2401000.0,94000.0,13000.0,
Interest Income,3798000.0,2401000.0,94000.0,13000.0,
Normalized Income,7780000.0,2109000.0,-2441000.0,6959000.0,
Net Income From Continuing And Discontinued Operation,7780000.0,2109000.0,-2441000.0,6959000.0,
Total Expenses,86832000.0,96622000.0,94089000.0,70948000.0,
Total Operating Income As Reported,5971000.0,1389000.0,-2138000.0,7339000.0,
Diluted Average Shares,31468000.0,32799000.0,31553000.0,32597000.0,
Basic Average Shares,30840000.0,31959000.0,31553000.0,31007000.0,
Diluted EPS,0.25,0.06,-0.08,0.21,
Basic EPS,0.25,0.07,-0.08,0.22,
Diluted NI Availto Com Stockholders,7780000.0,2109000.0,-2441000.0,6959000.0,
Net Income Common Stockholders,7780000.0,2109000.0,-2441000.0,6959000.0,
Net Income,7780000.0,2109000.0,-2441000.0,6959000.0,
Net Income Including Noncontrolling Interests,7780000.0,2109000.0,-2441000.0,6959000.0,
Net Income Continuous Operations,7780000.0,2109000.0,-2441000.0,6959000.0,
Tax Provision,1938000.0,1247000.0,1235000.0,-166000.0,
Pretax Income,9718000.0,3356000.0,-1206000.0,6793000.0,
Other Income Expense,-51000.0,-434000.0,838000.0,-559000.0,
Other Non Operating Income Expenses,-51000.0,-434000.0,838000.0,-559000.0,
Net Non Operating Interest Income Expense,3798000.0,2401000.0,94000.0,13000.0,
Total Other Finance Cost,,,,,-395000.0
Interest Income Non Operating,3798000.0,2401000.0,94000.0,13000.0,
Operating Income,5971000.0,1389000.0,-2138000.0,7339000.0,
Operating Expense,59240000.0,69307000.0,69552000.0,51681000.0,
Research And Development,26626000.0,27300000.0,24387000.0,17933000.0,
Selling General And Administration,32614000.0,42007000.0,45165000.0,33748000.0,
Selling And Marketing Expense,22115000.0,31707000.0,33746000.0,25999000.0,
General And Administrative Expense,10499000.0,10300000.0,11419000.0,7749000.0,
Other Gand A,10499000.0,10300000.0,11419000.0,7749000.0,
Gross Profit,65211000.0,70696000.0,67414000.0,59020000.0,
Cost Of Revenue,27592000.0,27315000.0,24537000.0,19267000.0,
Total Revenue,92803000.0,98011000.0,91951000.0,78287000.0,
Operating Revenue,92803000.0,98011000.0,91951000.0,78287000.0,
