,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,40345212.0,39618639.0,38826982.0,38331061.0,
Ordinary Shares Number,263939983.0,261450373.0,258728942.0,255998119.0,
Share Issued,304285195.0,301069012.0,297555924.0,294329180.0,
Net Debt,4598974000.0,4714606000.0,7081455000.0,6919676000.0,
Total Debt,5566632000.0,6938836000.0,7785388000.0,7833925000.0,
Tangible Book Value,-3587707000.0,-2867473000.0,-4798731000.0,-4975697000.0,
Invested Capital,8310431000.0,10354412000.0,10440547000.0,10175139000.0,
Working Capital,-807648000.0,190060000.0,6104000.0,41422000.0,
Net Tangible Assets,-3587707000.0,-2867473000.0,-4798731000.0,-4975697000.0,
Capital Lease Obligations,295175000.0,297142000.0,374481000.0,381658000.0,
Common Stock Equity,3038974000.0,3712718000.0,3029640000.0,2722872000.0,
Total Capitalization,7346145000.0,8811380000.0,10375500000.0,10116289000.0,
Total Equity Gross Minority Interest,3046468000.0,3720942000.0,3038480000.0,2731922000.0,
Minority Interest,7494000.0,8224000.0,8840000.0,9050000.0,
Stockholders Equity,3038974000.0,3712718000.0,3029640000.0,2722872000.0,
Gains Losses Not Affecting Retained Earnings,-132457000.0,-98237000.0,-111571000.0,-208011000.0,
Other Equity Adjustments,-132457000.0,-98237000.0,-111571000.0,-208011000.0,
Treasury Stock,1003253000.0,981834000.0,950515000.0,932671000.0,
Retained Earnings,239709000.0,964158000.0,406784000.0,327557000.0,
Additional Paid In Capital,3931932000.0,3825620000.0,3681966000.0,3533054000.0,
Capital Stock,3043000.0,3011000.0,2976000.0,2943000.0,
Common Stock,3043000.0,3011000.0,2976000.0,2943000.0,
Total Liabilities Net Minority Interest,9627903000.0,13150299000.0,12043956000.0,11644242000.0,
Total Non Current Liabilities Net Minority Interest,5413693000.0,8120332000.0,8758070000.0,8786809000.0,
Other Non Current Liabilities,118587000.0,134023000.0,240601000.0,276129000.0,
Liabilities Heldfor Sale Non Current,0.0,1861735000.0,,,
Preferred Securities Outside Stock Equity,,,,9050000.0,9988000.0
Derivative Product Liabilities,,,0.0,65012000.0,116882000.0
Employee Benefits,146016000.0,157214000.0,152879000.0,142427000.0,
Non Current Pension And Other Postretirement Benefit Plans,10249000.0,9573000.0,11775000.0,16113000.0,
Non Current Deferred Liabilities,600907000.0,622827000.0,713107000.0,595446000.0,
Non Current Deferred Taxes Liabilities,375378000.0,410935000.0,501404000.0,383224000.0,
Long Term Debt And Capital Lease Obligation,4548183000.0,5344533000.0,7651483000.0,7707795000.0,
Long Term Capital Lease Obligation,241012000.0,245871000.0,305623000.0,314378000.0,
Long Term Debt,4307171000.0,5098662000.0,7345860000.0,7393417000.0,
Current Liabilities,4214210000.0,5029967000.0,3285886000.0,2857433000.0,
Other Current Liabilities,,395524000.0,,,
Current Deferred Liabilities,370800000.0,350200000.0,346954000.0,340587000.0,
Current Deferred Revenue,370800000.0,350200000.0,346954000.0,340587000.0,
Current Debt And Capital Lease Obligation,1018449000.0,1594303000.0,133905000.0,126130000.0,
Current Capital Lease Obligation,54163000.0,51271000.0,68858000.0,67280000.0,
Current Debt,964286000.0,1543032000.0,65047000.0,58850000.0,
Other Current Borrowings,964286000.0,1543032000.0,65047000.0,58850000.0,
Payables And Accrued Expenses,2824961000.0,2689940000.0,2805027000.0,2390716000.0,
Current Accrued Expenses,1363749000.0,1338197000.0,1423103000.0,1413216000.0,
Interest Payable,160133000.0,186783000.0,184676000.0,167323000.0,
Payables,1461212000.0,1351743000.0,1381924000.0,977500000.0,
Total Tax Payable,67205000.0,79884000.0,58988000.0,58410000.0,
Accounts Payable,1394007000.0,1271859000.0,1322936000.0,919090000.0,
Total Assets,12674371000.0,16871241000.0,15082436000.0,14376164000.0,
Total Non Current Assets,9267809000.0,11651214000.0,11790446000.0,11477309000.0,
Other Non Current Assets,150574000.0,2652738000.0,298768000.0,281188000.0,
Non Current Prepaid Assets,,,,,0.0
Non Current Deferred Assets,80441000.0,92458000.0,457487000.0,433974000.0,
Non Current Accounts Receivable,35772000.0,22560000.0,26412000.0,31832000.0,
Financial Assets,41158000.0,147458000.0,149755000.0,0.0,
Investments And Advances,121331000.0,157568000.0,405463000.0,405498000.0,
Other Investments,121331000.0,157568000.0,405463000.0,405498000.0,
Long Term Equity Investment,,,,405498000.0,262609000.0
Goodwill And Other Intangible Assets,6626681000.0,6580191000.0,7828371000.0,7698569000.0,
Other Intangible Assets,1949480000.0,1964205000.0,2313247000.0,2211272000.0,
Goodwill,4677201000.0,4615986000.0,5515124000.0,5487297000.0,
Net PPE,2211852000.0,1998241000.0,2624190000.0,2626248000.0,
Accumulated Depreciation,-2740365000.0,-2650429000.0,-3485025000.0,-3300845000.0,
Gross PPE,4952217000.0,4648670000.0,6109215000.0,5927093000.0,
Other Properties,638659000.0,572268000.0,592145000.0,587854000.0,
Machinery Furniture Equipment,3754357000.0,3575516000.0,4481711000.0,4355699000.0,
Properties,559201000.0,500886000.0,1035359000.0,983540000.0,
Current Assets,3406562000.0,5220027000.0,3291990000.0,2898855000.0,
Assets Held For Sale Current,0.0,620931000.0,,,
Prepaid Assets,203379000.0,176607000.0,262195000.0,204987000.0,
Inventory,387601000.0,403707000.0,552386000.0,412676000.0,
Receivables,2100757000.0,1980980000.0,2147957000.0,1748601000.0,
Taxes Receivable,3829000.0,10198000.0,,,
Accounts Receivable,2096928000.0,1970782000.0,2147957000.0,1748601000.0,
Allowance For Doubtful Accounts Receivable,-34259000.0,-31506000.0,-56388000.0,-79644000.0,
Gross Accounts Receivable,2131187000.0,2002288000.0,2204345000.0,1828245000.0,
Cash Cash Equivalents And Short Term Investments,714825000.0,2037802000.0,329452000.0,532591000.0,
Other Short Term Investments,42342000.0,110714000.0,,,
Cash And Cash Equivalents,672483000.0,1927088000.0,329452000.0,532591000.0,
