,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,13400000.0,13000000.0,12700000.0,287000.0,
Ordinary Shares Number,94800000.0,93600000.0,93000000.0,105201762.0,
Share Issued,108200000.0,106600000.0,105700000.0,105488762.0,
Net Debt,662100000.0,821100000.0,1322600000.0,1017300000.0,
Total Debt,927000000.0,1002000000.0,1430800000.0,1217200000.0,
Tangible Book Value,-836200000.0,-910400000.0,-966300000.0,-805700000.0,
Invested Capital,2077800000.0,2131400000.0,2559500000.0,2483700000.0,
Working Capital,236800000.0,275400000.0,188700000.0,214700000.0,
Net Tangible Assets,-329100000.0,-412200000.0,-966300000.0,-805700000.0,
Capital Lease Obligations,124500000.0,113900000.0,88100000.0,76200000.0,
Common Stock Equity,1275300000.0,1243300000.0,1216800000.0,1342700000.0,
Preferred Stock Equity,507100000.0,498200000.0,,,
Total Capitalization,2584900000.0,2629600000.0,2547500000.0,2473300000.0,
Total Equity Gross Minority Interest,1782400000.0,1741500000.0,1216800000.0,1342700000.0,
Stockholders Equity,1782400000.0,1741500000.0,1216800000.0,1342700000.0,
Gains Losses Not Affecting Retained Earnings,-1500000.0,17100000.0,2000000.0,-1500000.0,
Other Equity Adjustments,-1500000.0,17100000.0,2000000.0,,
Treasury Stock,173500000.0,170400000.0,168200000.0,4400000.0,
Retained Earnings,-68900000.0,-135300000.0,-127600000.0,-141600000.0,
Additional Paid In Capital,1518100000.0,1530800000.0,1509500000.0,1489100000.0,
Capital Stock,508200000.0,499300000.0,1100000.0,1100000.0,
Common Stock,1100000.0,1100000.0,1100000.0,1100000.0,
Preferred Stock,507100000.0,498200000.0,0.0,0.0,
Total Liabilities Net Minority Interest,1609400000.0,1610700000.0,2088700000.0,1894900000.0,
Total Non Current Liabilities Net Minority Interest,1066100000.0,1144000000.0,1600300000.0,1398800000.0,
Other Non Current Liabilities,44300000.0,34600000.0,38600000.0,38700000.0,
Preferred Securities Outside Stock Equity,,498200000.0,0.0,,
Non Current Deferred Liabilities,43900000.0,51100000.0,68600000.0,70800000.0,
Non Current Deferred Taxes Liabilities,43900000.0,51100000.0,68600000.0,70800000.0,
Long Term Debt And Capital Lease Obligation,865100000.0,953200000.0,1392000000.0,1184800000.0,
Long Term Capital Lease Obligation,62600000.0,65100000.0,61300000.0,54200000.0,
Long Term Debt,802500000.0,888100000.0,1330700000.0,1130600000.0,
Long Term Provisions,112800000.0,105100000.0,101100000.0,104500000.0,
Current Liabilities,543300000.0,466700000.0,488400000.0,496100000.0,
Current Deferred Liabilities,83800000.0,68200000.0,59300000.0,48200000.0,
Current Deferred Revenue,83800000.0,68200000.0,59300000.0,48200000.0,
Current Debt And Capital Lease Obligation,61900000.0,48800000.0,38800000.0,32400000.0,
Current Capital Lease Obligation,61900000.0,48800000.0,26800000.0,22000000.0,
Current Debt,,,12000000.0,10400000.0,12300000.0
Other Current Borrowings,,,12000000.0,10400000.0,12300000.0
Current Provisions,52800000.0,54800000.0,45600000.0,50200000.0,
Payables And Accrued Expenses,344800000.0,294900000.0,344700000.0,365300000.0,
Current Accrued Expenses,200700000.0,158700000.0,193500000.0,220900000.0,
Payables,144100000.0,136200000.0,151200000.0,144400000.0,
Accounts Payable,144100000.0,136200000.0,151200000.0,144400000.0,
Total Assets,3391800000.0,3352200000.0,3305500000.0,3237600000.0,
Total Non Current Assets,2611700000.0,2610100000.0,2628400000.0,2526800000.0,
Other Non Current Assets,27000000.0,55100000.0,35400000.0,44500000.0,
Goodwill And Other Intangible Assets,2111500000.0,2153700000.0,2183100000.0,2148400000.0,
Other Intangible Assets,95800000.0,132300000.0,174300000.0,197600000.0,
Goodwill,2015700000.0,2021400000.0,2008800000.0,1950800000.0,
Net PPE,473200000.0,401300000.0,409900000.0,333900000.0,
Accumulated Depreciation,-542600000.0,-542200000.0,-484300000.0,-422300000.0,
Gross PPE,1015800000.0,943500000.0,894200000.0,756200000.0,
Construction In Progress,4900000.0,7700000.0,5700000.0,4100000.0,
Other Properties,469600000.0,424900000.0,384000000.0,308600000.0,
Machinery Furniture Equipment,451700000.0,420600000.0,414900000.0,362700000.0,
Buildings And Improvements,46700000.0,45600000.0,46300000.0,38600000.0,
Land And Improvements,42900000.0,44700000.0,43300000.0,42200000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,780100000.0,742100000.0,677100000.0,710800000.0,
Other Current Assets,86700000.0,89300000.0,129200000.0,97000000.0,
Inventory,,,,,6500000.0
Finished Goods,,,,,0.0
Work In Process,,,,,0.0
Raw Materials,,,,,6500000.0
Receivables,553000000.0,585800000.0,527800000.0,490100000.0,
Other Receivables,137800000.0,143500000.0,130200000.0,111200000.0,
Accounts Receivable,415200000.0,442300000.0,397600000.0,378900000.0,
Allowance For Doubtful Accounts Receivable,-10000000.0,-5100000.0,-4000000.0,-3200000.0,
Gross Accounts Receivable,425200000.0,447400000.0,401600000.0,382100000.0,
Cash Cash Equivalents And Short Term Investments,140400000.0,67000000.0,20100000.0,123700000.0,
Cash And Cash Equivalents,140400000.0,67000000.0,20100000.0,123700000.0,
