,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,419000.0,419000.0,419000.0,419000.0,
Ordinary Shares Number,36404000.0,35865418.0,35315000.0,34825000.0,
Share Issued,36823000.0,36284418.0,35734000.0,35244000.0,
Total Debt,41749000.0,44740000.0,53594000.0,55733000.0,
Tangible Book Value,358394000.0,217333000.0,169338000.0,188311000.0,
Invested Capital,519290000.0,297312000.0,265546000.0,297381000.0,
Working Capital,272122000.0,202591000.0,140125000.0,105953000.0,
Net Tangible Assets,358394000.0,217333000.0,169338000.0,188311000.0,
Capital Lease Obligations,41749000.0,44740000.0,53594000.0,55733000.0,
Common Stock Equity,519290000.0,297312000.0,265546000.0,297381000.0,
Total Capitalization,519290000.0,297312000.0,265546000.0,297381000.0,
Total Equity Gross Minority Interest,519290000.0,297312000.0,265546000.0,297381000.0,
Stockholders Equity,519290000.0,297312000.0,265546000.0,297381000.0,
Gains Losses Not Affecting Retained Earnings,173000.0,99000.0,-1684000.0,-194000.0,
Other Equity Adjustments,173000.0,99000.0,-1684000.0,-194000.0,
Treasury Stock,25756000.0,25756000.0,25756000.0,25756000.0,
Retained Earnings,290048000.0,85980000.0,83278000.0,151397000.0,
Additional Paid In Capital,254821000.0,236985000.0,209704000.0,171930000.0,
Capital Stock,4000.0,4000.0,4000.0,4000.0,
Common Stock,4000.0,4000.0,4000.0,4000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,107388000.0,111577000.0,115671000.0,110636000.0,
Total Non Current Liabilities Net Minority Interest,44108000.0,41811000.0,54328000.0,57994000.0,
Other Non Current Liabilities,6632000.0,697000.0,4091000.0,2261000.0,
Employee Benefits,,,,583000.0,0.0
Non Current Accrued Expenses,,,,583000.0,0.0
Non Current Deferred Liabilities,0.0,697000.0,,1678000.0,13609000.0
Non Current Deferred Taxes Liabilities,0.0,697000.0,,1678000.0,13609000.0
Long Term Debt And Capital Lease Obligation,37476000.0,41114000.0,50237000.0,55733000.0,
Long Term Capital Lease Obligation,37476000.0,41114000.0,50237000.0,55733000.0,
Current Liabilities,63280000.0,69766000.0,61343000.0,52642000.0,
Other Current Liabilities,7906000.0,3535000.0,2871000.0,7589000.0,
Current Deferred Liabilities,,,,2512000.0,2262000.0
Current Deferred Revenue,,,,2512000.0,2262000.0
Current Debt And Capital Lease Obligation,4273000.0,3626000.0,3357000.0,,
Current Capital Lease Obligation,4273000.0,3626000.0,3357000.0,,
Pensionand Other Post Retirement Benefit Plans Current,17092000.0,15893000.0,14302000.0,13101000.0,
Current Provisions,3908000.0,4174000.0,2665000.0,,
Payables And Accrued Expenses,30101000.0,42538000.0,38148000.0,45053000.0,
Current Accrued Expenses,27723000.0,41397000.0,35675000.0,43349000.0,
Payables,2378000.0,1141000.0,2473000.0,1704000.0,
Total Tax Payable,,,,1309000.0,10152000.0
Income Tax Payable,,,,136000.0,9095000.0
Accounts Payable,2378000.0,1141000.0,2473000.0,1704000.0,
Total Assets,626678000.0,408889000.0,381217000.0,408017000.0,
Total Non Current Assets,291276000.0,136532000.0,179749000.0,249422000.0,
Other Non Current Assets,11515000.0,8906000.0,8785000.0,7087000.0,
Non Current Deferred Assets,76910000.0,0.0,,0.0,12181000.0
Non Current Deferred Taxes Assets,76910000.0,0.0,,0.0,12181000.0
Investments And Advances,,0.0,25161000.0,61076000.0,6770000.0
Investmentin Financial Assets,,0.0,25161000.0,61076000.0,6770000.0
Available For Sale Securities,,,25161000.0,61076000.0,6770000.0
Goodwill And Other Intangible Assets,160896000.0,79979000.0,96208000.0,109070000.0,
Other Intangible Assets,64486000.0,23919000.0,40148000.0,52923000.0,
Goodwill,96410000.0,56060000.0,56060000.0,56147000.0,
Net PPE,41955000.0,47647000.0,49595000.0,72189000.0,
Accumulated Depreciation,-16478000.0,-15065000.0,-13135000.0,-10763000.0,
Gross PPE,58433000.0,62712000.0,62730000.0,82952000.0,
Leases,28787000.0,24208000.0,23625000.0,22679000.0,
Construction In Progress,357000.0,5499000.0,544000.0,5227000.0,
Other Properties,,,,,30561000.0
Machinery Furniture Equipment,11817000.0,13720000.0,15076000.0,13336000.0,
Buildings And Improvements,17472000.0,19285000.0,23485000.0,41710000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,335402000.0,272357000.0,201468000.0,158595000.0,
Other Current Assets,32807000.0,39943000.0,24899000.0,23553000.0,
Prepaid Assets,,,,23553000.0,20777000.0
Receivables,24346000.0,20709000.0,16503000.0,12595000.0,
Accounts Receivable,24346000.0,20709000.0,16503000.0,12595000.0,
Cash Cash Equivalents And Short Term Investments,278249000.0,211705000.0,160066000.0,122447000.0,
Other Short Term Investments,235745000.0,162196000.0,89297000.0,64600000.0,
Cash And Cash Equivalents,42504000.0,49509000.0,70769000.0,57847000.0,
