,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Ordinary Shares Number,28744936.0,28744936.0,28744936.0,28744936.0,
Share Issued,28744936.0,28744936.0,28744936.0,28744936.0,
Net Debt,43849887.0,,7900000.0,26095000.0,26095000.0
Total Debt,43850000.0,,7900000.0,26095000.0,26095000.0
Tangible Book Value,361430563.0,311650529.0,324484588.0,438682698.0,
Invested Capital,405280563.0,,332384588.0,464777698.0,455556776.0
Net Tangible Assets,361430563.0,311650529.0,324484588.0,438682698.0,
Common Stock Equity,361430563.0,311650529.0,324484588.0,438682698.0,
Total Capitalization,405280563.0,,332384588.0,464777698.0,455556776.0
Total Equity Gross Minority Interest,361430563.0,311650529.0,324484588.0,438682698.0,
Stockholders Equity,361430563.0,311650529.0,324484588.0,438682698.0,
Retained Earnings,-41612232.0,-91503185.0,-78715971.0,35398144.0,
Additional Paid In Capital,403014050.0,403124969.0,403171814.0,403255809.0,
Capital Stock,28745.0,28745.0,28745.0,28745.0,
Common Stock,28745.0,28745.0,28745.0,28745.0,
Total Liabilities Net Minority Interest,244342432.0,233570353.0,270459690.0,261235401.0,
Preferred Securities Outside Stock Equity,187704082.0,231977976.0,232071131.0,232026222.0,
Long Term Debt And Capital Lease Obligation,43850000.0,,7900000.0,26095000.0,26095000.0
Payables,12437986.0,1175505.0,30277598.0,2751755.0,
Other Payable,332126.0,249717.0,274546.0,315223.0,
Accounts Payable,12105860.0,925788.0,30003052.0,2436532.0,
Total Assets,605772995.0,545220882.0,594944278.0,699918099.0,
Investments And Advances,597747237.0,536754520.0,561240749.0,690356650.0,
Investmentin Financial Assets,597747237.0,536754520.0,561240749.0,690356650.0,
Available For Sale Securities,544113.0,,,,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,597203124.0,536754520.0,561240749.0,690356650.0,
Receivables,8025645.0,8466260.0,33703529.0,9561449.0,
Cash And Cash Equivalents,113.0,102.0,,,
Cash Financial,113.0,102.0,,,
Cash Cash Equivalents And Federal Funds Sold,113.0,102.0,,,
