,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Tax Effect Of Unusual Items,9582072.0,-65238.0,-138880.0,-240875.0,
Tax Rate For Calcs,0.268,0.262,0.28,0.235,
Normalized EBITDA,352194000.0,259219000.0,230694000.0,235929000.0,
Total Unusual Items,35754000.0,-249000.0,-496000.0,-1025000.0,
Total Unusual Items Excluding Goodwill,35754000.0,-249000.0,-496000.0,-1025000.0,
Net Income From Continuing Operation Net Minority Interest,153379000.0,62361000.0,67158000.0,88865000.0,
Reconciled Depreciation,129042000.0,132544000.0,118533000.0,101604000.0,
Reconciled Cost Of Revenue,899655000.0,940048000.0,956921000.0,794667000.0,
EBITDA,387948000.0,258970000.0,230198000.0,234904000.0,
EBIT,258906000.0,126426000.0,111665000.0,133300000.0,
Net Interest Income,-40253000.0,-39293000.0,-24956000.0,-20311000.0,
Interest Expense,49382000.0,41927000.0,18341000.0,17126000.0,
Interest Income,16269000.0,4282000.0,0.0,0.0,
Normalized Income,127207072.0,62544762.0,67515120.0,89649125.0,
Net Income From Continuing And Discontinued Operation,153379000.0,62361000.0,67158000.0,88865000.0,
Total Expenses,1227425000.0,1246275000.0,1236810000.0,1041464000.0,
Total Operating Income As Reported,212089000.0,123792000.0,118280000.0,136485000.0,
Diluted Average Shares,147485126.0,150849896.0,154517843.0,156666394.0,
Basic Average Shares,145618173.0,150162256.0,153510110.0,153777859.0,
Diluted EPS,1.04,0.41,0.49,0.59,
Basic EPS,1.05,0.42,0.49,0.61,
Diluted NI Availto Com Stockholders,153379000.0,62361000.0,67158000.0,88865000.0,
Net Income Common Stockholders,153379000.0,62361000.0,67158000.0,88865000.0,
Net Income,153379000.0,62361000.0,67158000.0,88865000.0,
Net Income Including Noncontrolling Interests,153379000.0,62361000.0,67158000.0,88865000.0,
Net Income Continuous Operations,153379000.0,62361000.0,67158000.0,88865000.0,
Tax Provision,56145000.0,22138000.0,26166000.0,27309000.0,
Pretax Income,209524000.0,84499000.0,93324000.0,116174000.0,
Other Income Expense,35754000.0,-249000.0,-496000.0,-1025000.0,
Special Income Charges,35754000.0,-249000.0,-496000.0,-1025000.0,
Gain On Sale Of Ppe,-1934000.0,-249000.0,-496000.0,-1025000.0,
Gain On Sale Of Business,37688000.0,0.0,0.0,,
Other Special Charges,,,,,37587000.0
Net Non Operating Interest Income Expense,-40253000.0,-39293000.0,-24956000.0,-20311000.0,
Total Other Finance Cost,7140000.0,1648000.0,6615000.0,3185000.0,
Interest Expense Non Operating,49382000.0,41927000.0,18341000.0,17126000.0,
Interest Income Non Operating,16269000.0,4282000.0,0.0,0.0,
Operating Income,214023000.0,124041000.0,118776000.0,137510000.0,
Operating Expense,327770000.0,306227000.0,279889000.0,246797000.0,
Selling General And Administration,327770000.0,306227000.0,279889000.0,246797000.0,
Selling And Marketing Expense,,,,,308275000.0
General And Administrative Expense,327770000.0,306227000.0,279889000.0,246797000.0,
Other Gand A,327770000.0,306227000.0,279889000.0,246797000.0,
Gross Profit,541793000.0,430268000.0,398665000.0,384307000.0,
Cost Of Revenue,899655000.0,940048000.0,956921000.0,794667000.0,
Total Revenue,1441448000.0,1370316000.0,1355586000.0,1178974000.0,
Operating Revenue,1441448000.0,1370316000.0,1355586000.0,1178974000.0,
