,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,383329000.0,302854000.0,94743000.0,328470000.0,
Repurchase Of Capital Stock,-205011000.0,-209464000.0,-190233000.0,-128353000.0,
Repayment Of Debt,,,,,0.0
Issuance Of Capital Stock,3329000.0,10145000.0,13220000.0,7128000.0,
Capital Expenditure,-38345000.0,-36714000.0,-30010000.0,-20475000.0,
Interest Paid Supplemental Data,658000.0,537000.0,572000.0,610000.0,
Income Tax Paid Supplemental Data,43377000.0,91955000.0,35693000.0,28988000.0,
End Cash Position,502764000.0,445784000.0,369814000.0,442164000.0,
Beginning Cash Position,445784000.0,369814000.0,442164000.0,292119000.0,
Changes In Cash,56980000.0,75970000.0,-72350000.0,150045000.0,
Financing Cash Flow,-201682000.0,-230268000.0,-178731000.0,-121225000.0,
Cash Flow From Continuing Financing Activities,-201682000.0,-230268000.0,-178731000.0,-121225000.0,
Net Other Financing Charges,,-30949000.0,-1718000.0,,
Net Common Stock Issuance,-201682000.0,-199319000.0,-177013000.0,-121225000.0,
Common Stock Payments,-205011000.0,-209464000.0,-190233000.0,-128353000.0,
Common Stock Issuance,3329000.0,10145000.0,13220000.0,7128000.0,
Net Issuance Payments Of Debt,,,,,0.0
Net Long Term Debt Issuance,,,,,0.0
Long Term Debt Payments,,,,,0.0
Investing Cash Flow,-163012000.0,-33330000.0,-18372000.0,-77675000.0,
Cash Flow From Continuing Investing Activities,-163012000.0,-33330000.0,-18372000.0,-77675000.0,
Net Investment Purchase And Sale,-124667000.0,3384000.0,288522000.0,-57200000.0,
Sale Of Investment,37032000.0,18683000.0,371545000.0,168328000.0,
Purchase Of Investment,-161699000.0,-15299000.0,-83023000.0,-225528000.0,
Net Business Purchase And Sale,0.0,0.0,-276884000.0,0.0,
Purchase Of Business,0.0,0.0,-276884000.0,0.0,
Net Intangibles Purchase And Sale,-695000.0,-1624000.0,-3871000.0,-2222000.0,
Purchase Of Intangibles,-695000.0,-1624000.0,-3871000.0,-2222000.0,
Net PPE Purchase And Sale,-37650000.0,-35090000.0,-26139000.0,-18253000.0,
Purchase Of PPE,-37650000.0,-35090000.0,-26139000.0,-18253000.0,
Operating Cash Flow,421674000.0,339568000.0,124753000.0,348945000.0,
Cash Flow From Continuing Operating Activities,421674000.0,339568000.0,124753000.0,348945000.0,
Change In Working Capital,18446000.0,-55615000.0,-316065000.0,33236000.0,
Change In Other Current Liabilities,-21361000.0,12654000.0,39656000.0,0.0,
Change In Other Current Assets,18303000.0,1852000.0,-92584000.0,843000.0,
Change In Payables And Accrued Expense,-19504000.0,-64898000.0,14187000.0,13645000.0,
Change In Accrued Expense,-10669000.0,-24572000.0,4462000.0,10726000.0,
Change In Payable,-8835000.0,-40326000.0,9725000.0,2919000.0,
Change In Account Payable,-23943000.0,-34307000.0,10529000.0,21104000.0,
Change In Tax Payable,15108000.0,-6019000.0,-804000.0,-18185000.0,
Change In Income Tax Payable,15108000.0,-6019000.0,-804000.0,-18185000.0,
Change In Prepaid Assets,47571000.0,0.0,-195000000.0,0.0,
Change In Inventory,6204000.0,-95014000.0,42502000.0,-26538000.0,
Change In Receivables,-12767000.0,89791000.0,-124826000.0,45286000.0,
Changes In Account Receivables,-12767000.0,89791000.0,-124826000.0,45286000.0,
Other Non Cash Items,4321000.0,13734000.0,370000.0,-270000.0,
Stock Based Compensation,89271000.0,81641000.0,66392000.0,56762000.0,
Asset Impairment Charge,0.0,85760000.0,0.0,0.0,
Deferred Tax,-13304000.0,-34513000.0,-15002000.0,-5581000.0,
Deferred Income Tax,-13304000.0,-34513000.0,-15002000.0,-5581000.0,
Depreciation Amortization Depletion,48292000.0,71202000.0,62061000.0,47083000.0,
Depreciation And Amortization,48292000.0,71202000.0,62061000.0,47083000.0,
Operating Gains Losses,76000.0,656000.0,642000.0,371000.0,
Pension And Employee Benefit Expense,,,,0.0,0.0
Gain Loss On Sale Of PPE,76000.0,656000.0,642000.0,371000.0,
Net Income From Continuing Operations,274572000.0,176703000.0,326355000.0,217344000.0,
