,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,3713850.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.21,0.21,0.013058,0.291502,
Normalized EBITDA,78341000.0,-112036000.0,-233756000.0,-100170000.0,
Total Unusual Items,17685000.0,0.0,0.0,,-717000.0
Total Unusual Items Excluding Goodwill,17685000.0,0.0,0.0,,-717000.0
Net Income From Continuing Operation Net Minority Interest,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Reconciled Depreciation,103163000.0,95678000.0,87504000.0,11009000.0,
Reconciled Cost Of Revenue,180525000.0,146795000.0,103130000.0,55669000.0,
EBITDA,96026000.0,-112036000.0,-233756000.0,-100170000.0,
EBIT,-7137000.0,-207714000.0,-321260000.0,-111179000.0,
Net Interest Income,103116000.0,76076000.0,-2728000.0,-25166000.0,
Interest Expense,19182000.0,15203000.0,9419000.0,28158000.0,
Interest Income,122298000.0,91279000.0,6691000.0,2992000.0,
Normalized Income,-42849150.0,-223725000.0,-326361000.0,-98720000.0,
Net Income From Continuing And Discontinued Operation,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Total Expenses,1436749000.0,1354241000.0,958777000.0,352232000.0,
Total Operating Income As Reported,-174164000.0,-295773000.0,-316818000.0,-113967000.0,
Diluted Average Shares,106102000.0,105976000.0,101246774.0,82401001.0,
Basic Average Shares,106102000.0,105976000.0,101246774.0,82401001.0,
Diluted EPS,-0.27,-2.11,-3.22605,-1.19595,
Basic EPS,-0.27,-2.11,-3.22605,-1.19595,
Diluted NI Availto Com Stockholders,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Net Income Common Stockholders,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Net Income,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Net Income Including Noncontrolling Interests,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Net Income Continuous Operations,-28878000.0,-223725000.0,-326361000.0,-98720000.0,
Tax Provision,2559000.0,808000.0,-4318000.0,-40617000.0,
Pretax Income,-26319000.0,-222917000.0,-330679000.0,-139337000.0,
Other Income Expense,17142000.0,-3220000.0,-11133000.0,-204000.0,
Other Non Operating Income Expenses,-543000.0,-3220000.0,-11133000.0,-204000.0,
Special Income Charges,17685000.0,0.0,0.0,,
Other Special Charges,-45272000.0,,,,
Restructuring And Mergern Acquisition,27587000.0,0.0,0.0,,
Gain On Sale Of Security,,,,,-717000.0
Net Non Operating Interest Income Expense,103116000.0,76076000.0,-2728000.0,-25166000.0,
Interest Expense Non Operating,19182000.0,15203000.0,9419000.0,28158000.0,
Interest Income Non Operating,122298000.0,91279000.0,6691000.0,2992000.0,
Operating Income,-146577000.0,-295773000.0,-316818000.0,-113967000.0,
Operating Expense,1202133000.0,1160264000.0,813773000.0,290426000.0,
Provision For Doubtful Accounts,60105000.0,32224000.0,20144000.0,,
Depreciation Amortization Depletion Income Statement,49072000.0,48496000.0,45630000.0,4872000.0,
Depreciation And Amortization In Income Statement,49072000.0,48496000.0,45630000.0,4872000.0,
Amortization,,48496000.0,45630000.0,4872000.0,1138000.0
Amortization Of Intangibles Income Statement,,48496000.0,45630000.0,4872000.0,1138000.0
Research And Development,336754000.0,314632000.0,219818000.0,89503000.0,
Selling General And Administration,756202000.0,764912000.0,528181000.0,196051000.0,
Selling And Marketing Expense,478540000.0,515858000.0,307151000.0,67935000.0,
General And Administrative Expense,277662000.0,249054000.0,221030000.0,128116000.0,
Other Gand A,277662000.0,249054000.0,221030000.0,128116000.0,
Gross Profit,1055556000.0,864491000.0,496955000.0,176459000.0,
Cost Of Revenue,234616000.0,193977000.0,145004000.0,61806000.0,
Total Revenue,1290172000.0,1058468000.0,641959000.0,238265000.0,
Operating Revenue,1290172000.0,1058468000.0,641959000.0,238265000.0,
