,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,48923276.0,35907127.0,32107127.0
Share Issued,48923276.0,35907127.0,32107127.0
Total Debt,2142640.0,822200.0,926595.0
Tangible Book Value,13028851.0,9817461.0,5997664.0
Invested Capital,16766350.0,9851315.0,6044564.0
Working Capital,4836291.0,1365784.0,2917932.0
Net Tangible Assets,13028851.0,9817461.0,5997664.0
Capital Lease Obligations,1672244.0,788346.0,879695.0
Common Stock Equity,16295954.0,9817461.0,5997664.0
Total Capitalization,16295954.0,9817461.0,5997664.0
Total Equity Gross Minority Interest,18830631.0,9817461.0,5997664.0
Minority Interest,2534677.0,0.0,
Stockholders Equity,16295954.0,9817461.0,5997664.0
Gains Losses Not Affecting Retained Earnings,-920982.0,255030.0,18723.0
Other Equity Adjustments,-920982.0,255030.0,18723.0
Retained Earnings,-23839300.0,-7553066.0,-2607927.0
Additional Paid In Capital,40567003.0,16756426.0,8380343.0
Capital Stock,489233.0,359071.0,206525.0
Common Stock,489233.0,359071.0,206525.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8711282.0,2678804.0,1144974.0
Total Non Current Liabilities Net Minority Interest,3037317.0,742443.0,841623.0
Other Non Current Liabilities,1653000.0,,
Non Current Deferred Liabilities,110578.0,0.0,
Non Current Deferred Taxes Liabilities,110578.0,0.0,
Long Term Debt And Capital Lease Obligation,1273739.0,742443.0,841623.0
Long Term Capital Lease Obligation,1273739.0,742443.0,841623.0
Current Liabilities,5673965.0,1936361.0,303351.0
Other Current Liabilities,1500000.0,140455.0,116200.0
Current Deferred Liabilities,882000.0,0.0,
Current Deferred Revenue,882000.0,0.0,
Current Debt And Capital Lease Obligation,868901.0,79757.0,84972.0
Current Capital Lease Obligation,398505.0,45903.0,38072.0
Current Debt,470396.0,33854.0,46900.0
Other Current Borrowings,,33854.0,46900.0
Current Notes Payable,470396.0,33854.0,46900.0
Payables And Accrued Expenses,2423064.0,1716149.0,102179.0
Current Accrued Expenses,1311245.0,361246.0,42500.0
Payables,1111819.0,1354903.0,59679.0
Accounts Payable,1111819.0,1354903.0,59679.0
Total Assets,27541913.0,12496265.0,7142638.0
Total Non Current Assets,17031657.0,9194120.0,3921355.0
Other Non Current Assets,1793014.0,139636.0,
Goodwill And Other Intangible Assets,3267103.0,0.0,
Goodwill,3267103.0,0.0,
Net PPE,11971540.0,9054484.0,3921355.0
Accumulated Depreciation,-37707.0,0.0,
Gross PPE,12009247.0,9054484.0,3921355.0
Leases,21446.0,0.0,
Construction In Progress,9108923.0,8200595.0,2988210.0
Other Properties,1258701.0,853889.0,933145.0
Machinery Furniture Equipment,1620177.0,0.0,
Properties,0.0,0.0,
Current Assets,10510256.0,3302145.0,3221283.0
Other Current Assets,1664023.0,913005.0,267562.0
Prepaid Assets,,,267562.0
Receivables,938052.0,0.0,
Duefrom Related Parties Current,721548.0,0.0,
Accounts Receivable,216504.0,0.0,
Cash Cash Equivalents And Short Term Investments,7908181.0,2389140.0,2953721.0
Cash And Cash Equivalents,7908181.0,2389140.0,2953721.0
Cash Financial,7908181.0,2389140.0,2953721.0
