,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-25992000.0,-22914000.0,-20579000.0
Repayment Of Debt,-1143000.0,0.0,
Issuance Of Debt,23000000.0,9500000.0,0.0
Capital Expenditure,-340000.0,-502000.0,-1272000.0
Interest Paid Supplemental Data,208000.0,0.0,
End Cash Position,1383000.0,5547000.0,18853000.0
Beginning Cash Position,5547000.0,18853000.0,39233000.0
Effect Of Exchange Rate Changes,-47000.0,81000.0,69000.0
Changes In Cash,-4117000.0,-13387000.0,-20449000.0
Financing Cash Flow,21875000.0,9525000.0,130000.0
Cash Flow From Continuing Financing Activities,21875000.0,9525000.0,130000.0
Proceeds From Stock Option Exercised,18000.0,25000.0,130000.0
Net Issuance Payments Of Debt,21857000.0,9500000.0,0.0
Net Short Term Debt Issuance,20000000.0,9500000.0,0.0
Short Term Debt Issuance,20000000.0,9500000.0,0.0
Net Long Term Debt Issuance,21857000.0,9500000.0,0.0
Long Term Debt Payments,-1143000.0,0.0,
Long Term Debt Issuance,23000000.0,9500000.0,0.0
Investing Cash Flow,-340000.0,-500000.0,-1272000.0
Cash Flow From Continuing Investing Activities,-340000.0,-500000.0,-1272000.0
Net Intangibles Purchase And Sale,-7000.0,-10000.0,-14000.0
Purchase Of Intangibles,-7000.0,-10000.0,-14000.0
Net PPE Purchase And Sale,-333000.0,-490000.0,-1258000.0
Sale Of PPE,0.0,2000.0,0.0
Purchase Of PPE,-333000.0,-492000.0,-1258000.0
Operating Cash Flow,-25652000.0,-22412000.0,-19307000.0
Cash Flow From Continuing Operating Activities,-25652000.0,-22412000.0,-19307000.0
Change In Working Capital,2789000.0,330000.0,579000.0
Change In Other Current Liabilities,-161000.0,-148000.0,-15000.0
Change In Payables And Accrued Expense,5586000.0,730000.0,1071000.0
Change In Accrued Expense,2765000.0,294000.0,792000.0
Change In Payable,2821000.0,436000.0,279000.0
Change In Account Payable,2821000.0,436000.0,279000.0
Change In Prepaid Assets,410000.0,-320000.0,-44000.0
Change In Inventory,-2976000.0,35000.0,-473000.0
Change In Receivables,-70000.0,33000.0,40000.0
Changes In Account Receivables,-70000.0,33000.0,40000.0
Other Non Cash Items,8661000.0,147000.0,
Stock Based Compensation,442000.0,365000.0,339000.0
Asset Impairment Charge,25000.0,-76000.0,121000.0
Depreciation Amortization Depletion,532000.0,495000.0,336000.0
Depreciation And Amortization,532000.0,495000.0,336000.0
Operating Gains Losses,45000.0,,-744000.0
Gain Loss On Investment Securities,42000.0,,
Gain Loss On Sale Of PPE,3000.0,0.0,
Net Income From Continuing Operations,-38146000.0,-23673000.0,-19938000.0
