,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Ordinary Shares Number,7247243.0,6354311.0,5848445.0,5839177.0,
Share Issued,7247243.0,6354311.0,5848445.0,5839177.0,
Total Debt,262865.0,481245.0,678234.0,855471.0,
Tangible Book Value,-32069346.0,22084312.0,34079069.0,63435557.0,
Invested Capital,70077450.0,90831108.0,102825865.0,132182353.0,
Working Capital,-21594157.0,28591437.0,40034258.0,68832058.0,
Net Tangible Assets,-32069346.0,22084312.0,34079069.0,63435557.0,
Capital Lease Obligations,262865.0,481245.0,678234.0,855471.0,
Common Stock Equity,70077450.0,90831108.0,102825865.0,132182353.0,
Total Capitalization,70077450.0,90831108.0,102825865.0,132182353.0,
Total Equity Gross Minority Interest,74101830.0,91431488.0,103426245.0,132782733.0,
Minority Interest,4024380.0,600380.0,600380.0,600380.0,
Stockholders Equity,70077450.0,90831108.0,102825865.0,132182353.0,
Retained Earnings,-201370218.0,-162231379.0,-129688467.0,-96047821.0,
Additional Paid In Capital,271440421.0,253056133.0,232368121.0,228084195.0,
Capital Stock,7247.0,6354.0,146211.0,145979.0,
Common Stock,7247.0,6354.0,146211.0,145979.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,42549921.0,12179662.0,10573057.0,9646326.0,
Total Non Current Liabilities Net Minority Interest,6735118.0,6400665.0,6043045.0,5664034.0,
Non Current Deferred Liabilities,6713800.0,6137800.0,5561800.0,4985800.0,
Non Current Deferred Taxes Liabilities,6713800.0,6137800.0,5561800.0,4985800.0,
Long Term Debt And Capital Lease Obligation,21318.0,262865.0,481245.0,678234.0,
Long Term Capital Lease Obligation,21318.0,262865.0,481245.0,678234.0,
Long Term Debt,,,,,164583.0
Current Liabilities,35814803.0,5778997.0,4530012.0,3982292.0,
Current Debt And Capital Lease Obligation,241547.0,218380.0,196989.0,177237.0,
Current Capital Lease Obligation,241547.0,218380.0,196989.0,177237.0,
Current Debt,,,,,172970.0
Current Notes Payable,,,,0.0,172970.0
Pensionand Other Post Retirement Benefit Plans Current,2229018.0,2156983.0,1762251.0,1906000.0,
Payables And Accrued Expenses,33344238.0,3403634.0,2570772.0,1899055.0,
Current Accrued Expenses,17027.0,476300.0,1405394.0,621960.0,
Interest Payable,,,,0.0,89970.0
Payables,33327211.0,2927334.0,1165378.0,1277095.0,
Other Payable,28400000.0,,,,
Accounts Payable,4927211.0,2927334.0,1165378.0,1277095.0,
Total Assets,116651751.0,103611150.0,113999302.0,142429059.0,
Total Non Current Assets,102431105.0,69240716.0,69435032.0,69614709.0,
Non Current Prepaid Assets,38062.0,38062.0,38062.0,38062.0,
Goodwill And Other Intangible Assets,102146796.0,68746796.0,68746796.0,68746796.0,
Other Intangible Assets,92800000.0,59400000.0,59400000.0,59400000.0,
Goodwill,9346796.0,9346796.0,9346796.0,9346796.0,
Net PPE,246247.0,455858.0,650174.0,829851.0,
Gross PPE,246247.0,455858.0,650174.0,829851.0,
Other Properties,246247.0,455858.0,650174.0,829851.0,
Current Assets,14220646.0,34370434.0,44564270.0,72814350.0,
Prepaid Assets,2700000.0,7889506.0,2852580.0,2741404.0,
Inventory,8268766.0,0.0,,,
Cash Cash Equivalents And Short Term Investments,3251880.0,26480928.0,41711690.0,70072946.0,
Cash And Cash Equivalents,3251880.0,26480928.0,41711690.0,70072946.0,
