,2024-09-30,2023-09-30,2022-09-30
Ordinary Shares Number,243302173.0,153280369.0,153280369.0
Share Issued,243302173.0,153280369.0,153280369.0
Net Debt,4227000000.0,3807000000.0,
Total Debt,4939000000.0,4332000000.0,121000000.0
Tangible Book Value,-3719000000.0,-3504000000.0,688000000.0
Invested Capital,9139000000.0,4487000000.0,3259000000.0
Working Capital,1119000000.0,555000000.0,646000000.0
Net Tangible Assets,-3719000000.0,-3504000000.0,688000000.0
Capital Lease Obligations,260000000.0,220000000.0,121000000.0
Common Stock Equity,4460000000.0,375000000.0,3259000000.0
Total Capitalization,9103000000.0,4442000000.0,3259000000.0
Total Equity Gross Minority Interest,4552000000.0,416000000.0,3301000000.0
Minority Interest,92000000.0,41000000.0,42000000.0
Stockholders Equity,4460000000.0,375000000.0,3259000000.0
Other Equity Interest,,3399000000.0,3422000000.0
Gains Losses Not Affecting Retained Earnings,23000000.0,48000000.0,-163000000.0
Other Equity Adjustments,23000000.0,48000000.0,-163000000.0
Retained Earnings,-527000000.0,-445000000.0,
Additional Paid In Capital,4962000000.0,772000000.0,
Capital Stock,2000000.0,0.0,
Common Stock,2000000.0,0.0,
Total Liabilities Net Minority Interest,7422000000.0,5997000000.0,919000000.0
Total Non Current Liabilities Net Minority Interest,5457000000.0,4621000000.0,206000000.0
Other Non Current Liabilities,66000000.0,79000000.0,
Non Current Deferred Liabilities,370000000.0,141000000.0,112000000.0
Non Current Deferred Taxes Liabilities,370000000.0,141000000.0,106000000.0
Long Term Debt And Capital Lease Obligation,4836000000.0,4234000000.0,94000000.0
Long Term Capital Lease Obligation,193000000.0,167000000.0,94000000.0
Long Term Debt,4643000000.0,4067000000.0,
Long Term Provisions,185000000.0,167000000.0,
Current Liabilities,1965000000.0,1376000000.0,713000000.0
Other Current Liabilities,47000000.0,31000000.0,25000000.0
Current Deferred Liabilities,207000000.0,256000000.0,49000000.0
Current Deferred Revenue,207000000.0,256000000.0,49000000.0
Current Debt And Capital Lease Obligation,103000000.0,98000000.0,27000000.0
Current Capital Lease Obligation,67000000.0,53000000.0,27000000.0
Current Debt,36000000.0,45000000.0,
Other Current Borrowings,36000000.0,45000000.0,
Pensionand Other Post Retirement Benefit Plans Current,275000000.0,150000000.0,
Current Provisions,50000000.0,26000000.0,
Payables And Accrued Expenses,1283000000.0,815000000.0,612000000.0
Current Accrued Expenses,421000000.0,219000000.0,392000000.0
Payables,862000000.0,596000000.0,220000000.0
Other Payable,39000000.0,,
Dueto Related Parties Current,,13000000.0,5000000.0
Total Tax Payable,59000000.0,36000000.0,
Income Tax Payable,17000000.0,23000000.0,
Accounts Payable,764000000.0,560000000.0,215000000.0
Total Assets,11974000000.0,6413000000.0,4220000000.0
Total Non Current Assets,8890000000.0,4482000000.0,2861000000.0
Other Non Current Assets,56000000.0,60000000.0,49000000.0
Non Current Deferred Assets,,3000000.0,3000000.0
Non Current Deferred Taxes Assets,,3000000.0,3000000.0
Duefrom Related Parties Non Current,,100000000.0,53000000.0
Non Current Accounts Receivable,138000000.0,138000000.0,53000000.0
Investments And Advances,123000000.0,104000000.0,
Long Term Equity Investment,123000000.0,104000000.0,
Goodwill And Other Intangible Assets,8179000000.0,3879000000.0,2571000000.0
Other Intangible Assets,2623000000.0,988000000.0,368000000.0
Goodwill,5556000000.0,2891000000.0,2203000000.0
Net PPE,394000000.0,301000000.0,185000000.0
Accumulated Depreciation,-78000000.0,-57000000.0,-105000000.0
Gross PPE,472000000.0,358000000.0,290000000.0
Leases,42000000.0,20000000.0,35000000.0
Construction In Progress,,16000000.0,13000000.0
Other Properties,270000000.0,235000000.0,223000000.0
Machinery Furniture Equipment,146000000.0,103000000.0,
Buildings And Improvements,14000000.0,0.0,19000000.0
Properties,0.0,0.0,0.0
Current Assets,3084000000.0,1931000000.0,1359000000.0
Other Current Assets,231000000.0,186000000.0,30000000.0
Prepaid Assets,,33000000.0,30000000.0
Receivables,2401000000.0,1440000000.0,1122000000.0
Other Receivables,,787000000.0,752000000.0
Duefrom Related Parties Current,,1000000.0,2000000.0
Accounts Receivable,2401000000.0,1440000000.0,368000000.0
Cash Cash Equivalents And Short Term Investments,452000000.0,305000000.0,207000000.0
Cash And Cash Equivalents,452000000.0,305000000.0,207000000.0
