,2024-03-31,2023-03-31
Free Cash Flow,3427000.0,4171000.0
Issuance Of Capital Stock,39364000.0,0.0
Capital Expenditure,-2281000.0,-303000.0
Interest Paid Supplemental Data,5265000.0,1926000.0
Income Tax Paid Supplemental Data,750000.0,225000.0
End Cash Position,11454000.0,16563000.0
Beginning Cash Position,16563000.0,18979000.0
Changes In Cash,-5109000.0,-2416000.0
Financing Cash Flow,20339000.0,26038000.0
Cash Flow From Continuing Financing Activities,20339000.0,26038000.0
Net Other Financing Charges,-15720000.0,26038000.0
Proceeds From Stock Option Exercised,-3305000.0,0.0
Net Common Stock Issuance,39364000.0,0.0
Common Stock Issuance,39364000.0,0.0
Investing Cash Flow,-31156000.0,-32928000.0
Cash Flow From Continuing Investing Activities,-31156000.0,-32928000.0
Net Other Investing Changes,-26439000.0,-44607000.0
Net Investment Purchase And Sale,-2436000.0,11982000.0
Sale Of Investment,9149000.0,12045000.0
Purchase Of Investment,-11585000.0,-63000.0
Net PPE Purchase And Sale,-2281000.0,-303000.0
Purchase Of PPE,-2281000.0,-303000.0
Operating Cash Flow,5708000.0,4474000.0
Cash Flow From Continuing Operating Activities,5708000.0,4474000.0
Change In Working Capital,376000.0,-1535000.0
Change In Other Current Assets,214000.0,-153000.0
Change In Payables And Accrued Expense,684000.0,-1000000.0
Change In Accrued Expense,1225000.0,453000.0
Change In Interest Payable,1225000.0,453000.0
Change In Payable,-541000.0,-1453000.0
Change In Account Payable,-541000.0,-1453000.0
Change In Receivables,-522000.0,-382000.0
Other Non Cash Items,355000.0,402000.0
Stock Based Compensation,161000.0,0.0
Provisionand Write Offof Assets,88000.0,2877000.0
Deferred Tax,46000.0,78000.0
Deferred Income Tax,46000.0,78000.0
Depreciation Amortization Depletion,518000.0,503000.0
Depreciation And Amortization,518000.0,503000.0
Operating Gains Losses,405000.0,503000.0
Pension And Employee Benefit Expense,600000.0,600000.0
Net Income From Continuing Operations,3759000.0,1646000.0
