,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0
Normalized EBITDA,-44412301.0,-30501131.0,-15605003.0
Total Unusual Items,-1126284.0,1360117.0,108226.0
Total Unusual Items Excluding Goodwill,-1126284.0,1360117.0,108226.0
Net Income From Continuing Operation Net Minority Interest,-46021841.0,-30563800.0,-17171057.0
Reconciled Depreciation,1157723.0,774077.0,640087.0
Reconciled Cost Of Revenue,1015229.0,2354604.0,3369121.0
EBITDA,-45538585.0,-29141014.0,-15496777.0
EBIT,-46696308.0,-29915091.0,-16136864.0
Net Interest Income,360970.0,-438327.0,-965641.0
Interest Expense,67089.0,648709.0,1034193.0
Interest Income,428059.0,210382.0,68552.0
Normalized Income,-44895557.0,-31923917.0,-17279283.0
Net Income From Continuing And Discontinued Operation,-46021841.0,-30563800.0,-17171057.0
Total Expenses,49522929.0,34688356.0,22151495.0
Total Operating Income As Reported,-48139988.0,-31114275.0,-16860576.0
Diluted Average Shares,35939816.0,35939816.0,35939816.0
Basic Average Shares,35939816.0,35939816.0,35939816.0
Diluted EPS,-1.280525,-0.850416,-0.477773
Basic EPS,-1.280525,-0.850416,-0.477773
Diluted NI Availto Com Stockholders,-46021841.0,-30563800.0,-17171057.0
Net Income Common Stockholders,-46021841.0,-30563800.0,-17171057.0
Net Income,-46021841.0,-30563800.0,-17171057.0
Minority Interests,741556.0,0.0,
Net Income Including Noncontrolling Interests,-46763397.0,-30563800.0,-17171057.0
Net Income Continuous Operations,-46763397.0,-30563800.0,-17171057.0
Tax Provision,0.0,0.0,0.0
Pretax Income,-46763397.0,-30563800.0,-17171057.0
Other Income Expense,-336259.0,1362172.0,115545.0
Other Non Operating Income Expenses,790025.0,2055.0,7319.0
Special Income Charges,-501247.0,0.0,
Gain On Sale Of Ppe,-501247.0,0.0,
Gain On Sale Of Security,-625037.0,1360117.0,108226.0
Net Non Operating Interest Income Expense,360970.0,-438327.0,-965641.0
Interest Expense Non Operating,67089.0,648709.0,1034193.0
Interest Income Non Operating,428059.0,210382.0,68552.0
Operating Income,-46788108.0,-31487645.0,-16320961.0
Operating Expense,47664908.0,31786028.0,18226133.0
Other Operating Expenses,-717331.0,-1243839.0,-987965.0
Depreciation Amortization Depletion Income Statement,314931.0,226353.0,83846.0
Depreciation And Amortization In Income Statement,314931.0,226353.0,83846.0
Research And Development,31021610.0,17590090.0,9994858.0
Selling General And Administration,17045698.0,15213424.0,9135394.0
Selling And Marketing Expense,1086200.0,806278.0,414545.0
General And Administrative Expense,15959498.0,14407146.0,8720849.0
Other Gand A,5256781.0,6598267.0,3090093.0
Insurance And Claims,840747.0,643877.0,497667.0
Salaries And Wages,9861970.0,7165002.0,5133089.0
Gross Profit,876800.0,298383.0,1905172.0
Cost Of Revenue,1858021.0,2902328.0,3925362.0
Total Revenue,2734821.0,3200711.0,5830534.0
Operating Revenue,2734821.0,3200711.0,5830534.0
