,2024-03-31,2023-03-31,2022-03-31,2021-03-31,2020-03-31
Free Cash Flow,-546904.0,-1569159.0,892750.0,-4628859.0,
Repayment Of Debt,-5041717.0,-4463528.0,-5884817.0,-9923351.0,
Issuance Of Debt,3630680.0,18337373.0,4512014.0,9288007.0,
Issuance Of Capital Stock,0.0,22721993.0,0.0,6735000.0,
Capital Expenditure,-135431.0,,-198122.0,-405851.0,-136001.0
Interest Paid Supplemental Data,0.0,0.0,116.0,4588.0,
Income Tax Paid Supplemental Data,11605.0,21442.0,23494.0,25867.0,
End Cash Position,816186.0,562711.0,1390644.0,1845077.0,
Beginning Cash Position,562711.0,1390644.0,1845077.0,531681.0,
Effect Of Exchange Rate Changes,52513.0,63541.0,25620.0,-200.0,
Changes In Cash,200962.0,-891474.0,-480053.0,1313596.0,
Financing Cash Flow,521704.0,21845838.0,-1372803.0,6099656.0,
Cash Flow From Continuing Financing Activities,521704.0,21845838.0,-1372803.0,6099656.0,
Net Other Financing Charges,1932741.0,-14750000.0,,,
Net Common Stock Issuance,0.0,22721993.0,0.0,6735000.0,
Common Stock Issuance,0.0,22721993.0,0.0,6735000.0,
Net Issuance Payments Of Debt,-1411037.0,13873845.0,-1372803.0,-635344.0,
Net Short Term Debt Issuance,-1720929.0,-1124137.0,,,0.0
Short Term Debt Payments,-4689583.0,-4461510.0,,,0.0
Short Term Debt Issuance,2968654.0,3337373.0,,,2991175.0
Net Long Term Debt Issuance,309892.0,14997982.0,-1372803.0,-635344.0,
Long Term Debt Payments,-352134.0,-2018.0,-5884817.0,-9923351.0,
Long Term Debt Issuance,662026.0,15000000.0,4512014.0,9288007.0,
Investing Cash Flow,90731.0,-21168153.0,-198122.0,-563052.0,
Cash Flow From Continuing Investing Activities,90731.0,-21168153.0,-198122.0,-563052.0,
Net Other Investing Changes,,-2500000.0,,,
Net Investment Purchase And Sale,0.0,-17500000.0,0.0,,
Purchase Of Investment,0.0,-17500000.0,0.0,,
Net Business Purchase And Sale,226162.0,-1168153.0,0.0,-159640.0,
Sale Of Business,226162.0,0.0,0.0,542242.0,
Purchase Of Business,0.0,-1168153.0,0.0,-701882.0,
Net PPE Purchase And Sale,-135431.0,0.0,-198122.0,-403412.0,
Sale Of PPE,,,0.0,2439.0,0.0
Purchase Of PPE,-135431.0,0.0,-198122.0,-405851.0,
Operating Cash Flow,-411473.0,-1569159.0,1090872.0,-4223008.0,
Cash Flow From Continuing Operating Activities,-411473.0,-1569159.0,1090872.0,-4223008.0,
Change In Working Capital,261360.0,-1524964.0,855270.0,-780622.0,
Change In Other Working Capital,110799.0,-223.0,-654.0,28833.0,
Change In Payables And Accrued Expense,163647.0,-391278.0,-1023401.0,140965.0,
Change In Accrued Expense,71660.0,870849.0,763489.0,409146.0,
Change In Payable,91987.0,-1262127.0,-1786890.0,-268181.0,
Change In Account Payable,91987.0,-1262127.0,-1786890.0,-268181.0,
Change In Tax Payable,,,,,0.0
Change In Income Tax Payable,,,,,0.0
Change In Prepaid Assets,271713.0,-99609.0,-826012.0,-466049.0,
Change In Inventory,222023.0,-18932.0,3838.0,67322.0,
Change In Receivables,-506822.0,-1014922.0,2701499.0,-551693.0,
Changes In Account Receivables,-247562.0,306081.0,2592548.0,-365122.0,
Other Non Cash Items,3615956.0,1493541.0,,,
Asset Impairment Charge,,,,,475003.0
Depreciation Amortization Depletion,328947.0,344896.0,157604.0,101014.0,
Depreciation And Amortization,328947.0,344896.0,157604.0,101014.0,
Depreciation,,,157604.0,101014.0,114391.0
Operating Gains Losses,-1508318.0,-3202289.0,,46769.0,87305.0
Gain Loss On Investment Securities,-2205636.0,-3202289.0,,,
Gain Loss On Sale Of PPE,,,0.0,46769.0,87305.0
Net Income From Continuing Operations,-3109418.0,1319657.0,77998.0,-3590169.0,
