,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-3658452.0,-5468161.0,3867439.0
Repayment Of Debt,-7677641.0,-4606925.0,-3654032.0
Issuance Of Debt,12150394.0,9065240.0,3565449.0
Capital Expenditure,-2638488.0,-5954129.0,-1387639.0
Interest Paid Supplemental Data,261323.0,243838.0,90077.0
Income Tax Paid Supplemental Data,2644786.0,1439558.0,3911705.0
End Cash Position,1510484.0,1710926.0,3032151.0
Beginning Cash Position,1710926.0,3032151.0,1071753.0
Effect Of Exchange Rate Changes,-3108.0,-297647.0,18551.0
Changes In Cash,-197334.0,-1023578.0,1941847.0
Financing Cash Flow,3461118.0,4411918.0,-1926153.0
Cash Flow From Continuing Financing Activities,3461118.0,4411918.0,-1926153.0
Net Other Financing Charges,-1011635.0,-46397.0,3588114.0
Cash Dividends Paid,,0.0,-5425684.0
Common Stock Dividend Paid,,0.0,-5425684.0
Net Issuance Payments Of Debt,4472753.0,4458315.0,-88583.0
Net Short Term Debt Issuance,2118000.0,4458315.0,620078.0
Short Term Debt Payments,-7483600.0,-4606925.0,-2945371.0
Short Term Debt Issuance,9601600.0,9065240.0,3565449.0
Net Long Term Debt Issuance,2354753.0,0.0,-708661.0
Long Term Debt Payments,-194041.0,0.0,-708661.0
Long Term Debt Issuance,2548794.0,0.0,
Investing Cash Flow,-2638488.0,-5921464.0,-1387078.0
Cash Flow From Continuing Investing Activities,-2638488.0,-5921464.0,-1387078.0
Net Intangibles Purchase And Sale,0.0,-44821.0,0.0
Purchase Of Intangibles,0.0,-44821.0,0.0
Net PPE Purchase And Sale,-2638488.0,-5876643.0,-1387078.0
Sale Of PPE,0.0,32665.0,561.0
Purchase Of PPE,-2638488.0,-5909308.0,-1387639.0
Operating Cash Flow,-1019964.0,485968.0,5255078.0
Cash Flow From Continuing Operating Activities,-1019964.0,485968.0,5255078.0
Change In Working Capital,-14856083.0,-14049293.0,-6568316.0
Change In Other Working Capital,-173101.0,45449.0,-95907.0
Change In Other Current Liabilities,-253605.0,389481.0,-736313.0
Change In Other Current Assets,-9102.0,-881431.0,-145889.0
Change In Payables And Accrued Expense,582950.0,2382154.0,624369.0
Change In Accrued Expense,1213891.0,1343230.0,464117.0
Change In Payable,-630941.0,1038924.0,160252.0
Change In Account Payable,341525.0,-100934.0,274312.0
Change In Tax Payable,-972466.0,1139858.0,-114060.0
Change In Income Tax Payable,-972466.0,1139858.0,-114060.0
Change In Prepaid Assets,-5442379.0,-3451176.0,-525780.0
Change In Inventory,113661.0,1568326.0,-2198949.0
Change In Receivables,-9674507.0,-14102096.0,-3489847.0
Changes In Account Receivables,-9674507.0,-14839326.0,-2939794.0
Provisionand Write Offof Assets,2339109.0,438997.0,231351.0
Deferred Tax,-541987.0,-143317.0,-45382.0
Deferred Income Tax,-541987.0,-143317.0,-45382.0
Depreciation Amortization Depletion,1380814.0,1470031.0,1399708.0
Depreciation And Amortization,1380814.0,1470031.0,1399708.0
Depreciation,1380814.0,1470031.0,1399708.0
Operating Gains Losses,,-5421.0,54699.0
Gain Loss On Sale Of PPE,0.0,-5421.0,54699.0
Net Income From Continuing Operations,10658183.0,12774971.0,10183018.0
