,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-54094260.0,-19540290.0,4797800.0,-66809040.0
Tax Rate For Calcs,0.33,0.21,0.23,0.24
Normalized EBITDA,3565904000.0,3715087000.0,4338790000.0,4297498000.0
Total Unusual Items,-163922000.0,-93049000.0,20860000.0,-278371000.0
Total Unusual Items Excluding Goodwill,-163922000.0,-93049000.0,20860000.0,-278371000.0
Net Income From Continuing Operation Net Minority Interest,53198000.0,194563000.0,990311000.0,436183000.0
Reconciled Depreciation,1644297000.0,1773673000.0,1787152000.0,2083365000.0
Reconciled Cost Of Revenue,3029842000.0,3205638000.0,3382129000.0,3340442000.0
EBITDA,3401982000.0,3622038000.0,4359650000.0,4019127000.0
EBIT,1757685000.0,1848365000.0,2572498000.0,1935762000.0
Net Interest Income,-1639120000.0,-1331636000.0,-1266591000.0,-1350341000.0
Interest Expense,1639120000.0,1331636000.0,1266591000.0,1352535000.0
Interest Income,,,160000.0,2194000.0
Normalized Income,163025740.0,268071710.0,974248800.0,647744960.0
Net Income From Continuing And Discontinued Operation,53198000.0,194563000.0,990311000.0,436183000.0
Total Expenses,7320397000.0,7714780000.0,7549046000.0,7688280000.0
Total Operating Income As Reported,1701940000.0,1802594000.0,2524627000.0,2115289000.0
Diluted Average Shares,455034000.0,453282000.0,462295000.0,583689000.0
Basic Average Shares,454723000.0,453244000.0,458311000.0,581057000.0
Diluted EPS,0.12,0.43,2.14,0.75
Basic EPS,0.12,0.43,2.16,0.75
Diluted NI Availto Com Stockholders,53198000.0,194563000.0,990311000.0,436183000.0
Net Income Common Stockholders,53198000.0,194563000.0,990311000.0,436183000.0
Net Income,53198000.0,194563000.0,990311000.0,436183000.0
Minority Interests,-25839000.0,-26326000.0,-20621000.0,-7296000.0
Net Income Including Noncontrolling Interests,79037000.0,220889000.0,1010932000.0,443479000.0
Net Income Continuous Operations,79037000.0,220889000.0,1010932000.0,443479000.0
Tax Provision,39528000.0,295840000.0,294975000.0,139748000.0
Pretax Income,118565000.0,516729000.0,1305907000.0,583227000.0
Other Income Expense,-158982000.0,-84514000.0,30695000.0,-272794000.0
Other Non Operating Income Expenses,4940000.0,8535000.0,9835000.0,5577000.0
Special Income Charges,-210334000.0,-130860000.0,-68888000.0,-341562000.0
Other Special Charges,-4393000.0,113075000.0,51712000.0,250489000.0
Impairment Of Capital Assets,173609000.0,3821000.0,6701000.0,
Restructuring And Mergern Acquisition,41118000.0,13964000.0,10475000.0,91073000.0
Gain On Sale Of Security,46412000.0,37811000.0,89748000.0,63191000.0
Net Non Operating Interest Income Expense,-1639120000.0,-1331636000.0,-1266591000.0,-1350341000.0
Interest Expense Non Operating,1639120000.0,1331636000.0,1266591000.0,1352535000.0
Interest Income Non Operating,,,160000.0,2194000.0
Operating Income,1916667000.0,1932879000.0,2541803000.0,2206362000.0
Operating Expense,4290555000.0,4509142000.0,4166917000.0,4347838000.0
Other Operating Expenses,2646258000.0,2735469000.0,2379765000.0,2264473000.0
Depreciation Amortization Depletion Income Statement,1644297000.0,1773673000.0,1787152000.0,2083365000.0
Depreciation And Amortization In Income Statement,1644297000.0,1773673000.0,1787152000.0,2083365000.0
Gross Profit,6207222000.0,6442021000.0,6708720000.0,6554200000.0
Cost Of Revenue,3029842000.0,3205638000.0,3382129000.0,3340442000.0
Total Revenue,9237064000.0,9647659000.0,10090849000.0,9894642000.0
Operating Revenue,9188584000.0,9600773000.0,10044478000.0,9894642000.0
