,2023-12-31,2022-12-31
Ordinary Shares Number,152503000.0,152503000.0
Share Issued,152503000.0,152503000.0
Total Debt,2156000.0,1597000.0
Tangible Book Value,-97701000.0,-85292000.0
Invested Capital,-97701000.0,-85292000.0
Working Capital,150728000.0,165915000.0
Net Tangible Assets,-97701000.0,-85292000.0
Capital Lease Obligations,2156000.0,1597000.0
Common Stock Equity,-97701000.0,-85292000.0
Total Capitalization,-97701000.0,-85292000.0
Total Equity Gross Minority Interest,-97701000.0,-85292000.0
Stockholders Equity,-97701000.0,-85292000.0
Gains Losses Not Affecting Retained Earnings,259000.0,-229000.0
Other Equity Adjustments,259000.0,-229000.0
Retained Earnings,-125375000.0,-99118000.0
Additional Paid In Capital,27411000.0,14051000.0
Capital Stock,4000.0,4000.0
Common Stock,4000.0,4000.0
Total Liabilities Net Minority Interest,293993000.0,297023000.0
Total Non Current Liabilities Net Minority Interest,258914000.0,256933000.0
Other Non Current Liabilities,3787000.0,1806000.0
Preferred Securities Outside Stock Equity,255127000.0,255127000.0
Current Liabilities,35079000.0,40090000.0
Other Current Liabilities,714000.0,1685000.0
Current Debt And Capital Lease Obligation,2156000.0,1597000.0
Current Capital Lease Obligation,2156000.0,1597000.0
Pensionand Other Post Retirement Benefit Plans Current,14923000.0,8029000.0
Payables And Accrued Expenses,17286000.0,28779000.0
Current Accrued Expenses,10949000.0,18484000.0
Payables,6337000.0,10295000.0
Accounts Payable,6337000.0,10295000.0
Total Assets,196292000.0,211731000.0
Total Non Current Assets,10485000.0,5726000.0
Other Non Current Assets,5773000.0,2202000.0
Net PPE,4712000.0,3524000.0
Accumulated Depreciation,-2679000.0,-898000.0
Gross PPE,7391000.0,4422000.0
Leases,437000.0,220000.0
Other Properties,6712000.0,3959000.0
Machinery Furniture Equipment,242000.0,243000.0
Properties,0.0,0.0
Current Assets,185807000.0,206005000.0
Other Current Assets,686000.0,509000.0
Prepaid Assets,3378000.0,2757000.0
Inventory,24095000.0,28874000.0
Finished Goods,10068000.0,7197000.0
Work In Process,11780000.0,18957000.0
Raw Materials,2247000.0,2720000.0
Receivables,8335000.0,10721000.0
Accounts Receivable,8335000.0,10721000.0
Cash Cash Equivalents And Short Term Investments,149313000.0,163144000.0
Other Short Term Investments,104215000.0,87056000.0
Cash And Cash Equivalents,45098000.0,76088000.0
