,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Tax Effect Of Unusual Items,0.0,-470.164389,0.0,0.0
Tax Rate For Calcs,0.0,0.005068,0.051721,0.0
Normalized EBITDA,-37976323.0,-23147817.0,25170997.0,-5594995.0
Total Unusual Items,331190.0,-92777.0,0.0,0.0
Total Unusual Items Excluding Goodwill,331190.0,-92777.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-39741300.0,-23506650.0,23869123.0,-9240041.0
Reconciled Depreciation,136501.0,55740.0,0.0,
Reconciled Cost Of Revenue,662780.0,677038.0,210080.0,
EBITDA,-37645133.0,-23240594.0,25170997.0,-5594995.0
EBIT,-37781634.0,-23296334.0,25170997.0,-5594995.0
Net Interest Income,-1930015.0,-328544.0,1570.0,74954.0
Interest Expense,1959666.0,330047.0,0.0,
Interest Income,29651.0,1503.0,1570.0,74954.0
Normalized Income,-40072490.0,-23414343.164389,23869123.0,-9240041.0
Net Income From Continuing And Discontinued Operation,-39741300.0,-23506650.0,23869123.0,-9240041.0
Total Expenses,17644630.0,19540510.0,10662178.0,5594995.0
Rent Expense Supplemental,526279.0,621298.0,210080.0,
Diluted Average Shares,7087027.0,6734444.0,6253661.0,6475795.0
Basic Average Shares,7087027.0,6734444.0,6250894.0,6475795.0
Diluted EPS,-5.61,-3.49,3.82,-1.43
Basic EPS,-5.61,-3.49,3.82,-1.43
Diluted NI Availto Com Stockholders,-39741300.0,-23506650.0,23869123.0,-9240041.0
Net Income Common Stockholders,-39741300.0,-23506650.0,23869123.0,-9240041.0
Net Income,-39741300.0,-23506650.0,23869123.0,-9240041.0
Net Income Including Noncontrolling Interests,-39741300.0,-23506650.0,23869123.0,-9240041.0
Net Income Continuous Operations,-39741300.0,-23506650.0,23869123.0,-9240041.0
Tax Provision,0.0,-119731.0,1301874.0,0.0
Pretax Income,-39741300.0,-23626381.0,25170997.0,-9240041.0
Other Income Expense,-20166655.0,-3757327.0,35831605.0,-3720000.0
Other Non Operating Income Expenses,622155.0,41450.0,,
Special Income Charges,331190.0,-92777.0,0.0,0.0
Gain On Sale Of Business,,0.0,39692857.0,0.0
Other Special Charges,-338301.0,,,
Write Off,7111.0,92777.0,0.0,
Impairment Of Capital Assets,7111.0,92777.0,0.0,
Restructuring And Mergern Acquisition,0.0,0.0,,
Earnings From Equity Interest,-21120000.0,-3706000.0,35831605.0,-3720000.0
Net Non Operating Interest Income Expense,-1930015.0,-328544.0,1570.0,74954.0
Interest Expense Non Operating,1959666.0,330047.0,0.0,
Interest Income Non Operating,29651.0,1503.0,1570.0,74954.0
Operating Income,-17644630.0,-19540510.0,-10662178.0,-5594995.0
Operating Expense,16981850.0,18863472.0,10452098.0,5594995.0
Other Operating Expenses,7890723.0,8527094.0,89817.0,
Depreciation Amortization Depletion Income Statement,,55740.0,0.0,
Depreciation And Amortization In Income Statement,,55740.0,0.0,
Depreciation Income Statement,,55740.0,0.0,
Selling General And Administration,9091127.0,10336378.0,10362281.0,5594995.0
Selling And Marketing Expense,269887.0,378720.0,,
General And Administrative Expense,8821240.0,9957658.0,10362281.0,5594995.0
Other Gand A,2724727.0,2218974.0,10362281.0,5594995.0
Insurance And Claims,513471.0,672474.0,,
Rent And Landing Fees,526279.0,621298.0,210080.0,
Salaries And Wages,5583042.0,7066210.0,,
Gross Profit,-662780.0,-677038.0,-210080.0,
Cost Of Revenue,662780.0,677038.0,210080.0,
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
