,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,28979828.0,28817810.0,28817810.0
Share Issued,28979828.0,28817810.0,28817810.0
Net Debt,21480905.0,18409379.0,28958557.0
Total Debt,22136857.0,18739188.0,29317494.0
Tangible Book Value,-44097050.0,-3262554.0,-16517187.0
Invested Capital,-22045598.0,21382973.0,16929746.0
Working Capital,-40692649.0,-18531567.0,-40597190.0
Net Tangible Assets,-44097050.0,-3262554.0,-16517187.0
Capital Lease Obligations,179237.0,133182.0,119595.0
Common Stock Equity,-44003218.0,2776967.0,-12268153.0
Total Capitalization,-39138845.0,7518325.0,-10300950.0
Total Equity Gross Minority Interest,-46378591.0,2716385.0,-12264543.0
Minority Interest,-2375373.0,-60582.0,3610.0
Stockholders Equity,-44003218.0,2776967.0,-12268153.0
Other Equity Interest,4476975.0,1944154.0,1616605.0
Gains Losses Not Affecting Retained Earnings,800451.0,1882881.0,2083768.0
Other Equity Adjustments,-51043.0,-51043.0,779127.0
Foreign Currency Translation Adjustments,848806.0,1933924.0,1304641.0
Unrealized Gain Loss,2688.0,0.0,
Treasury Stock,978920.0,410453.0,-836922.0
Retained Earnings,-136790543.0,-62348576.0,-56494217.0
Additional Paid In Capital,88485921.0,61707352.0,34317961.0
Capital Stock,2898.0,1609.0,6207730.0
Common Stock,2898.0,1609.0,6207730.0
Total Liabilities Net Minority Interest,67895472.0,33907713.0,62524012.0
Total Non Current Liabilities Net Minority Interest,16560687.0,6209572.0,8334272.0
Other Non Current Liabilities,,69836.0,5046767.0
Derivative Product Liabilities,2018349.0,0.0,
Employee Benefits,1825683.0,1341858.0,1050962.0
Non Current Pension And Other Postretirement Benefit Plans,1825683.0,1341858.0,1050962.0
Tradeand Other Payables Non Current,7838339.0,31826.0,149745.0
Non Current Deferred Liabilities,,69836.0,5046767.0
Non Current Deferred Revenue,,69836.0,5046767.0
Long Term Debt And Capital Lease Obligation,4878316.0,4766052.0,2086798.0
Long Term Capital Lease Obligation,13943.0,24694.0,119595.0
Long Term Debt,4864373.0,4741358.0,1967203.0
Current Liabilities,51334785.0,27698141.0,54189740.0
Other Current Liabilities,,799571.0,5477849.0
Current Deferred Liabilities,746417.0,576299.0,
Current Debt And Capital Lease Obligation,17258541.0,13973136.0,27230696.0
Current Capital Lease Obligation,165294.0,108488.0,
Current Debt,17093247.0,13864648.0,27230696.0
Other Current Borrowings,8891153.0,4904320.0,2982345.0
Line Of Credit,8202094.0,8960328.0,24248351.0
Current Provisions,30957.0,36099.0,32337.0
Payables And Accrued Expenses,33298870.0,13112607.0,21448858.0
Current Accrued Expenses,1518801.0,1558085.0,3711438.0
Payables,31780069.0,11554522.0,17737420.0
Other Payable,25324072.0,4132680.0,9489682.0
Total Tax Payable,235435.0,237661.0,0.0
Accounts Payable,6220562.0,7184181.0,8247738.0
Total Assets,21516881.0,36624098.0,50259469.0
Total Non Current Assets,10874745.0,27457524.0,36666919.0
Non Current Prepaid Assets,0.0,4307756.0,4593894.0
Non Current Deferred Assets,0.0,2961847.0,1930578.0
Non Current Deferred Taxes Assets,0.0,2961847.0,1930578.0
Non Current Accounts Receivable,,,948798.0
Investments And Advances,107862.0,2885405.0,8771973.0
Investmentin Financial Assets,107862.0,107890.0,114520.0
Available For Sale Securities,,107890.0,114520.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,107862.0,107890.0,114520.0
Long Term Equity Investment,0.0,2777515.0,8657453.0
Investmentsin Associatesat Cost,,2777515.0,8657453.0
Goodwill And Other Intangible Assets,93832.0,6039521.0,4249034.0
Other Intangible Assets,93832.0,6039521.0,4249034.0
Goodwill,,,0.0
Net PPE,10673051.0,11262995.0,16172642.0
Gross PPE,10673051.0,11262995.0,16172642.0
Construction In Progress,186573.0,207825.0,162987.0
Other Properties,227748.0,212414.0,654321.0
Machinery Furniture Equipment,1926839.0,2168760.0,3020044.0
Buildings And Improvements,3019313.0,3224218.0,7791962.0
Land And Improvements,5312578.0,5449778.0,4543328.0
Properties,0.0,0.0,0.0
Current Assets,10642136.0,9166574.0,13592550.0
Prepaid Assets,1169440.0,1521666.0,3248535.0
Inventory,4745931.0,5714352.0,2458177.0
Inventories Adjustments Allowances,,-202764.0,-215225.0
Finished Goods,3234508.0,4671074.0,1284791.0
Raw Materials,1511423.0,1043278.0,1388611.0
Receivables,4250050.0,1733929.0,7646496.0
Other Receivables,73284.0,396439.0,393053.0
Taxes Receivable,,0.0,517496.0
Loans Receivable,0.0,639491.0,1520318.0
Accounts Receivable,4176766.0,697999.0,5215629.0
Allowance For Doubtful Accounts Receivable,-2448905.0,0.0,-34949.0
Gross Accounts Receivable,6625671.0,697999.0,5250578.0
Cash Cash Equivalents And Short Term Investments,476715.0,196627.0,239342.0
Cash And Cash Equivalents,476715.0,196627.0,239342.0
Cash Financial,476715.0,196627.0,239342.0
