,2024-11-30,2023-11-30,2022-11-30,2021-11-30,2020-11-30
Free Cash Flow,3986377.0,23135964.0,10038078.0,6045250.0,
Repurchase Of Capital Stock,-9089709.0,-19409671.0,-5000000.0,-75000000.0,
Issuance Of Debt,9260000.0,,,,
Issuance Of Capital Stock,,89709.0,,75000000.0,
End Cash Position,42612.0,0.0,0.0,0.0,
Beginning Cash Position,0.0,0.0,0.0,0.0,
Changes In Cash,42612.0,0.0,0.0,0.0,
Financing Cash Flow,-3943765.0,-23135964.0,-10038078.0,-6045250.0,
Net Other Financing Charges,0.0,-558.0,558.0,0.0,
Cash Dividends Paid,-4114056.0,-3815444.0,-5038636.0,-5873691.0,
Common Stock Dividend Paid,-4114056.0,-3815444.0,-5038636.0,-5873691.0,
Net Preferred Stock Issuance,-9000000.0,-10000000.0,-5000000.0,0.0,
Preferred Stock Payments,-9000000.0,-10000000.0,-5000000.0,-75000000.0,
Preferred Stock Issuance,,,,75000000.0,
Net Common Stock Issuance,-89709.0,-9319962.0,,,
Common Stock Payments,-89709.0,-9409671.0,,,
Common Stock Issuance,,89709.0,,,
Net Issuance Payments Of Debt,9260000.0,,,,
Net Long Term Debt Issuance,9260000.0,,,,
Long Term Debt Issuance,9260000.0,,,,
Operating Cash Flow,3986377.0,23135964.0,10038078.0,6045250.0,
Change In Working Capital,58641.0,405561.0,71351.0,179953.0,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,
Change In Other Current Assets,319.0,,2.0,-102.0,-5.0
Change In Accrued Expense,13513.0,565.0,-28735.0,20369.0,
Change In Payable,60241.0,227046.0,-61212.0,-16329.0,
Change In Receivables,-15432.0,177950.0,161296.0,176015.0,
Other Non Cash Items,330425.0,267688.0,730711.0,454718.0,
Gain Loss On Investment Securities,-8917110.0,21196323.0,36986296.0,-4803182.0,
Net Income From Continuing Operations,12514421.0,1266392.0,-27750280.0,10213761.0,
