,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-19349000.0,-26595000.0,-35571000.0
Repurchase Of Capital Stock,,0.0,-116000.0
Issuance Of Capital Stock,238000.0,6964000.0,60729000.0
Capital Expenditure,-29000.0,-330000.0,-378000.0
End Cash Position,772000.0,18856000.0,37829000.0
Beginning Cash Position,18856000.0,37829000.0,536000.0
Changes In Cash,-18084000.0,-18973000.0,37293000.0
Financing Cash Flow,238000.0,6969000.0,76938000.0
Cash Flow From Continuing Financing Activities,238000.0,6969000.0,76938000.0
Proceeds From Stock Option Exercised,0.0,5000.0,16325000.0
Net Common Stock Issuance,238000.0,6964000.0,60613000.0
Common Stock Payments,,0.0,-116000.0
Common Stock Issuance,238000.0,6964000.0,60729000.0
Investing Cash Flow,998000.0,323000.0,-4452000.0
Cash Flow From Continuing Investing Activities,998000.0,323000.0,-4452000.0
Net Investment Purchase And Sale,1027000.0,653000.0,-4074000.0
Net PPE Purchase And Sale,-29000.0,-330000.0,-378000.0
Purchase Of PPE,-29000.0,-330000.0,-378000.0
Operating Cash Flow,-19320000.0,-26265000.0,-35193000.0
Cash Flow From Continuing Operating Activities,-19320000.0,-26265000.0,-35193000.0
Change In Working Capital,2990000.0,-3434000.0,-6161000.0
Change In Other Current Liabilities,-594000.0,-47000.0,161000.0
Change In Payables And Accrued Expense,2517000.0,-3722000.0,-7813000.0
Change In Payable,2517000.0,-3722000.0,-7813000.0
Change In Account Payable,2524000.0,-1717000.0,-9260000.0
Change In Receivables,1067000.0,335000.0,1491000.0
Other Non Cash Items,,,161000.0
Stock Based Compensation,1682000.0,1366000.0,2560000.0
Depreciation Amortization Depletion,285000.0,260000.0,219000.0
Depreciation And Amortization,285000.0,260000.0,219000.0
Depreciation,285000.0,260000.0,219000.0
Net Income From Continuing Operations,-24277000.0,-24457000.0,-31811000.0
