,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,12200000.0,2374000.0,-19584000.0,62342000.0,
Repurchase Of Capital Stock,,-4894000.0,-49003000.0,-45769000.0,-9369000.0
Repayment Of Debt,-392000.0,-223589000.0,-6665000.0,-6738000.0,
Issuance Of Debt,0.0,234700000.0,0.0,0.0,
Issuance Of Capital Stock,10901000.0,5625000.0,36062000.0,11522000.0,
Capital Expenditure,-4996000.0,-5124000.0,-17446000.0,-12047000.0,
Interest Paid Supplemental Data,6028000.0,11570000.0,9088000.0,9550000.0,
Income Tax Paid Supplemental Data,10180000.0,11185000.0,12273000.0,6177000.0,
End Cash Position,121485000.0,101154000.0,94847000.0,128428000.0,
Beginning Cash Position,101154000.0,94847000.0,128428000.0,136067000.0,
Effect Of Exchange Rate Changes,-1469000.0,-1677000.0,-1272000.0,1108000.0,
Changes In Cash,21800000.0,7984000.0,-32309000.0,-8747000.0,
Financing Cash Flow,225000.0,-5334000.0,-19606000.0,-41505000.0,
Cash Flow From Continuing Financing Activities,225000.0,-5334000.0,-19606000.0,-41505000.0,
Net Other Financing Charges,-419000.0,-17176000.0,,-520000.0,6562000.0
Proceeds From Stock Option Exercised,-9865000.0,-4894000.0,-49003000.0,-45769000.0,
Cash Dividends Paid,,,0.0,0.0,-152978000.0
Common Stock Dividend Paid,,,,,-152978000.0
Net Common Stock Issuance,10901000.0,5625000.0,36062000.0,11522000.0,
Common Stock Payments,,-4894000.0,-49003000.0,-45769000.0,-9369000.0
Common Stock Issuance,10901000.0,5625000.0,36062000.0,11522000.0,
Net Issuance Payments Of Debt,-392000.0,11111000.0,-6665000.0,-6738000.0,
Net Short Term Debt Issuance,,-24700000.0,0.0,0.0,
Short Term Debt Payments,,-24700000.0,0.0,0.0,
Net Long Term Debt Issuance,-392000.0,11111000.0,-6665000.0,-6738000.0,
Long Term Debt Payments,-392000.0,-223589000.0,-6665000.0,-6738000.0,
Long Term Debt Issuance,0.0,234700000.0,0.0,0.0,
Investing Cash Flow,4379000.0,5820000.0,-10565000.0,-41631000.0,
Cash Flow From Continuing Investing Activities,4379000.0,5820000.0,-10565000.0,-41631000.0,
Net Other Investing Changes,-1737000.0,-1355000.0,2019000.0,1100000.0,
Net Investment Purchase And Sale,11112000.0,12299000.0,4862000.0,-28121000.0,
Sale Of Investment,11112000.0,30324000.0,37203000.0,16350000.0,
Purchase Of Investment,0.0,-18025000.0,-32341000.0,-44471000.0,
Net Business Purchase And Sale,,0.0,-584000.0,-2563000.0,0.0
Purchase Of Business,,0.0,-584000.0,-2563000.0,0.0
Capital Expenditure Reported,-4996000.0,-5124000.0,-17446000.0,-12047000.0,
Operating Cash Flow,17196000.0,7498000.0,-2138000.0,74389000.0,
Cash Flow From Continuing Operating Activities,17196000.0,7498000.0,-2138000.0,74389000.0,
Change In Working Capital,-41626000.0,-1741000.0,-65317000.0,-61293000.0,
Change In Other Working Capital,-56239000.0,-18335000.0,-23649000.0,-38669000.0,
Change In Payables And Accrued Expense,15319000.0,5366000.0,-1322000.0,2286000.0,
Change In Accrued Expense,27874000.0,-408000.0,-1479000.0,-1125000.0,
Change In Payable,-12555000.0,5774000.0,157000.0,3411000.0,
Change In Account Payable,-12555000.0,5774000.0,157000.0,3411000.0,
Change In Prepaid Assets,-12466000.0,28192000.0,-33756000.0,-30661000.0,
Change In Receivables,11760000.0,-16964000.0,-6590000.0,5751000.0,
Changes In Account Receivables,11760000.0,-16964000.0,-6590000.0,5751000.0,
Other Non Cash Items,5992000.0,-474000.0,5666000.0,6058000.0,
Stock Based Compensation,23673000.0,40766000.0,28076000.0,60555000.0,
Provisionand Write Offof Assets,3545000.0,3626000.0,-413000.0,-415000.0,
Asset Impairment Charge,609172000.0,0.0,213720000.0,0.0,
Deferred Tax,-4658000.0,7597000.0,97287000.0,-4419000.0,
Deferred Income Tax,-4658000.0,7597000.0,97287000.0,-4419000.0,
Depreciation Amortization Depletion,10630000.0,16038000.0,23939000.0,29661000.0,
Depreciation And Amortization,10630000.0,16038000.0,23939000.0,29661000.0,
Operating Gains Losses,-1454000.0,-2060000.0,5730000.0,-1651000.0,
Net Foreign Currency Exchange Gain Loss,-1454000.0,-3393000.0,5730000.0,-1651000.0,
Net Income From Continuing Operations,-588078000.0,-56254000.0,-310826000.0,45893000.0,
