,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-7680634.0,-8690480.0,-8719634.0
Repayment Of Debt,-7392.0,0.0,
Issuance Of Debt,0.0,4350000.0,984387.0
Issuance Of Capital Stock,5991359.0,0.0,
Capital Expenditure,-318259.0,-341011.0,-652275.0
End Cash Position,1795989.0,3492656.0,8044262.0
Beginning Cash Position,3492656.0,8044262.0,15771034.0
Changes In Cash,-1696667.0,-4551606.0,-7726772.0
Financing Cash Flow,5983967.0,4134624.0,992862.0
Cash Flow From Continuing Financing Activities,5983967.0,4134624.0,992862.0
Net Other Financing Charges,,-216886.0,
Proceeds From Stock Option Exercised,0.0,1510.0,8475.0
Net Common Stock Issuance,5991359.0,0.0,
Common Stock Issuance,5991359.0,0.0,
Net Issuance Payments Of Debt,-7392.0,4350000.0,984387.0
Net Long Term Debt Issuance,-7392.0,4350000.0,984387.0
Long Term Debt Payments,-7392.0,0.0,
Long Term Debt Issuance,0.0,4350000.0,984387.0
Investing Cash Flow,-318259.0,-336761.0,-652275.0
Cash Flow From Continuing Investing Activities,-318259.0,-336761.0,-652275.0
Net Other Investing Changes,,-180802.0,-196267.0
Net Intangibles Purchase And Sale,,-127108.0,-9872.0
Purchase Of Intangibles,,-127108.0,-9872.0
Net PPE Purchase And Sale,-26544.0,-28851.0,-446136.0
Sale Of PPE,0.0,4250.0,0.0
Purchase Of PPE,-26544.0,-33101.0,-446136.0
Capital Expenditure Reported,-291715.0,-307910.0,-206139.0
Operating Cash Flow,-7362375.0,-8349469.0,-8067359.0
Cash Flow From Continuing Operating Activities,-7362375.0,-8349469.0,-8067359.0
Change In Working Capital,-753429.0,310761.0,646350.0
Change In Other Working Capital,-156000.0,141000.0,15000.0
Change In Other Current Liabilities,-283102.0,-268509.0,0.0
Change In Other Current Assets,-253.0,694.0,-919.0
Change In Payables And Accrued Expense,-68684.0,420752.0,274145.0
Change In Payable,-68684.0,420752.0,274145.0
Change In Account Payable,-68684.0,420752.0,282976.0
Change In Tax Payable,,0.0,-8831.0
Change In Income Tax Payable,,0.0,-8831.0
Change In Prepaid Assets,-288124.0,-49844.0,163952.0
Change In Receivables,42734.0,66668.0,194172.0
Changes In Account Receivables,84565.0,-21953.0,-37573.0
Other Non Cash Items,3796119.0,1422592.0,66813.0
Stock Based Compensation,151505.0,184465.0,306055.0
Asset Impairment Charge,351360.0,0.0,
Depreciation Amortization Depletion,425549.0,405977.0,84772.0
Depreciation And Amortization,425549.0,405977.0,84772.0
Depreciation,425549.0,405977.0,84772.0
Operating Gains Losses,-49698.0,7102.0,-231674.0
Gain Loss On Investment Securities,-34830.0,-821.0,-989.0
Gain Loss On Sale Of PPE,41417.0,7923.0,0.0
Net Income From Continuing Operations,-11283781.0,-10680366.0,-8939675.0
