,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Tax Effect Of Unusual Items,-6026458.0,-1202574.0,-1164783.732345,-2538715.854876,
Tax Rate For Calcs,0.038,0.037,0.113593,0.124931,
Normalized EBITDA,152459000.0,44696000.0,21386000.0,11046000.0,
Total Unusual Items,-158591000.0,-32502000.0,-10254000.0,-20321000.0,
Total Unusual Items Excluding Goodwill,-158591000.0,-32502000.0,-10254000.0,-20321000.0,
Net Income From Continuing Operation Net Minority Interest,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Reconciled Depreciation,27712000.0,30873000.0,29349000.0,25916000.0,
Reconciled Cost Of Revenue,134552000.0,152423000.0,140596000.0,126442000.0,
EBITDA,-6132000.0,12194000.0,11132000.0,-9275000.0,
EBIT,-33844000.0,-18679000.0,-18217000.0,-35191000.0,
Net Interest Income,1614000.0,-2702000.0,-688000.0,-861000.0,
Interest Expense,,2702000.0,688000.0,861000.0,907000.0
Normalized Income,-31784458.0,-21142574.0,-17457783.732345,-13765715.854876,
Net Income From Continuing And Discontinued Operation,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Total Expenses,337758000.0,357431000.0,334436000.0,305972000.0,
Total Operating Income As Reported,-192435000.0,-51181000.0,-28471000.0,-35283000.0,
Diluted Average Shares,40180925.0,39480000.0,39009000.0,38342000.0,
Basic Average Shares,40180925.0,39480000.0,39009000.0,38342000.0,
Diluted EPS,-4.59,-1.33,-0.68,-0.82,
Basic EPS,-4.59,-1.33,-0.68,-0.82,
Diluted NI Availto Com Stockholders,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Net Income Common Stockholders,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Net Income,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Net Income Including Noncontrolling Interests,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Net Income Discontinuous Operations,,,,0.0,0.0
Net Income Continuous Operations,-184349000.0,-52442000.0,-26547000.0,-31548000.0,
Tax Provision,-7289000.0,-1995000.0,-3402000.0,-4504000.0,
Pretax Income,-191638000.0,-54437000.0,-29949000.0,-36052000.0,
Other Income Expense,-159408000.0,-33056000.0,-11044000.0,-20229000.0,
Other Non Operating Income Expenses,-817000.0,-554000.0,-790000.0,92000.0,
Special Income Charges,-158591000.0,-32502000.0,-10254000.0,-20321000.0,
Gain On Sale Of Ppe,54499000.0,0.0,0.0,,
Gain On Sale Of Business,,0.0,0.0,1032000.0,1799000.0
Other Special Charges,34942000.0,9998000.0,7625000.0,6161000.0,
Impairment Of Capital Assets,165736000.0,14549000.0,0.0,13953000.0,
Restructuring And Mergern Acquisition,12412000.0,7955000.0,2629000.0,207000.0,
Net Non Operating Interest Income Expense,1614000.0,-2702000.0,-688000.0,-861000.0,
Total Other Finance Cost,-1614000.0,2702000.0,688000.0,,
Interest Expense Non Operating,,2702000.0,688000.0,861000.0,907000.0
Operating Income,-33844000.0,-18679000.0,-18217000.0,-14962000.0,
Operating Expense,188542000.0,192925000.0,183949000.0,171750000.0,
Depreciation Amortization Depletion Income Statement,13048000.0,18790000.0,19458000.0,18136000.0,
Depreciation And Amortization In Income Statement,13048000.0,18790000.0,19458000.0,18136000.0,
Amortization,13048000.0,18790000.0,19458000.0,18136000.0,
Amortization Of Intangibles Income Statement,13048000.0,18790000.0,19458000.0,18136000.0,
Research And Development,31512000.0,29883000.0,30739000.0,36390000.0,
Selling General And Administration,143982000.0,144252000.0,133752000.0,117224000.0,
Selling And Marketing Expense,102818000.0,104249000.0,95301000.0,81306000.0,
General And Administrative Expense,41164000.0,40003000.0,38451000.0,35918000.0,
Other Gand A,41164000.0,40003000.0,38451000.0,35918000.0,
Gross Profit,154698000.0,174246000.0,165732000.0,156788000.0,
Cost Of Revenue,149216000.0,164506000.0,150487000.0,134222000.0,
Total Revenue,303914000.0,338752000.0,316219000.0,291010000.0,
Operating Revenue,303914000.0,338752000.0,316219000.0,291010000.0,
