,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-7601000.0,-13618000.0,-135411000.0
Repayment Of Debt,-210000.0,-9282000.0,-42837000.0
Issuance Of Debt,15468000.0,23961000.0,168757000.0
Issuance Of Capital Stock,,0.0,35312000.0
Capital Expenditure,-18039000.0,-4973000.0,-127087000.0
Interest Paid Supplemental Data,7321000.0,3828000.0,11147000.0
Income Tax Paid Supplemental Data,2488000.0,2015000.0,0.0
End Cash Position,24564000.0,7747000.0,26581000.0
Beginning Cash Position,7747000.0,20766000.0,1748000.0
Effect Of Exchange Rate Changes,433000.0,-558000.0,-592000.0
Changes In Cash,16384000.0,-12461000.0,25425000.0
Financing Cash Flow,8997000.0,5006000.0,161232000.0
Cash Flow From Continuing Financing Activities,8997000.0,5006000.0,161232000.0
Net Other Financing Charges,15647000.0,20324000.0,
Cash Dividends Paid,-21908000.0,-29997000.0,
Common Stock Dividend Paid,-21908000.0,-29997000.0,
Net Common Stock Issuance,,0.0,35312000.0
Common Stock Issuance,,0.0,35312000.0
Net Issuance Payments Of Debt,15258000.0,14679000.0,125920000.0
Net Long Term Debt Issuance,15258000.0,14679000.0,125920000.0
Long Term Debt Payments,-210000.0,-9282000.0,-42837000.0
Long Term Debt Issuance,15468000.0,23961000.0,168757000.0
Investing Cash Flow,-675000.0,-4973000.0,-127483000.0
Cash Flow From Continuing Investing Activities,-675000.0,-4973000.0,-127483000.0
Net Other Investing Changes,,-3979000.0,
Net Business Purchase And Sale,,0.0,-396000.0
Purchase Of Business,,0.0,-396000.0
Net Intangibles Purchase And Sale,,-3979000.0,0.0
Purchase Of Intangibles,,-3979000.0,0.0
Net PPE Purchase And Sale,5182000.0,-4318000.0,-116333000.0
Sale Of PPE,17364000.0,0.0,
Purchase Of PPE,-12182000.0,-4318000.0,-116333000.0
Capital Expenditure Reported,-5857000.0,-655000.0,-10754000.0
Operating Cash Flow,10438000.0,-8645000.0,-8324000.0
Cash Flow From Continuing Operating Activities,10438000.0,-8645000.0,-8324000.0
Change In Working Capital,24289000.0,3137000.0,-2689000.0
Change In Other Current Liabilities,381000.0,1034000.0,0.0
Change In Payables And Accrued Expense,22637000.0,2359000.0,7111000.0
Change In Accrued Expense,18964000.0,3584000.0,
Change In Payable,3673000.0,-1225000.0,
Change In Account Payable,3673000.0,-1225000.0,
Change In Prepaid Assets,-2776000.0,2496000.0,1856000.0
Change In Receivables,4047000.0,-2752000.0,-11656000.0
Other Non Cash Items,4568000.0,2822000.0,4241000.0
Stock Based Compensation,,63000.0,419000.0
Asset Impairment Charge,11232000.0,0.0,4118000.0
Depreciation Amortization Depletion,3657000.0,3677000.0,5382000.0
Depreciation And Amortization,3657000.0,3677000.0,5382000.0
Depreciation,3657000.0,3677000.0,5382000.0
Operating Gains Losses,20344000.0,288000.0,-862000.0
Gain Loss On Investment Securities,16642000.0,,
Net Foreign Currency Exchange Gain Loss,-187000.0,288000.0,
Net Income From Continuing Operations,-53652000.0,-18569000.0,-18933000.0
