,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,0.0,,
Ordinary Shares Number,2876214.0,2877114.0,2877114.0
Share Issued,2876214.0,2877114.0,2877114.0
Net Debt,192924000.0,157990000.0,151639000.0
Total Debt,198969000.0,159730000.0,169666000.0
Tangible Book Value,-63254000.0,-2582000.0,14705000.0
Invested Capital,134288000.0,156113000.0,186274000.0
Working Capital,-132136000.0,1610000.0,9078000.0
Net Tangible Assets,-63254000.0,-2582000.0,14705000.0
Capital Lease Obligations,1427000.0,1035000.0,0.0
Common Stock Equity,-63254000.0,-2582000.0,16608000.0
Total Capitalization,-63254000.0,156113000.0,184615000.0
Total Equity Gross Minority Interest,-63254000.0,-2582000.0,16592000.0
Minority Interest,,-500000.0,-16000.0
Stockholders Equity,-63254000.0,-2582000.0,16608000.0
Gains Losses Not Affecting Retained Earnings,-2924000.0,-3638000.0,588000.0
Foreign Currency Translation Adjustments,-2924000.0,-3638000.0,588000.0
Retained Earnings,-88211000.0,-18747000.0,-36228000.0
Additional Paid In Capital,27874000.0,19797000.0,51943000.0
Capital Stock,7000.0,6000.0,305000.0
Common Stock,7000.0,6000.0,305000.0
Preferred Stock,0.0,0.0,
Total Liabilities Net Minority Interest,248540000.0,180897000.0,192897000.0
Total Non Current Liabilities Net Minority Interest,1449000.0,170643000.0,168632000.0
Liabilities Heldfor Sale Non Current,0.0,10591000.0,
Long Term Debt And Capital Lease Obligation,1252000.0,159655000.0,168007000.0
Long Term Capital Lease Obligation,1252000.0,960000.0,0.0
Long Term Debt,,158695000.0,168007000.0
Long Term Provisions,197000.0,397000.0,625000.0
Current Liabilities,247091000.0,10254000.0,24265000.0
Other Current Liabilities,14259000.0,,
Current Deferred Liabilities,5607000.0,4954000.0,3139000.0
Current Deferred Revenue,5607000.0,4954000.0,3139000.0
Current Debt And Capital Lease Obligation,197717000.0,75000.0,1659000.0
Current Capital Lease Obligation,175000.0,75000.0,0.0
Current Debt,197542000.0,17296000.0,1659000.0
Other Current Borrowings,197542000.0,17296000.0,1659000.0
Payables And Accrued Expenses,29508000.0,5225000.0,19467000.0
Current Accrued Expenses,24410000.0,3471000.0,5292000.0
Interest Payable,5516000.0,1992000.0,1549000.0
Payables,5098000.0,1754000.0,14175000.0
Total Tax Payable,14000.0,616000.0,1734000.0
Accounts Payable,5084000.0,1138000.0,12441000.0
Total Assets,185286000.0,178315000.0,209489000.0
Total Non Current Assets,70331000.0,166451000.0,176146000.0
Other Non Current Assets,,94348000.0,8554000.0
Non Current Accounts Receivable,1483000.0,1272000.0,2045000.0
Goodwill And Other Intangible Assets,,9024000.0,1903000.0
Other Intangible Assets,,7266000.0,3286000.0
Goodwill,,1758000.0,1903000.0
Net PPE,68848000.0,72103000.0,163644000.0
Accumulated Depreciation,-7326000.0,-10143000.0,-9709000.0
Gross PPE,76174000.0,82246000.0,173353000.0
Leases,,118000.0,44000.0
Construction In Progress,18637000.0,5239000.0,17667000.0
Other Properties,2219000.0,1998000.0,2243000.0
Machinery Furniture Equipment,,616000.0,211000.0
Buildings And Improvements,,1076000.0,917000.0
Land And Improvements,,497000.0,527000.0
Properties,,168336000.0,153399000.0
Current Assets,114955000.0,11864000.0,33343000.0
Other Current Assets,2602000.0,328000.0,2039000.0
Assets Held For Sale Current,80943000.0,0.0,
Restricted Cash,19161000.0,0.0,
Receivables,7631000.0,10831000.0,13277000.0
Other Receivables,736000.0,860000.0,3139000.0
Taxes Receivable,631000.0,1388000.0,5461000.0
Accounts Receivable,651000.0,3335000.0,4677000.0
Cash Cash Equivalents And Short Term Investments,4618000.0,705000.0,18027000.0
Cash And Cash Equivalents,4618000.0,705000.0,18027000.0
