,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Treasury Shares Number,206000.0,195000.0,194943.0,19587.0,
Ordinary Shares Number,12622000.0,11518000.0,11160160.0,11153445.0,
Share Issued,12828000.0,11713000.0,11355103.0,11173032.0,
Total Debt,52179000.0,2750000.0,2925000.0,3992000.0,
Tangible Book Value,234024000.0,204581000.0,201753000.0,183335000.0,
Invested Capital,304235000.0,218739000.0,201753000.0,183335000.0,
Working Capital,186366000.0,105854000.0,101922000.0,73870000.0,
Net Tangible Assets,234024000.0,204581000.0,201753000.0,183335000.0,
Capital Lease Obligations,3829000.0,2750000.0,2925000.0,3992000.0,
Common Stock Equity,255885000.0,218739000.0,201753000.0,183335000.0,
Total Capitalization,301839000.0,218739000.0,201753000.0,183335000.0,
Total Equity Gross Minority Interest,255885000.0,218739000.0,201753000.0,183335000.0,
Stockholders Equity,255885000.0,218739000.0,201753000.0,183335000.0,
Gains Losses Not Affecting Retained Earnings,-19320000.0,-16004000.0,-16029000.0,-14327000.0,
Other Equity Adjustments,-19320000.0,-16004000.0,-16029000.0,-14327000.0,
Treasury Stock,6479000.0,6147000.0,6147000.0,787000.0,
Retained Earnings,-578513000.0,-589273000.0,-599442000.0,-620602000.0,
Additional Paid In Capital,860071000.0,830048000.0,823259000.0,818939000.0,
Capital Stock,126000.0,115000.0,112000.0,112000.0,
Common Stock,126000.0,115000.0,112000.0,112000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,279338000.0,144398000.0,122151000.0,114318000.0,
Total Non Current Liabilities Net Minority Interest,60481000.0,14337000.0,17672000.0,17949000.0,
Other Non Current Liabilities,394000.0,314000.0,273000.0,356000.0,
Non Current Deferred Liabilities,11310000.0,11883000.0,14987000.0,14370000.0,
Non Current Deferred Revenue,7413000.0,7416000.0,8920000.0,8592000.0,
Non Current Deferred Taxes Liabilities,3897000.0,4467000.0,6067000.0,5778000.0,
Long Term Debt And Capital Lease Obligation,48777000.0,2140000.0,2412000.0,3223000.0,
Long Term Capital Lease Obligation,2823000.0,2140000.0,2412000.0,3223000.0,
Long Term Debt,45954000.0,,,,
Long Term Provisions,,,,,5759000.0
Current Liabilities,218857000.0,130061000.0,104479000.0,96369000.0,
Other Current Liabilities,21614000.0,600000.0,1381000.0,2737000.0,
Current Deferred Liabilities,58839000.0,44268000.0,33740000.0,32304000.0,
Current Deferred Revenue,58839000.0,44268000.0,33740000.0,32304000.0,
Current Debt And Capital Lease Obligation,3402000.0,610000.0,513000.0,769000.0,
Current Capital Lease Obligation,1006000.0,610000.0,513000.0,769000.0,
Current Debt,2396000.0,,,,9000000.0
Other Current Borrowings,2396000.0,,,,9000000.0
Pensionand Other Post Retirement Benefit Plans Current,9689000.0,10368000.0,11625000.0,13455000.0,
Payables And Accrued Expenses,125313000.0,74215000.0,57220000.0,47104000.0,
Current Accrued Expenses,23632000.0,9521000.0,14826000.0,14699000.0,
Payables,101681000.0,64694000.0,42394000.0,32405000.0,
Total Tax Payable,8827000.0,4553000.0,,,
Accounts Payable,92854000.0,60141000.0,42394000.0,32405000.0,
Total Assets,535223000.0,363137000.0,323904000.0,297653000.0,
Total Non Current Assets,130000000.0,127222000.0,117503000.0,127414000.0,
Other Non Current Assets,11837000.0,13978000.0,10445000.0,8430000.0,
Non Current Deferred Assets,83112000.0,87080000.0,95412000.0,103467000.0,
Non Current Deferred Taxes Assets,83112000.0,87080000.0,95412000.0,103467000.0,
Goodwill And Other Intangible Assets,21861000.0,14158000.0,0.0,,
Other Intangible Assets,13644000.0,9046000.0,,,
Goodwill,8217000.0,5112000.0,0.0,,
Net PPE,13190000.0,12006000.0,11646000.0,15517000.0,
Accumulated Depreciation,-61720000.0,-60786000.0,-68071000.0,-68037000.0,
Gross PPE,74910000.0,72792000.0,79717000.0,83554000.0,
Other Properties,3710000.0,2554000.0,2759000.0,3816000.0,
Machinery Furniture Equipment,69898000.0,64139000.0,70952000.0,72614000.0,
Buildings And Improvements,1302000.0,5889000.0,5796000.0,6914000.0,
Land And Improvements,0.0,210000.0,210000.0,210000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,405223000.0,235915000.0,206401000.0,170239000.0,
Other Current Assets,13559000.0,13260000.0,12437000.0,9556000.0,
Assets Held For Sale Current,2720000.0,0.0,0.0,2218000.0,
Restricted Cash,,2600000.0,0.0,,
Inventory,62267000.0,33428000.0,27169000.0,24867000.0,
Other Inventories,1944000.0,1761000.0,1775000.0,1431000.0,
Finished Goods,44890000.0,18873000.0,14916000.0,15409000.0,
Raw Materials,15433000.0,12794000.0,10478000.0,8027000.0,
Receivables,262055000.0,166985000.0,119025000.0,85656000.0,
Other Receivables,95419000.0,63657000.0,45857000.0,37521000.0,
Taxes Receivable,8623000.0,2417000.0,,,
Accounts Receivable,158013000.0,100911000.0,73168000.0,48135000.0,
Allowance For Doubtful Accounts Receivable,-1854000.0,-719000.0,-934000.0,-2141000.0,
Gross Accounts Receivable,159867000.0,101630000.0,74102000.0,50276000.0,
Cash Cash Equivalents And Short Term Investments,64622000.0,22242000.0,47770000.0,47942000.0,
Other Short Term Investments,,2000.0,10893000.0,0.0,
Cash And Cash Equivalents,64622000.0,22242000.0,36877000.0,47942000.0,
