,2024-05-31,2023-05-31,2022-05-31,2021-05-31,2020-05-31
Free Cash Flow,304282000.0,726441000.0,53810000.0,-68933000.0,
Repurchase Of Capital Stock,-1688000.0,-1643000.0,-1127000.0,-871000.0,
Repayment Of Debt,-214000.0,-224000.0,-215000.0,-205000.0,
Capital Expenditure,-147116000.0,-136569000.0,-72399000.0,-95069000.0,
Interest Paid Supplemental Data,,561000.0,379000.0,508000.0,498000.0
Income Tax Paid Supplemental Data,35101000.0,258247000.0,1747000.0,995000.0,
End Cash Position,237878000.0,292824000.0,59084000.0,57352000.0,
Beginning Cash Position,292824000.0,59084000.0,57352000.0,78130000.0,
Changes In Cash,-54946000.0,233740000.0,1732000.0,-20778000.0,
Financing Cash Flow,-93758000.0,-254159000.0,-7456000.0,-2723000.0,
Cash Flow From Continuing Financing Activities,-93758000.0,-254159000.0,-7456000.0,-2723000.0,
Net Other Financing Charges,,,3000.0,5000.0,-755000.0
Cash Dividends Paid,-91856000.0,-252292000.0,-6117000.0,-1652000.0,
Common Stock Dividend Paid,-91856000.0,-252292000.0,-6117000.0,-1652000.0,
Net Common Stock Issuance,-1688000.0,-1643000.0,-1127000.0,-871000.0,
Common Stock Payments,-1688000.0,-1643000.0,-1127000.0,-871000.0,
Net Issuance Payments Of Debt,-214000.0,-224000.0,-215000.0,-205000.0,
Net Long Term Debt Issuance,-214000.0,-224000.0,-215000.0,-205000.0,
Long Term Debt Payments,-214000.0,-224000.0,-215000.0,-205000.0,
Investing Cash Flow,-412586000.0,-375111000.0,-117021000.0,-44191000.0,
Cash Flow From Continuing Investing Activities,-412586000.0,-375111000.0,-117021000.0,-44191000.0,
Net Other Investing Changes,,,7655000.0,,-100000.0
Dividends Received Cfi,3000000.0,1500000.0,400000.0,6663000.0,
Net Investment Purchase And Sale,-214633000.0,-238949000.0,-5540000.0,40825000.0,
Sale Of Investment,358932000.0,291832000.0,92703000.0,129108000.0,
Purchase Of Investment,-573565000.0,-530781000.0,-98243000.0,-88283000.0,
Net Business Purchase And Sale,-54109000.0,-1673000.0,-47823000.0,0.0,
Purchase Of Business,-54109000.0,-1673000.0,-47823000.0,0.0,
Net PPE Purchase And Sale,-146844000.0,-135989000.0,-71713000.0,-91679000.0,
Sale Of PPE,272000.0,580000.0,686000.0,3390000.0,
Purchase Of PPE,-147116000.0,-136569000.0,-72399000.0,-95069000.0,
Operating Cash Flow,451398000.0,863010000.0,126209000.0,26136000.0,
Cash Flow From Continuing Operating Activities,451398000.0,863010000.0,126209000.0,26136000.0,
Change In Working Capital,101597000.0,6863000.0,-75267000.0,-66058000.0,
Change In Other Working Capital,91014000.0,-45108000.0,18955000.0,,
Change In Payables And Accrued Expense,9353000.0,14944000.0,29993000.0,-1412000.0,
Change In Payable,,-2851000.0,54782000.0,-1412000.0,17679000.0
Change In Account Payable,,-2851000.0,54782000.0,-1412000.0,17679000.0
Change In Inventory,28800000.0,-21102000.0,-36152000.0,-31159000.0,
Change In Receivables,-27570000.0,58129000.0,-88063000.0,-33487000.0,
Other Non Cash Items,-1408000.0,-1491000.0,-9099000.0,-510000.0,
Stock Based Compensation,4358000.0,4205000.0,4063000.0,3778000.0,
Unrealized Gain Loss On Investment Securities,,17000.0,-745000.0,1810000.0,744000.0
Asset Impairment Charge,,2000000.0,0.0,0.0,2919000.0
Amortization Of Securities,,-4380000.0,977000.0,890000.0,316000.0
Deferred Tax,-9672000.0,24467000.0,5676000.0,22351000.0,
Deferred Income Tax,-9672000.0,24467000.0,5676000.0,22351000.0,
Depreciation Amortization Depletion,80241000.0,72234000.0,68395000.0,59477000.0,
Depreciation And Amortization,80241000.0,72234000.0,68395000.0,59477000.0,
Operating Gains Losses,,-817000.0,-13805000.0,2338000.0,-1063000.0
Earnings Losses From Equity Investments,,-746000.0,-6488000.0,-622000.0,-534000.0
Gain Loss On Investment Securities,,60000.0,-2208000.0,-22000.0,-611000.0
Gain Loss On Sale Of PPE,,-131000.0,-5109000.0,2982000.0,82000.0
Net Income From Continuing Operations,276282000.0,756732000.0,132441000.0,2060000.0,
