,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,4008766.0,3608366.0,31942001.0,18444071.0,
Repayment Of Debt,-15000000.0,-12900000.0,-16000000.0,-16000000.0,
Issuance Of Debt,8000000.0,18900000.0,,15000000.0,5000000.0
Issuance Of Capital Stock,25457582.0,11516384.0,5345787.0,7740538.0,
End Cash Position,225253.0,196085.0,76976.0,104302.0,
Beginning Cash Position,196085.0,76976.0,104302.0,44681.0,
Changes In Cash,29168.0,119109.0,-27326.0,59621.0,
Financing Cash Flow,-3979598.0,-3489257.0,-31969327.0,-18384450.0,
Net Other Financing Charges,0.0,0.0,0.0,0.0,
Cash Dividends Paid,-22437180.0,-21005641.0,-21315114.0,-25124988.0,
Common Stock Dividend Paid,-22437180.0,-21005641.0,-21315114.0,-25124988.0,
Net Common Stock Issuance,25457582.0,11516384.0,5345787.0,7740538.0,
Common Stock Issuance,25457582.0,11516384.0,5345787.0,7740538.0,
Net Issuance Payments Of Debt,-7000000.0,6000000.0,-16000000.0,-1000000.0,
Net Long Term Debt Issuance,-7000000.0,6000000.0,-16000000.0,-1000000.0,
Long Term Debt Payments,-15000000.0,-12900000.0,-16000000.0,-16000000.0,
Long Term Debt Issuance,8000000.0,18900000.0,,15000000.0,5000000.0
Operating Cash Flow,4008766.0,3608366.0,31942001.0,18444071.0,
Change In Working Capital,2613968.0,497161.0,84490.0,-11482056.0,
Change In Other Current Liabilities,0.0,0.0,0.0,0.0,
Change In Accrued Expense,43649.0,25168.0,-19202.0,351.0,
Change In Payable,2730395.0,1053193.0,-343366.0,-10664734.0,
Change In Prepaid Assets,100670.0,5718.0,17160.0,-307647.0,
Change In Receivables,-260746.0,-586918.0,429898.0,-510026.0,
Other Non Cash Items,9302772.0,21244730.0,-921705.0,-1346598.0,
Gain Loss On Investment Securities,-53481886.0,-33042678.0,84986242.0,7366718.0,
Net Income From Continuing Operations,45573912.0,14909153.0,-52207026.0,23906007.0,
