,2023-12-31,2022-12-31
Free Cash Flow,0.0,0.0
Issuance Of Debt,0.0,100.0
End Cash Position,100.0,100.0
Beginning Cash Position,100.0,0.0
Changes In Cash,,100.0
Financing Cash Flow,0.0,100.0
Cash Flow From Continuing Financing Activities,0.0,100.0
Net Issuance Payments Of Debt,0.0,100.0
Net Short Term Debt Issuance,0.0,100.0
Short Term Debt Issuance,0.0,100.0
Operating Cash Flow,0.0,0.0
Cash Flow From Continuing Operating Activities,0.0,0.0
Change In Working Capital,-10000.0,-21325.0
Change In Payables And Accrued Expense,-10000.0,-23175.0
Change In Accrued Expense,-10000.0,-23175.0
Change In Prepaid Assets,0.0,1850.0
Other Non Cash Items,45580.0,40710.0
Asset Impairment Charge,342048.0,0.0
Net Income From Continuing Operations,-377628.0,-19385.0
