,2024-02-29,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Tax Effect Of Unusual Items,-8077600.0,32155000.0,2582934.031912,-11473597.944538,
Tax Rate For Calcs,0.184,0.218,0.228578,0.246744,
Normalized EBITDA,4569500000.0,4704100000.0,4855000000.0,3827500000.0,
Total Unusual Items,-43900000.0,147500000.0,11300000.0,-46500000.0,
Total Unusual Items Excluding Goodwill,-43900000.0,147500000.0,11300000.0,-46500000.0,
Net Income From Continuing Operation Net Minority Interest,1296000000.0,1513500000.0,1619600000.0,850200000.0,
Reconciled Depreciation,2444200000.0,2459800000.0,2305200000.0,2118400000.0,
Reconciled Cost Of Revenue,57192000000.0,55894100000.0,51164600000.0,49275900000.0,
EBITDA,4525600000.0,4851600000.0,4866300000.0,3781000000.0,
EBIT,2081400000.0,2391800000.0,2561100000.0,1662600000.0,
Net Interest Income,-492100000.0,-404600000.0,-481900000.0,-538200000.0,
Interest Expense,492400000.0,456300000.0,461600000.0,533900000.0,
Interest Income,15900000.0,68600000.0,3100000.0,16600000.0,
Normalized Income,1331822400.0,1398155000.0,1610882934.031912,885226402.055462,
Net Income From Continuing And Discontinued Operation,1296000000.0,1513500000.0,1619600000.0,850200000.0,
Total Expenses,77124900000.0,75490100000.0,69465100000.0,68111700000.0,
Total Operating Income As Reported,2068900000.0,2307100000.0,2436900000.0,1617500000.0,
Diluted Average Shares,581100000.0,534000000.0,475300000.0,578100000.0,
Basic Average Shares,575400000.0,529000000.0,469600000.0,500300000.0,
Diluted EPS,2.23,2.27,2.7,1.47,
Basic EPS,2.25,2.29,2.73,1.53,
Diluted NI Availto Com Stockholders,1295000000.0,1210300000.0,1284000000.0,850200000.0,
Average Dilution Earnings,0.0,0.0,0.0,,
Net Income Common Stockholders,1295000000.0,1210300000.0,1284000000.0,850200000.0,
Preferred Stock Dividends,1000000.0,303200000.0,335600000.0,,
Net Income,1296000000.0,1513500000.0,1619600000.0,850200000.0,
Net Income Including Noncontrolling Interests,1296000000.0,1513500000.0,1619600000.0,850200000.0,
Net Income Continuous Operations,1296000000.0,1513500000.0,1619600000.0,850200000.0,
Tax Provision,293000000.0,422000000.0,479900000.0,278500000.0,
Pretax Income,1589000000.0,1935500000.0,2099500000.0,1128700000.0,
Other Income Expense,-31700000.0,180500000.0,159500000.0,88200000.0,
Other Non Operating Income Expenses,12200000.0,33000000.0,148200000.0,134700000.0,
Special Income Charges,-43900000.0,147500000.0,11300000.0,-46500000.0,
Gain On Sale Of Ppe,-43900000.0,152600000.0,15000000.0,38800000.0,
Other Special Charges,,,3700000.0,85300000.0,111400000.0
Impairment Of Capital Assets,,5100000.0,,30200000.0,0.0
Net Non Operating Interest Income Expense,-492100000.0,-404600000.0,-481900000.0,-538200000.0,
Total Other Finance Cost,15600000.0,16900000.0,23400000.0,20900000.0,
Interest Expense Non Operating,492400000.0,456300000.0,461600000.0,533900000.0,
Interest Income Non Operating,15900000.0,68600000.0,3100000.0,16600000.0,
Operating Income,2112800000.0,2159600000.0,2421900000.0,1578700000.0,
Operating Expense,19932900000.0,19596000000.0,18300500000.0,18835800000.0,
Selling General And Administration,19932900000.0,19596000000.0,18300500000.0,18835800000.0,
Gross Profit,22045700000.0,21755600000.0,20722400000.0,20414500000.0,
Cost Of Revenue,57192000000.0,55894100000.0,51164600000.0,49275900000.0,
Total Revenue,79237700000.0,77649700000.0,71887000000.0,69690400000.0,
Operating Revenue,78056700000.0,76354700000.0,70694300000.0,68626800000.0,
