,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Treasury Shares Number,2643168.0,2808366.0,2973564.0,3138762.0,
Ordinary Shares Number,130092397.0,133128009.0,135885320.0,135693522.0,
Share Issued,132735565.0,135936375.0,138858884.0,138832284.0,
Net Debt,1961176000.0,2133520000.0,2082960000.0,1540588000.0,
Total Debt,2179564000.0,2379125000.0,2132154000.0,1582850000.0,
Tangible Book Value,1032270000.0,1044054000.0,1096499000.0,1242273000.0,
Invested Capital,3210753000.0,3423179000.0,3228653000.0,2825123000.0,
Net Tangible Assets,1032270000.0,1044054000.0,1096499000.0,1242273000.0,
Capital Lease Obligations,1081000.0,,,,
Common Stock Equity,1032270000.0,1044054000.0,1096499000.0,1242273000.0,
Total Capitalization,3210753000.0,3423179000.0,3228653000.0,2825123000.0,
Total Equity Gross Minority Interest,1032270000.0,1044054000.0,1096499000.0,1242273000.0,
Stockholders Equity,1032270000.0,1044054000.0,1096499000.0,1242273000.0,
Other Equity Interest,-26431000.0,-28083000.0,-29735000.0,-31387000.0,
Gains Losses Not Affecting Retained Earnings,21627000.0,8700000.0,-145633000.0,-16305000.0,
Other Equity Adjustments,21627000.0,8700000.0,-145633000.0,-16305000.0,
Retained Earnings,-111104000.0,-104565000.0,80266000.0,98944000.0,
Additional Paid In Capital,1146851000.0,1166643000.0,1190213000.0,1189633000.0,
Capital Stock,1327000.0,1359000.0,1388000.0,1388000.0,
Common Stock,1327000.0,1359000.0,1388000.0,1388000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,8495338000.0,9133407000.0,8528398000.0,8388973000.0,
Non Current Deferred Liabilities,,,,5810000.0,8180000.0
Non Current Deferred Taxes Liabilities,,,,5810000.0,8180000.0
Long Term Debt And Capital Lease Obligation,2179564000.0,2379125000.0,2132154000.0,1582850000.0,
Long Term Capital Lease Obligation,1081000.0,,,,
Long Term Debt,2178483000.0,2379125000.0,2132154000.0,1582850000.0,
Payables And Accrued Expenses,,,0.0,918000.0,795000.0
Payables,,,0.0,918000.0,795000.0
Total Tax Payable,,,0.0,918000.0,795000.0
Income Tax Payable,,,0.0,918000.0,795000.0
Accounts Payable,,,,129270000.0,146942000.0
Total Assets,9527608000.0,10177461000.0,9624897000.0,9631246000.0,
Investments And Advances,856266000.0,1384482000.0,1563307000.0,2014608000.0,
Net PPE,91463000.0,91531000.0,94820000.0,99127000.0,
Accumulated Depreciation,-107822000.0,-100708000.0,-93393000.0,-93773000.0,
Gross PPE,199285000.0,192239000.0,188213000.0,192900000.0,
Machinery Furniture Equipment,54485000.0,52364000.0,49795000.0,57129000.0,
Buildings And Improvements,128730000.0,123830000.0,122196000.0,120065000.0,
Land And Improvements,16070000.0,16045000.0,16222000.0,15706000.0,
Receivables,359000.0,8531000.0,1266000.0,0.0,
Other Receivables,359000.0,8531000.0,1266000.0,,
Other Short Term Investments,856266000.0,1384482000.0,1563307000.0,2014608000.0,
Cash And Cash Equivalents,217307000.0,245605000.0,49194000.0,42262000.0,
Cash Financial,25169000.0,31775000.0,,,
Cash Cash Equivalents And Federal Funds Sold,217307000.0,245605000.0,49194000.0,42262000.0,
