,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,462000.0,-357000.0,-9408000.0,-288000.0,
Tax Rate For Calcs,0.308,0.21,0.21,0.32,
Normalized EBITDA,109200000.0,45200000.0,43900000.0,91000000.0,
Total Unusual Items,1500000.0,-1700000.0,-44800000.0,-900000.0,
Total Unusual Items Excluding Goodwill,1500000.0,-1700000.0,-44800000.0,-900000.0,
Net Income From Continuing Operation Net Minority Interest,36700000.0,-2800000.0,-34600000.0,44900000.0,
Reconciled Depreciation,37700000.0,32800000.0,24800000.0,20400000.0,
Reconciled Cost Of Revenue,1082200000.0,870600000.0,956100000.0,767200000.0,
EBITDA,110700000.0,43500000.0,-900000.0,90100000.0,
EBIT,73000000.0,10700000.0,-25700000.0,69700000.0,
Net Interest Income,-10500000.0,-10100000.0,-3800000.0,-2000000.0,
Interest Expense,12600000.0,11600000.0,5500000.0,3700000.0,
Interest Income,2100000.0,1500000.0,1700000.0,1700000.0,
Normalized Income,35662000.0,-1457000.0,792000.0,45512000.0,
Net Income From Continuing And Discontinued Operation,36700000.0,-2800000.0,-34600000.0,44900000.0,
Total Expenses,1169000000.0,947000000.0,1033600000.0,830800000.0,
Total Operating Income As Reported,65700000.0,6900000.0,-37200000.0,60900000.0,
Diluted Average Shares,71012829.0,70750239.0,71224490.0,71068481.0,
Basic Average Shares,70576923.0,70000000.0,71224490.0,70583424.0,
Diluted EPS,0.52,-0.04,-0.49,0.63,
Basic EPS,0.52,-0.04,-0.49,0.64,
Diluted NI Availto Com Stockholders,36700000.0,-2800000.0,-34600000.0,44900000.0,
Net Income Common Stockholders,36700000.0,-2800000.0,-34600000.0,44900000.0,
Net Income,36700000.0,-2800000.0,-34600000.0,44900000.0,
Minority Interests,-5100000.0,300000.0,300000.0,0.0,
Net Income Including Noncontrolling Interests,41800000.0,-3100000.0,-34900000.0,44900000.0,
Net Income Continuous Operations,41800000.0,-3100000.0,-34900000.0,44900000.0,
Tax Provision,18600000.0,2200000.0,3700000.0,21100000.0,
Pretax Income,60400000.0,-900000.0,-31200000.0,66000000.0,
Other Income Expense,5200000.0,2300000.0,-39700000.0,7100000.0,
Other Non Operating Income Expenses,,,,500000.0,-200000.0
Special Income Charges,0.0,0.0,-47500000.0,-100000.0,
Other Special Charges,,,,100000.0,
Write Off,,,0.0,0.0,21200000.0
Impairment Of Capital Assets,0.0,0.0,49500000.0,0.0,
Restructuring And Mergern Acquisition,0.0,0.0,-2000000.0,0.0,
Earnings From Equity Interest,3700000.0,4000000.0,5100000.0,7500000.0,
Gain On Sale Of Security,1500000.0,-1700000.0,2700000.0,-800000.0,
Net Non Operating Interest Income Expense,-10500000.0,-10100000.0,-3800000.0,-2000000.0,
Interest Expense Non Operating,12600000.0,11600000.0,5500000.0,3700000.0,
Interest Income Non Operating,2100000.0,1500000.0,1700000.0,1700000.0,
Operating Income,65700000.0,6900000.0,12300000.0,60900000.0,
Operating Expense,86800000.0,76400000.0,77500000.0,63600000.0,
Selling General And Administration,86800000.0,76400000.0,77500000.0,63600000.0,
Gross Profit,152500000.0,83300000.0,89800000.0,124500000.0,
Cost Of Revenue,1082200000.0,870600000.0,956100000.0,767200000.0,
Total Revenue,1234700000.0,953900000.0,1045900000.0,891700000.0,
Operating Revenue,1234700000.0,953900000.0,1045900000.0,891700000.0,
