,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,25145358.0,25145358.0,25145358.0
Share Issued,25145358.0,25145358.0,25145358.0
Net Debt,6655916.0,4523488.0,
Total Debt,11513476.0,7440922.0,2934550.0
Tangible Book Value,35665790.0,25822733.0,15248424.0
Invested Capital,43917044.0,32167768.0,17417349.0
Working Capital,21107268.0,17740725.0,11685151.0
Net Tangible Assets,35665790.0,25822733.0,15248424.0
Capital Lease Obligations,3347076.0,1206508.0,894566.0
Common Stock Equity,35750644.0,25933354.0,15377365.0
Total Capitalization,35750644.0,25933354.0,15377365.0
Total Equity Gross Minority Interest,35707255.0,25777760.0,15023958.0
Minority Interest,-43389.0,-155594.0,-353407.0
Stockholders Equity,35750644.0,25933354.0,15377365.0
Gains Losses Not Affecting Retained Earnings,2503244.0,3118885.0,3308805.0
Other Equity Adjustments,2503244.0,3118885.0,3308805.0
Retained Earnings,14394167.0,3961236.0,-6778383.0
Additional Paid In Capital,18850292.0,18850292.0,18846942.0
Capital Stock,2941.0,2941.0,1.0
Common Stock,2941.0,2941.0,1.0
Total Liabilities Net Minority Interest,21001134.0,16839769.0,10259131.0
Total Non Current Liabilities Net Minority Interest,2025700.0,816878.0,494122.0
Long Term Debt And Capital Lease Obligation,2025700.0,816878.0,494122.0
Long Term Capital Lease Obligation,2025700.0,816878.0,494122.0
Current Liabilities,18975434.0,16022891.0,9765009.0
Current Deferred Liabilities,593294.0,712832.0,731435.0
Current Deferred Revenue,499905.0,692511.0,701529.0
Current Deferred Taxes Liabilities,93389.0,20321.0,29906.0
Current Debt And Capital Lease Obligation,9487776.0,6624044.0,2440428.0
Current Capital Lease Obligation,1321376.0,389630.0,400444.0
Current Debt,8166400.0,6234414.0,2039984.0
Line Of Credit,8166400.0,6234414.0,2039984.0
Payables And Accrued Expenses,8894364.0,8686015.0,6593146.0
Current Accrued Expenses,864687.0,104948.0,158041.0
Payables,8029677.0,8581067.0,6435105.0
Other Payable,2923286.0,2549210.0,1296258.0
Dueto Related Parties Current,3785250.0,4020769.0,4059232.0
Total Tax Payable,770953.0,1795225.0,739403.0
Income Tax Payable,448230.0,714466.0,297683.0
Accounts Payable,550188.0,215863.0,340212.0
Total Assets,56708389.0,42617529.0,25283089.0
Total Non Current Assets,16625687.0,8853913.0,3832929.0
Other Non Current Assets,152450.0,45946.0,80140.0
Non Current Prepaid Assets,7698728.0,5762918.0,218087.0
Non Current Deferred Assets,1689630.0,206221.0,79777.0
Non Current Deferred Taxes Assets,814372.0,206221.0,79777.0
Goodwill And Other Intangible Assets,84854.0,110621.0,128941.0
Other Intangible Assets,25479.0,49481.0,62768.0
Goodwill,59375.0,61140.0,66173.0
Net PPE,7000025.0,2728207.0,3325984.0
Accumulated Depreciation,-3576625.0,-2664623.0,-2006622.0
Gross PPE,10576650.0,5392830.0,5332606.0
Leases,4656762.0,2607048.0,2820408.0
Other Properties,1202499.0,1622119.0,1322609.0
Machinery Furniture Equipment,4717389.0,1163663.0,1189589.0
Properties,0.0,0.0,0.0
Current Assets,40082702.0,33763616.0,21450160.0
Other Current Assets,120485.0,196999.0,304293.0
Prepaid Assets,5814691.0,5799084.0,3249656.0
Inventory,1142569.0,1293249.0,3055750.0
Finished Goods,312871.0,477345.0,2148428.0
Work In Process,313352.0,330755.0,399764.0
Raw Materials,516346.0,485149.0,507558.0
Receivables,31494473.0,24763358.0,11808310.0
Duefrom Related Parties Current,394582.0,391718.0,79260.0
Taxes Receivable,,0.0,556803.0
Accounts Receivable,31099891.0,24371640.0,11172247.0
Allowance For Doubtful Accounts Receivable,-2841192.0,-644669.0,-234190.0
Gross Accounts Receivable,33941083.0,25016309.0,11406437.0
Cash Cash Equivalents And Short Term Investments,1510484.0,1710926.0,3032151.0
Cash And Cash Equivalents,1510484.0,1710926.0,3032151.0
Cash Financial,1510484.0,1710926.0,3032151.0
